Gene_name,Uniprot_ID,Protein_length,region_1,region_2,PDB
ERCC6,Q03468,1493,91-101,102-695,4CVO 7OO3 7OOB 7OOP 7OPC 7OPD
FGFR3,P22607,806,127-149,"151-244,472-761",1RY7 2LZL 4K33 6LVM 6PNX 7DHL
FKBP8,Q14318,412,1-32,120-204,2AWG 2D9F 2F2D 2MF9 3EY6 5MGX
ADAMTS13,Q76LX8,1427,1072-1298,80-685,3GHM 3GHN 3VN4 6QIG 7B01
ARID4A,P29374,1257,273-310,"309-401,568-635,1-121",2LCC 2MAM 2YRV 6BPH 6L87
,P54623,1320,1-77,104-174,5I7C 5MVW 5MW0 5MW9 5MWE
CHD1L,Q86WJ1,897,704-897,351-513,6ZHX 6ZHY 7ENN 7EPU 7OTQ
,Q8RT31,374,201-354,1-190,1XSZ 1XT0 4C7P 4D7Q 4D7R
TRIB1,Q96RU8,372,355-360,1-338,5CEK 5CEM 5IGO 5IGQ 6DC0
PLCB3,Q01970,1234,469-589,"318-468,590-706",4GNK 4QJ3 4QJ4 4QJ5 7SQ2
NLRP3,Q96P20,1036,740-991,220-536,2NAQ 3QF2 6NPY 7ALV 7PZC
MSN,P26038,577,467-577,4-297,1E5W 1EF1 1SGH 6TXQ 6TXS
MAPKAPK3,Q16644,,307-343,44-304,3FHR 3FXW 3R1N 3SHE 7NRB
CAMK1D,Q8IU85,385,279-319,23-278,2JC6 6QP5 6T28 6T29 6T6F
ATF2,P15336,505,349-415,1-243,1BHI 1T2K 4H36 6ZQS 6ZR5
ASAP1,Q9ULH1,1129,1-325,326-560,2D1X 2DA0 2ED1 2RQT 2RQU
,Q3KK31,648,170-390,399-648,3PJT 3PJU 3PJV 3PJW 3PJX
LYN,P07948,512,"129-226,227-246","63-123,502-512",1W1F 1WA7 3A4O 5XY1 6NMW
MAP2K6,P52564,334,251-277,53-314,2Y8O 3ENM 3FME 3VN9 5ETF
MICAL1,Q8VDP3,1048,761-1048,1-489,2BRA 2BRY 2C4C 4TXI 4TXK
PLCG1,P19174,1290,757-790,668-756,1HSQ 2HSP 4EY0 4FBN 7NXE
ROR2,Q01974,943,555,473-746,3ZZW 4GT4 6OSH 6OSN 6OSV
,O62305,720,273-317,12-269,2BDW 2F86 3KK8 3KK9 3KL8
,A0A0R4I961,279,155-279,3-147,3JWN 6GTV 6GTW 6GTZ 6GU0
IQGAP1,P46940,1657,1276-1657,956-1274,1X0H 2RR8 3FAY 3I6X 5L0O
LYN,P25911,512,"129-226,227-246","63-123,502-512",2ZV7 2ZV8 2ZV9 2ZVA 4TZI
PLXNA1,P70206,1894,"51-491,1266-1346,1472-1672","1348-1472,1673-1894",3RYT 5L56 5L59 5L5C 5L7N
STING1,B8XX90,378,339-378,153-339,6A03 6A04 6A05 6A06 6IYF
WNK1,Q9H4A3,2382,488-555,221-479,4PWN 5TF9 5WDY 5WE8 6FBK
TRERF1,P60240,,1-110,"147-416,441-659",4S20 6BOG 7MKN 7MKQ
,Q2U1F3,,1-79,150-350,6ZEP 6ZEQ 7OEZ
ATR,P38111,,2309-2317,2241-2263,5X6O 6Z2W 6Z2X 6Z3A
PTPN2,P17706,415,353-387,5-275,1L8K 6ZZ4 7F5N 7F5O
PRKD2,Q9BZL6,878,397-509,551-807,2COA 3BGM 4NNX 4NNY
PRKCA,P17252,672,19-37,339-597,2ELI 3IW4 4DNL 4RA4
PKN2,Q16513,984,455-511,657-916,4CRS 4RRV 6CCY 6GBE
PACSIN2,Q9UNF0,486,344-486,11-282,3ABH 3ACO 3HAJ 3Q0K
PACSIN1,Q9BY11,444,385-444,13-283,3HAH 3HAI 3Q84 3QNI
MEIS2,O14770,477,150-193,276-338,3K2A 4XRM 5BNG 5EG0
MAP3K11,Q16584,847,43-103,117-379,5K26 5K28 6AQB 6CQ7
IRF4,Q15306,451,401-451,21-129,2DLL 6TD4 7JM4 7O56
EPHB2,P29323,1055,588-623,624-884,1B4F 1F0M 2QBX 3ZFM
CHMP3,Q9Y3E7,222,151-222,1-113,2GD5 2XZE 3FRT 3FRV
CAMK1,Q14012,370,286-300,20-276,4FG7 4FG8 4FG9 4FGB
ARHGEF4,Q9NR80,690,129-179,284-468,2DX1 2PZ1 3NMX 3NMZ
ANP32A,P39687,249,121-163,1-120,2JE0 2JE1 4XOS 6XZQ
ARHGEF12,Q9NZN5,1544,721-764,765-782,1TXD 1X86 2OMJ 2OS6
ELK4,P28324,431,136-214,5-85,1BC7 1BC8 1HBX 1K6O
KPNA1,P52294,538,1-57,"149-241,318-406",2JDQ 3TJ3 4B18 6WX9
PLK1,Q07832,603,402-603,53-305,5DMS 5DMV 5DNJ 5X3S
PRKN,Q9JK66,465,"141-225,378-410","226-377,410-465",2KNB 4K7D 4K95 4ZYN
,P32917,917,367-517,593-786,2KGN 2L4U 3FZE 4F2H
TLN1,Q9Y490,2541,1654-2344,86-403,1SYQ 2MWN 4DJ9 6R9T
DLG1,P31007,970,481-681,780-955,3TVT 4RP3 4RP4 4RP5
ETV6,P97360,485,426-435,335-416,2LF7 2LF8 2MD5 4MHG
GSDMD,Q9D8T2,487,279-469,1-273,6AO3 6KMV 6N9N 6VIE
,Q8VSC3,545,57-228,251-545,3L3P 5B0N 5B0T 6K2D
NLRC4,Q3UP24,1024,"356-463,578-1020",95-298,3JBL 4KXF 5AJ2 6B5B
PTPN11,P35235,593,1-103,247-521,1AYA 1AYB 1AYC 1AYD
SEC22B,O75396,215,1-130,134-194,2NUP 2NUT 3EGD 3EGX
STING1,E1C7U0,379,345-379,158-345,6NT6 6NT7 6NT8 6NT9
ARRB1,P49407,418,357-418,1-110,2IV8 6PWC 6TKO 6UP7
HCN1,O60741,890,401-479,480-604,5U6O 5U6P 6UQF 6UQG
,Q9RFD6,297,1-29,120-175,3FWY 6UYK
VPS4A,Q9UN37,437,2-116,117-437,1YXR 2JQ9 2K3W
RPS6KA5,O75582,802,702-723,"49-318,426-687",1VZO 3KN5 3KN6
PRKAR1A,P10644,381,1-98,137-381,5KJX 5KJY 5KJZ
PPP3CB,P16298,524,"417-423,474-496",22-357,4OR9 4ORA 4ORC
PLK4,O97143,769,318-380,14-267,4G7N 4NK7 5LHX
PACSIN1,Q61644,441,426-496,10-280,2X3V 2X3W 2X3X
OTUD7B,Q6GQQ9,843,187-193,194-365,5LRU 5LRV 5LRW
NLRC4,Q9NPP4,1024,464-579,95-298,6K8J 6MKS 6N1I
MST1R,Q04912,1400,1346-1400,1082-1345,3PLS 4FWW 4QT8
MEFV,O15553,781,1-92,580-775,2MPC 2WL1 4CG4
MAP3K8,P41279,467,395-467,138-388,4Y83 4Y85 5IU2
MAP2K4,P45985,399,109-136,"102-108,137-367",3ALN 3ALO 3VUT
GSK3B,Q9WV60,420,1-34,56-340,4NU1 5AIR 6AE3
GSDMB,Q8TAX9,411,248-411,1-247,5TIB 5TJ2 5TJ4
GRK5,P34947,590,563-590,186-448,4TNB 4TND 6PJX
GABPA,Q00422,454,401-430,320-400,1AWC 1SXD 2JUO
FHOD1,Q9Y613,1164,1053-1133,53-458,3DAD 6XF1 6XF2
FARP2,Q91VS8,1065,"728-745,755-1026",536-727,4GYV 4GZU 6D2K
ETV4,P43268,484,"321-340,433-474",341-421,4CO8 4UUV 5ILU
DNMT1,Q24K09,1611,696-730,1136-1595,6PZV 7LMK 7LMM
CYTH3,O43739,400,"252-264,380-400",77-206,4KAX 6U3E 6U3G
CRK,Q04929,305,225-297,133-193,2L3P 2L3Q 2L3S
CAMK1,Q63450,374,285-316,20-276,1A06 1MXE 2L7L
PLEKHM2,Q8IWE5,1019,604-1019,1-603,3CXB 3HW2 3ZFW
,Q8NQJ3,143,1-40,68-117,2KB3 2KB4 4QCJ
,P41832,1953,1792-1826,174-696,1UX4 1UX5 1Y64
,P08638,886,604-741,857-886,2ER8 2ERE 2ERG
MAPRE1,Q61166,268,185-255,14-116,1V5K 6EVI 6EVQ
MYLK2,P07313,608,549-577,297-552,2BBM 2BBN 6HR1
PHKG1,P00518,387,303-327,343-367,1PHK 1QL6 2PHK
PRKN,Q9WVS6,464,"140-224,377-409","237-292,417-448",1MG8 2ZEQ 3B1L
PTK2,P34152,1052,35-355,390-680,1K40 5F28 6BZ3
SH3KBP1,Q8R550,709,381-390,311-372,1WI7 2DA9 5XHZ
,P0A0J0,368,16-90,"135-205,303-356",4G6D 4G8X 4G94
WNK4,Q96J92,1243,466-489,174-432,2V3S 4CH9 4CHB
,P07038,920,892-917,562-625,7NXF 7NY1 1MHS
APBB1IP,Q7Z5R6,666,30-70,170-220,2MWN 3ZDL
STK38,Q15208,465,383-455,89-382,1PSB 6BXI
RASGRP2,Q7LDG7,609,337-551,154-336,2MA2 6AXF
RASGRP1,O95267,797,468-609,205-436,4L9M 4L9U
PRKCG,P05129,697,18-36,351-614,2E73 2UZP
PLCB2,Q00722,1185,466-537,"312-463,546-662",2FJU 2ZKM
PASK,Q96RG2,1323,183-200,999-1251,1LL8 3DLS
NOTCH2,Q04721,2471,1425-1544,1545-1670,2OO4 5MWB
MEIS1,O00470,390,148-191,272-334,4XRS 5EGO
MAP2K2,P36507,400,75-102,"72-74,103-369",1S9I 4H3Q
HIPK2,Q9H2X6,1198,984-1198,199-527,6P5S 7NCF
HEXIM1,O94992,359,210-250,150-177,2GD7 3S9G
FLT4,P35916,1363,1174-1298,845-1173,4BSJ 4BSK
ETS2,P15036,469,325-359,363-443,4BQA 4MHV
ELK1,P19419,428,351-399,5-86,1DUX 5VVT
DIAPH3,Q9NSV4,1193,"16-361,1020-1060",540-1013,5UWP 6X2Y
DAAM1,Q9Y4D1,1078,1027-1058,45-420,2J1D 2Z6E
CYTH1,Q15438,398,388-396,73-202,1BC9 4A4P
CSNK1E,P49674,416,305-416,9-277,4HNI 4HOK
COQ8A,Q8NI60,647,276-279,329-518,4PED 5I35
CHMP6,Q96FZ7,201,168-201,1-145,2K3W 3HTU
CHMP4A,Q9BY43,222,182-222,1-150,3C3O 5MK1
CARD11,Q9BXL7,1154,448-666,18-110,4JUP 4LWD
CAMKK1,Q8N5S9,505,435-440,128-409,6CCF 6CD6
CAMK2G,Q13555,558,283-292,14-272,2UX0 2V7O
ARIH2,O95376,493,359-493,297-326,7OD1 7ONI
ARHGAP45,Q92619,1136,281-356,757-971,3D25 3FT3
ESPL1,Q14674,2120,"711-723,955-974,1393-1400","667-1706,1707-2120",7NJ0 7NJ1
ANGPT1,B5XAZ0,145,116-120,1-115,7BFK 7BFL
,Q9M1V3,960,837-891,892-260,7O4E 7O4F
SH3GLB1,Q9Y371,365,299-365,1-269,6UP6 6UPN
FOXM1,Q08050,763,1-189,350-763,3G73 7FJ2
,Q72L95,423,1-73,234-423,1IW7 1SMY
SNORA8,Q9LF79,1074,43-54,433-464,2M73 4AQR
APAF1,O88879,1249,1-90,"107-285,362-451",3SFZ 3SHF
,P28829,659,151-260,394-658,1I35 1K8R
,P14633,404,26-100,185-404,1NA6 3HQG
,Q5Y4Y6,464,240-464,1-239,5B5R 6CB8
ITSN1,Q9Z0R4,1714,1151-1203,1230-1416,3HS8 3JV3
JAK2,Q62120,1132,547-813,849-1124,2HDX 4GL9
MYLK2,Q9H1R3,596,537-565,285-540,2LV6 3KF9
PPP5C,P53042,499,28-129,"495-499,200-494",4JA7 4JA9
ROCK2,Q62868,1388,"971-1047,1150-1349",93-354,2ROV 2ROW
,P77994,399,1-99,352-379,1TTY 2K6X
,D0ZVG2,700,217-381,404-700,4NKG 4NKH
DNAJC2,P32527,433,348-364,365-433,2LWX 5DJE
AIM2,Q91VJ1,354,1-113,144-341,2N00 4JBM
RIGI,Q6Q899,926,794-925,1-172,3TBK 6BZH
HIPK3,Q9H422,1215,984-1196,197-525,7O7I 7O7J
,D2AJU0,545,57-228,251-545,6LOJ 6LOL
,Q8Y842,572,61-73,89-243,3FI7 5JQC
,Q28156,865,336-493,154-304,3JAB 3JBQ
PLXND1,Q3UH93,1925,"1294-1403,1527-1698","1404-1526,1699-1925",5V6R 5V6T
,F1M391,379,340-379,153-339,5GRM 5GS5
SYK,P48025,629,"107-166,259-364",365-625,2LCT 2MC1
UNC5B,Q8K1S3,945,543-686,"689-838,865-943",1WMG 6OOL
WNK2,Q9Y3S1,2297,488-511,195-453,6ELM 6FBK
STK38L,Q9Y2H1,464,384-453,90-383,5XQZ
RASGRP4,Q8TDF6,673,386-593,201-385,6AXG
PRKD3,O94806,890,416-532,576-832,2D9Z
PRKCB,P05771,671,19-37,601-671,2I0E
PAK2,Q13177,524,83-110,249-499,3PCS
NOXA1,Q86UR1,476,399-458,1-314,7CFZ
MAP4K3,Q8IVH8,894,511-735,16-273,5J5T
FMNL2,Q96PY5,1086,1040-1079,23-469,4YC7
FMNL1,O95466,1100,1059-1090,27-468,4YDH
FARP1,Q9Y4F1,1045,759-1029,540-730,4H6Y
EIF4G3,O43432,1585,619-630,699-1019,1HU3
DENND1B,Q6P3S1,775,423-775,14-395,3TW8
DENND1A,Q8TEH3,1009,500-600,13-378,6EKK
CAMK4,Q16566,473,305-321,46-300,2W4O
CAMK2B,Q13554,666,283-292,14-272,3BHH
CAMK1G,Q96NX5,476,277-317,23-276,2JAM
ARHGEF26,Q96DR7,871,376-391,439-623,6MYE
ARHGEF25,Q86VW2,580,348-472,155-347,2RGN
AKT3,Q9Y243,479,17-147,148-405,2X18
CDK5RAP2,Q96SN8,1893,1-77,97-160,6X0V
KIF4A,O95239,1232,1115-1227,9-336,6OYL
MYO7A,Q13402,2215,1747-2205,65-741,5MV9
MERTK,Q24564,635,516-635,9-313,7EDR
PREX2,Q70Z35,1606,1581-1606,23-361,6BNM
PDS5B,Q9NTI5,1447,1385-1447,1-1384,5HDT
BABAM1,Q9NWV8,329,1-84,85-329,6H3C
PLXNA3,P70208,1872,"1244-1324,1450-1650","1325-1449,1651-1872",3IG3
YES1,P07947,543,"158-255,256-276","91-152,500-543",2HDA
,O81108,1014,1-50,51-1014,2M7E
,P19456,948,"863-885,904-919","1-850,946-948",5KSD
ELF3,P78545,371,130-159,273-355,2E8P
ELF5,Q9UKW6,265,1-42,173-254,1WWX
FGR,P09769,529,"144-241,242-262","77-138,490-529",7JT9
FMNL3,Q6ZPF4,1028,968-1018,26-472,4EAH
,Q83RJ4,571,58-260,279-571,3CVR
IRF7,P70434,457,279-240,"1-151,422-457",3QU3
KPNA6,O60684,536,1-57,"147-239,316-404",4UAD
NEK9,Q8K1R7,984,114-119,52-308,5DE2
NOX5,Q96PH1,765,1-169,449-565,6SZ5
PPP3CA,P63328,521,"407-414,467-487",56-340,4ORB
,P0CE12,788,223-466,492-788,3G06
STIM2,Q9P246,746,67-102,136-204,2L5Y
,O08722,945,541-687,"688-828,853-942",3G5B
VAMP7,P51809,220,7-110,125-185,2DMW
YKT6,Q5EGY4,198,8-131,138-198,3KYQ
ARHGEF9,O43307,516,8-67,103-287,2YSQ
CAMK2D,Q6PHZ2,499,283-292,14-272,6BAB
CCNT1,Q9XT26,727,335-727,1-334,2W2H
CLIP1,Q922J3,1391,1370-1387,231-273,2CP7
DLG2,Q63622,852,"193-279,421-501",662-837,4H11
,Q54KF1,1158,1134-1158,20-388,2L1A
,P37582,135,85-110,1-84,4R4E
GRK5,P43249,590,563-590,186-448,4WNK
,P0AES5,875,838-875,1-450,2Y3P
IGF1R,Q60751,1373,931-962,1000-1276,6PYH
IRF3,P70671,419,373-419,98-247,7JFM
IRF4,Q64287,450,400-450,21-129,5BVI
IRF7,Q92985,503,283-466,"1-151,468-503",2O61
KPNA5,O15131,539,1-60,"150-242,319-407",4U2X
MSN,P26041,577,467-577,2-295,4YL8
NLRP3,Q8R4B8,1033,741-990,216-532,7LFH
NSF,P46459,744,200-219,244-495,6KZQ
OTUD7A,Q8TE49,926,202-209,210-374,2L2D
PACSIN2,Q9WVE8,486,426-486,11-282,3LLL
PACSIN2,O13154,448,11-282,388-448,4BNE
PAK1,P35465,544,70-149,269-520,1E0A
PAK2,Q64303,524,69-146,249-500,2DF6
PAK3,Q61036,559,65-161,283-534,1EES
PAK5,Q9P286,719,60-180,449-700,2F57
,P14280,546,1-219,220-557,1XG2
PPP3CA,P63329,521,"407-414,465-487",56-340,4IL1
PRKAA1,Q5EG47,559,313-335,27-279,5UFU
PRKG1,P00516,671,50-75,360-619,3SHR
ERCC6,P40352,1085,12-65,309-518,5VVR
RAF1,P11345,648,51-186,349-609,1RRB
TLN2,Q9Y4G6,2542,1656-2345,88-406,6U4K
