uniprot	region_1	region_2	complex_rmsd	percent_region_1	percent_region_2	2_aligned	2_comp	conformation	state	organism	date	notes	percent_disorder_1	ar_disorder	region_1_mean_plddt	region_2_mean_plddt	mean_pae_1_1	mean_pae_1_2	mean_pae_2_2	sasa	pdb
P29350	1-105	244-515	25.878	99.04761905	100	1.124	57.427	Closed	Autoinhibited	Homo sapiens	['2005-09-20']		0	structured	86.908	95.945	4.129	13.428	3.089	24358.96	2b3o
P29350	1-105	244-515	1.444	100	99.63235294	1.021	1.765	Open	Active	Homo sapiens	['2010-11-30']		0	structured	86.908	95.945	4.129	13.428	3.089	26116.11	3ps5
P31016	428-498	534-709	1.597	77.46478873	100	1.122	2.827	Closed	Active	Rattus norvegicus	['2001-09-07']		0	structured	83.51	94.328	4.719	8.995	2.973	14365.22	1jxm
P31016	428-498	534-709	2.153	85.91549296	93.75	1.073	3.415	Closed	Active	Rattus norvegicus	['2001-09-07']		0	structured	83.51	94.328	4.719	8.995	2.973	14174.6	1jxo
P31016	428-498	534-709	2.554	97.18309859	100	1.224	3.761	Closed	Active	Rattus norvegicus	['2001-12-05']	“The structure of the PSD-95 GK domain superimposes better (RMSD = 1.49 Å) with the open (apo) form of the yeast guanylate kinase structure than the closed conformation (RMSD = 1.94 Å)” (11779504)	0	structured	83.51	94.328	4.719	8.995	2.973	17707.27	1kjw
P31016	428-498	534-709	1.735	90.14084507	100	1.54	2.441	Closed	Active	Rattus norvegicus	['2017-11-02']		0	structured	83.51	94.328	4.719	8.995	2.973	14573.16	5ypr
P31749	5-108	150-408	10.469	94.23076923	90.73359073	3.31	20.039	Closed	Autoinhibited	Homo sapiens	['2010-08-03']		0	structured	82.384	90.612	5.031	22.521	4.579	18956.09	3o96
P31749	5-108	150-408	10.9	93.26923077	93.05019305	3.865	20.485	Closed	Autoinhibited	Homo sapiens	['2012-04-06']		0	structured	82.384	90.612	5.031	22.521	4.579	17898.15	4ejn
P31749	5-108	150-408	10.541	87.5	87.25868726	2.215	20.433	Closed	Autoinhibited	Homo sapiens	['2016-06-07']		0	structured	82.384	90.612	5.031	22.521	4.579	17179.34	5kcv
P31749	5-108	150-408	10.314	92.30769231	87.64478764	2.996	20.857	Closed	Autoinhibited	Homo sapiens	['2018-08-28']		0	structured	82.384	90.612	5.031	22.521	4.579	19174.03	6hhf
P31749	5-108	150-408	10.14	96.15384615	91.89189189	5.724	20.114	Closed	Autoinhibited	Homo sapiens	['2018-08-28']		0	structured	82.384	90.612	5.031	22.521	4.579	20054	6hhg
P31749	5-108	150-408	10.021	97.11538462	90.34749035	3.879	19.995	Closed	Autoinhibited	Homo sapiens	['2018-08-28']		0	structured	82.384	90.612	5.031	22.521	4.579	20008.49	6hhh
P31749	5-108	150-408	10.426	97.11538462	92.66409266	5.685	20.244	Closed	Autoinhibited	Homo sapiens	['2018-08-28']		0	structured	82.384	90.612	5.031	22.521	4.579	19860.44	6hhi
P31749	5-108	150-408	10.233	98.07692308	100	7.485	19.946	Closed	Autoinhibited	Homo sapiens	['2018-08-28']		0	structured	82.384	90.612	5.031	22.521	4.579	21092.85	6hhj
P31749	5-108	150-408	9.942	100	99.22779923	6.98	19.899	Closed	Autoinhibited	Homo sapiens	['2019-07-15']		0	structured	82.384	90.612	5.031	22.521	4.579	21083.85	6s9w
P31749	5-108	150-408	9.927	96.15384615	91.11969112	4.842	20.095	Closed	Autoinhibited	Homo sapiens	['2019-07-15']		0	structured	82.384	90.612	5.031	22.521	4.579	20110.65	6s9x
P31749	5-108	150-408	9.385	97.11538462	90.73359073	4.46	20.053	Closed	Autoinhibited	Homo sapiens	['2021-02-10']		0	structured	82.384	90.612	5.031	22.521	4.579	18299.06	7nh4
P31749	5-108	150-408	9.627	96.15384615	90.73359073	4.526	19.893	Closed	Autoinhibited	Homo sapiens	['2021-02-10']		0	structured	82.384	90.612	5.031	22.521	4.579	18666.59	7nh5
P31751	5-108,410-481	152-409	9.63	70.45454545	94.96124031	6.231	21.917	Closed	Autoinhibited	Homo sapiens	['2023-08-10']	“The flipped DFG motif moves the aspartate away from the ATP binding site by ∼5 Å, leading to a catalytically incompetent state termed the “DFG-out” state.” ( 25478866) “ALM301 binds in an allosteric pocket created by the combined movement of the PH domain and the catalytic domain, resulting in a DFG out conformation.” (36127435) On visual investigation, it appears a loop at ~ residue 81 occludes the active site in the native structure and pushes the DFG into an “out” state as well as displaces the alpha helix with residue 195.	35.795	structured	77.552	91.6	17.483	18.155	4.681	20692.93	8q61
P32527	348-364	365-433	1.45	100	100	1.347	1.799	Closed	Autoinhibited	Saccharomyces cerevisiae	['2012-08-08']		94.118	disordered	87.606	89.242	2.28	4.111	3.352	4975.88	2lwx
P35520	414-551	40-413	19.316	74.63768116	99.19786096	2.645	41.805	Closed	Autoinhibited	HOMO SAPIENS	['2014-01-29']		5.797	structured	89.307	95.465	4.952	21.717	3.747	22793.58	4coo
P35520	414-551	40-413	19.409	74.63768116	99.46524064	2.816	42.158	Closed	Autoinhibited	Homo sapiens	['2013-05-31']		5.797	structured	89.307	95.465	4.952	21.717	3.747	23431.73	4l0d
P35520	414-551	40-413	18.155	87.68115942	99.19786096	2.808	38.98	Closed	Autoinhibited	Homo sapiens	['2013-06-04']		5.797	structured	89.307	95.465	4.952	21.717	3.747	23882.78	4l28
P35520	414-551	40-413	19.6	75.36231884	99.73262032	2.919	42.457	Closed	Autoinhibited	Homo sapiens	['2021-12-10']		5.797	structured	89.307	95.465	4.952	21.717	3.747	23745.26	7qgt
P35520	414-551	40-413	6.628	74.63768116	97.86096257	2.462	13.809	Open	Active	Homo sapiens	['2014-04-16']	Enzyme forms a dimer in vivo and the Bateman modules (region 1) interact in a trans fashion with the enzyme’s active site. (25197074)	5.797	structured	89.307	95.465	4.952	21.717	3.747	23196.43	4pcu
P35609	259-307	753-824	113.774	100	100	4.342	220.629	Closed	Autoinhibited	HOMO SAPIENS	['2014-05-01']		0	structured	89.213	79.707	5.236	28.764	5.525	53072.23	4d1e
P36507	75-102	72-74,103-369	2.172	100	88.51851852	1.994	1.486	Closed	Active	Homo sapiens	['2004-02-04']	Importantly, this is actually in an inhibitor-induced conformation where the molecule is not catalytically active. “As a result of the change in position of helix C, the side chain of the highly conserved glutamate residue Glu114 (equivalent to Glu91 in PKA) is shifted away from the active site and is unable to form a critical ion pair with the conserved catalytic Lys97 (equivalent to Lys72 in PKA)” (15543157). This is also the only structure of MEK2 in the PDB that is not more than a few residues long.	17.857	structured	92.769	86.906	2.29	4.338	5.51	15817.46	1s9i
P39687	121-163	1-120	1.139	67.44186047	100	1.065	1.394	Open	Active	HOMO SAPIENS	['2007-01-12']		100	disordered	89.228	96.443	5.756	6.412	2.361	7983.4	2je0
P39687	121-163	1-120	1.179	67.44186047	100	1.116	1.405	Open	Active	HOMO SAPIENS	['2007-01-12']		100	disordered	89.228	96.443	5.756	6.412	2.361	8193.17	2je1
P39687	121-163	1-120	1.43	67.44186047	100	1.407	1.541	Open	Active	Homo sapiens	['2015-01-16']	In comparison to 6zxq, which looks more complete but was somehow missed by the pipeline.	100	disordered	89.228	96.443	5.756	6.412	2.361	7682.34	4xos
P41212	410-452	339-409	2.747	76.74418605	100	1.84	4.119	Closed	Autoinhibited	Homo sapiens	['2005-12-14']	See Figure 3 in  20400516.	74.419	disordered	76.126	91.247	8.935	9.943	2.109	7388.16	2dao
P43405	93-167,245-370	371-631	2.146	64.17910448	100	2.747	1.579	Closed	Autoinhibited	Homo sapiens	['2012-06-14']		0	structured	69.149	90.827	15.663	14.377	4.437	26225.06	4fl2
P43405	93-167,245-370	371-631	1.035	61.19402985	95.01915709	0.822	1.189	Closed	Autoinhibited	Homo sapiens	['2012-06-14']		0	structured	69.149	90.827	15.663	14.377	4.437	26021.82	4fl3
P45985	109-136	102-108,137-367	4.746	100	84.45378151	1.55	2.075	Closed	Autoinhibited	Homo sapiens	['2010-08-04']		0	structured	89.714	89.646	2.904	4.196	4.132	15554.55	3aln
P45985	109-136	102-108,137-367	5.721	100	97.4789916	3.537	1.108	Closed	Autoinhibited	Homo sapiens	['2010-08-04']		0	structured	89.714	89.646	2.904	4.196	4.132	16137.13	3alo
P46108	239-294	132-192	22.296	100	100	2.479	28.031	Open	Active	Homo sapiens	['2005-11-10']		100	disordered	77.586	80.073	5.057	25.942	4.716	18374.77	2eyz
P46109	129-175	14-102	25.93	100	100	1.782	47.604	Open	Autoinhibited	Homo sapiens	['2012-03-09']		0	structured	79.538	82.954	4.569	26.182	4.382	19210.14	2lqn
P46109	129-175	14-102	25.158	100	100	2.549	46.938	Open	Autoinhibited	Homo sapiens	['2012-03-16']		0	structured	79.538	82.954	4.569	26.182	4.382	19491.57	2lqw
P49137	328-364	64-325	4.214	100	96.94656489	4.833	1.352	Closed	Autoinhibited	Homo sapiens	['2007-02-25']		5.405	structured	87.803	86.907	3.632	6.45	7.233	19550.83	2oza
P49137	328-364	64-325	2.111	100	85.11450382	2.257	1.227	Closed	Autoinhibited	Homo sapiens	['2009-10-16']		5.405	structured	87.803	86.907	3.632	6.45	7.233	14675.77	3ka0
P49137	328-364	64-325	3.957	100	95.80152672	4.581	1.257	Closed	Autoinhibited	Homo sapiens	['2014-07-08']		5.405	structured	87.803	86.907	3.632	6.45	7.233	20032.97	4tyh
P49137	328-364	64-325	6.399	100	91.98473282	3.784	1.578	Closed	Autoinhibited	Homo sapiens	['2002-01-30']		5.405	structured	87.803	86.907	3.632	6.45	7.233	17772.51	1kwp
P49137	328-364	64-325	3.084	62.16216216	92.36641221	3.286	1.468	Closed	Autoinhibited	Homo sapiens	['2009-03-19']		5.405	structured	87.803	86.907	3.632	6.45	7.233	15797.32	3gok
P49137	328-364	64-325	4.395	100	98.47328244	4.949	1.272	Closed	Autoinhibited	Homo sapiens	['2019-11-05']		5.405	structured	87.803	86.907	3.632	6.45	7.233	20906.96	6tca
P49137	328-364	64-325	2.408	62.16216216	91.60305344	2.51	1.325	Closed	Autoinhibited	Homo sapiens	['2006-12-09']		5.405	structured	87.803	86.907	3.632	6.45	7.233	15386.75	2jbp
P52564	251-277	53-314	2.567	100	82.0610687	2.66	3.528	Closed	Autoinhibited	Homo sapiens	['2008-12-21']		0	structured	88.96	86.752	3.215	6.996	6.976	14221.32	3fme
P52564	251-277	53-314	3.212	100	89.69465649	3.197	3.58	Closed	Autoinhibited	Homo sapiens	['2012-01-05']		0	structured	88.96	86.752	3.215	6.996	6.976	14467.63	3vn9
P52564	251-277	53-314	5.904	100	81.67938931	5.992	3.043	Closed	Autoinhibited	Homo sapiens	['2008-09-25']		0	structured	88.96	86.752	3.215	6.996	6.976	15319.09	3enm
P52564	251-277	53-314	6.274	100	84.73282443	4.385	3.31	Closed	Autoinhibited	Homo sapiens	['2022-06-23']		0	structured	88.96	86.752	3.215	6.996	6.976	15701.57	8a8m
P52564	251-277	53-314	3.529	100	85.11450382	3.614	2.126	Closed	Autoinhibited	Homo sapiens	['2023-05-30']		0	structured	88.96	86.752	3.215	6.996	6.976	13548.59	8p7j
P53041	28-129,487-499	184-486	25.904	88.69565217	98.01980198	2.339	88.629	Open	Active	Homo sapiens	['2023-02-22']		36.522	structured	91.61	97.29	6.28	10.327	1.991	24122.7	8gae
P53041	28-129,487-499	184-486	24.876	88.69565217	98.01980198	2.358	85.444	Open	Active	Homo sapiens	['2023-03-08']		36.522	structured	91.61	97.29	6.28	10.327	1.991	23434.85	8gft
P53042	28-129	495-499,200-494	1.38	100	99.33333333	1.348	12.407	Closed	Autoinhibited	Rattus norvegicus	['2013-02-18']		59.804	disordered	95.366	95.884	2.184	6.865	7.804	20393.46	4ja7
P53042	28-129	495-499,200-494	1.488	100	99.66666667	1.369	8.268	Closed	Active	Rattus norvegicus	['2013-02-18']		59.804	disordered	95.366	95.884	2.184	6.865	7.804	20887.26	4ja9
P53686	300-320	1-280	4.476	61.9047619	92.14285714	3.446	13.816	Closed	Autoinhibited	Saccharomyces cerevisiae	['2003-07-18']		100	disordered	72.481	92.127	6.51	16.924	5.289	14103.75	1q14
P54578	329-351,429-433	105-483	2.54	100	84.43271768	2.263	3.213	Open	Active	Homo sapiens	['2005-09-07']		17.857	structured	84.715	85.122	4.509	9.734	9.031	20922.95	2ayo
P54578	329-351,429-433	105-483	2.205	100	80.47493404	2.195	2.379	Open	Active	Homo sapiens	['2005-09-07']		17.857	structured	84.715	85.122	4.509	9.734	9.031	18655.38	2ayn
P54578	329-351,429-433	105-483	1.186	75	81.53034301	1.168	2.191	Open	Active	Homo sapiens	['2018-10-06']		17.857	structured	84.715	85.122	4.509	9.734	9.031	16458.1	6iik
P54578	329-351,429-433	105-483	1.357	75	82.58575198	1.25	2.131	Open	Active	Homo sapiens	['2018-10-07']		17.857	structured	84.715	85.122	4.509	9.734	9.031	17499.99	6iil
P54578	329-351,429-433	105-483	1.589	89.28571429	81.26649077	1.566	3.954	Open	Active	Homo sapiens	['2018-10-07']		17.857	structured	84.715	85.122	4.509	9.734	9.031	17235.34	6iim
P54578	329-351,429-433	105-483	1.341	78.57142857	81.26649077	1.313	2.18	Open	Active	Homo sapiens	['2018-10-07']		17.857	structured	84.715	85.122	4.509	9.734	9.031	16915.31	6iin
P54646	291-376	16-268	4.323	65.11627907	99.60474308	1.157	8.895	Open	Active	Homo sapiens	['2015-11-26']		0	structured	69.168	91.069	14.555	24.47	3.62	19121.96	5ezv
P54646	291-376	16-268	3.558	81.39534884	100	1.47	7.444	Open	Active	Homo sapiens	['2016-03-15']		0	structured	69.168	91.069	14.555	24.47	3.62	27470.39	5iso
P54646	291-376	16-268	3.244	70.93023256	99.60474308	1.117	7.255	Open	Active	Homo sapiens	['2017-09-19']		0	structured	69.168	91.069	14.555	24.47	3.62	26511.22	6b1u
P54646	291-376	16-268	2.398	74.41860465	99.60474308	1.16	5.145	Open	Active	Homo sapiens	['2017-09-19']		0	structured	69.168	91.069	14.555	24.47	3.62	26723.63	6b2e
P54763	595-621	621-884	1.147	92.59259259	89.77272727	1.07	1.584	Closed	Autoinhibited	Mus musculus	['2001-08-01']		0	structured	82.13	86.252	3.827	7.97	6.043	14054.79	1jpa
P55957	21-51	60-195	9.619	100	100	7.368	9.332	Closed	Autoinhibited	Homo sapiens	['1999-01-27']		96.774	disordered	60.251	64.988	9.005	15.829	12.439	14164.99	2bid
P57764	280-484	1-275	7.018	96.09756098	63.27272727	9.987	4.068	Closed	Autoinhibited	Homo sapiens	['2018-12-03']		2.927	structured	84.57	73.876	5.824	13.594	14.213	21361.01	6n9o
P60240	1-110	147-416,441-659	11.12	99.09090909	99.79550102	3.08	29.595	Closed	Autoinhibited	Escherichia coli	['2015-01-16']		0	structured	82.494	88.013	5.069	27.504	9.089	52726.92	4s20
P60240	1-110	147-416,441-659	5.106	99.09090909	100	2.338	11.303	Open	Active	Escherichia coli	['2021-03-29']		0	structured	82.494	88.013	5.069	27.504	9.089	50566.87	7m8e
P62826	179-216	10-169	28.197	100	100	4.801	68.008	Closed	Autoinhibited	Homo sapiens	['2014-03-13']		100	disordered	68.309	94.214	10.256	26.339	3.587	10612.6	2mmc
P62826	179-216	10-169	28.799	100	100	5.17	69.52	Closed	Autoinhibited	Homo sapiens	['2015-03-26']		100	disordered	68.309	94.214	10.256	26.339	3.587	11148.66	2n1b
P62826	179-216	10-169	18.737	100	100	2.388	45.46	Open	Active	Homo sapiens	['2014-03-15']		100	disordered	68.309	94.214	10.256	26.339	3.587	12256.49	2mmg
P62826	179-216	10-169	15.797	89.47368421	100	1.066	39.883	Open	Active	Homo sapiens	['2012-08-16']		100	disordered	68.309	94.214	10.256	26.339	3.587	13037.22	4gmx
P62826	179-216	10-169	16.189	100	100	1.076	39.074	Open	Active	Homo sapiens	['2012-08-21']		100	disordered	68.309	94.214	10.256	26.339	3.587	13052.62	4gpt
P62826	179-216	10-169	16.204	100	100	1.113	39.21	Open	Active	Homo sapiens	['2012-09-27']		100	disordered	68.309	94.214	10.256	26.339	3.587	13165.4	4hat
P62826	179-216	10-169	15.985	84.21052632	100	1.086	41.294	Open	Active	Homo sapiens	['2012-09-27']		100	disordered	68.309	94.214	10.256	26.339	3.587	12576.41	4haz
P62826	179-216	10-169	16.074	92.10526316	100	1.108	40.171	Open	Active	Homo sapiens	['2012-09-27']		100	disordered	68.309	94.214	10.256	26.339	3.587	13020.56	4hb0
P62826	179-216	10-169	15.774	89.47368421	100	1.058	39.788	Open	Active	Homo sapiens	['2012-09-27']		100	disordered	68.309	94.214	10.256	26.339	3.587	13031.09	4hb2
P62826	179-216	10-169	15.962	84.21052632	100	1.077	41.223	Open	Active	Homo sapiens	['2012-09-27']		100	disordered	68.309	94.214	10.256	26.339	3.587	12845.89	4hb3
P62826	179-216	10-169	16.171	100	100	1.108	39.135	Open	Active	Homo sapiens	['2012-09-27']		100	disordered	68.309	94.214	10.256	26.339	3.587	13123.64	4hb4
P62826	179-216	10-169	16.163	100	100	1.107	39.113	Open	Active	Homo sapiens	['2014-11-05']		100	disordered	68.309	94.214	10.256	26.339	3.587	13143.87	4wvf
P62826	179-216	10-169	16.121	92.10526316	100	1.03	40.294	Open	Active	Homo sapiens	['2015-08-30']		100	disordered	68.309	94.214	10.256	26.339	3.587	12871.04	5dh9
P62826	179-216	10-169	16.11	94.73684211	100	0.994	39.767	Open	Active	Homo sapiens	['2015-08-30']		100	disordered	68.309	94.214	10.256	26.339	3.587	12946.19	5dha
P62826	179-216	10-169	15.996	92.10526316	100	0.98	40.048	Open	Active	Homo sapiens	['2015-08-30']		100	disordered	68.309	94.214	10.256	26.339	3.587	12915.95	5dhf
P62826	179-216	10-169	16.124	100	100	1.01	38.969	Open	Active	Homo sapiens	['2015-08-31']		100	disordered	68.309	94.214	10.256	26.339	3.587	13029.8	5di9
P62826	179-216	10-169	16.034	100	100	0.975	38.867	Open	Active	Homo sapiens	['2015-08-31']		100	disordered	68.309	94.214	10.256	26.339	3.587	12957.01	5dif
P62826	179-216	10-169	15.919	84.21052632	100	0.999	41.108	Open	Active	Homo sapiens	['2016-04-27']		100	disordered	68.309	94.214	10.256	26.339	3.587	12570.07	5jlj
P62826	179-216	10-169	15.898	86.84210526	100	0.995	40.559	Open	Active	Homo sapiens	['2017-02-21']		100	disordered	68.309	94.214	10.256	26.339	3.587	12805.46	5uwh
P62826	179-216	10-169	16.114	100	100	0.989	38.937	Open	Active	Homo sapiens	['2017-02-21']		100	disordered	68.309	94.214	10.256	26.339	3.587	13032.22	5uwi
P62826	179-216	10-169	16.079	94.73684211	100	0.975	39.773	Open	Active	Homo sapiens	['2017-02-21']		100	disordered	68.309	94.214	10.256	26.339	3.587	12899.84	5uwj
P62826	179-216	10-169	16.114	92.10526316	100	1.014	40.265	Open	Active	Homo sapiens	['2017-02-21']		100	disordered	68.309	94.214	10.256	26.339	3.587	12908.38	5uwo
P62826	179-216	10-169	16.079	100	100	0.991	38.993	Open	Active	Homo sapiens	['2017-02-21']		100	disordered	68.309	94.214	10.256	26.339	3.587	13055.4	5uwp
P62826	179-216	10-169	16.1	94.73684211	100	0.989	39.806	Open	Active	Homo sapiens	['2017-02-21']		100	disordered	68.309	94.214	10.256	26.339	3.587	12911.72	5uwq
P62826	179-216	10-169	15.971	89.47368421	100	1.009	40.435	Open	Active	Homo sapiens	['2017-02-21']		100	disordered	68.309	94.214	10.256	26.339	3.587	12669.54	5uwr
P62826	179-216	10-169	16.098	94.73684211	100	0.99	39.781	Open	Active	Homo sapiens	['2017-02-21']		100	disordered	68.309	94.214	10.256	26.339	3.587	13012.65	5uws
P62826	179-216	10-169	16.116	100	100	0.993	38.961	Open	Active	Homo sapiens	['2017-02-21']		100	disordered	68.309	94.214	10.256	26.339	3.587	13163.64	5uwt
P62826	179-216	10-169	16.142	100	100	0.963	39.033	Open	Active	Homo sapiens	['2017-02-21']		100	disordered	68.309	94.214	10.256	26.339	3.587	12932.64	5uwu
P62826	179-216	10-169	16.096	94.73684211	100	0.965	39.791	Open	Active	Homo sapiens	['2017-02-21']		100	disordered	68.309	94.214	10.256	26.339	3.587	12968.65	5uww
P62826	179-216	10-169	16.275	97.36842105	100	1.107	39.791	Open	Active	Homo sapiens	['2017-11-09']		100	disordered	68.309	94.214	10.256	26.339	3.587	13098.46	5yro
P62826	179-216	10-169	16.239	97.36842105	100	1.008	39.663	Open	Active	Homo sapiens	['2017-11-15']		100	disordered	68.309	94.214	10.256	26.339	3.587	12783.44	5yst
P62826	179-216	10-169	16.207	97.36842105	100	1.017	39.566	Open	Active	Homo sapiens	['2017-11-15']		100	disordered	68.309	94.214	10.256	26.339	3.587	13091.71	5ysu
P62826	179-216	10-169	16.091	97.36842105	100	1.15	39.61	Open	Active	Homo sapiens	['2017-11-17']		100	disordered	68.309	94.214	10.256	26.339	3.587	13039.6	5ytb
P62826	179-216	10-169	16.203	81.57894737	100	1.035	42.482	Open	Active	Homo sapiens	['2018-04-16']		100	disordered	68.309	94.214	10.256	26.339	3.587	12467.88	5zpu
P62826	179-216	10-169	16.014	97.36842105	100	1.026	39.531	Open	Active	Homo sapiens	['2018-06-15']		100	disordered	68.309	94.214	10.256	26.339	3.587	13131.52	6a38
P62826	179-216	10-169	16.015	97.36842105	100	1.003	39.554	Open	Active	Homo sapiens	['2018-06-15']		100	disordered	68.309	94.214	10.256	26.339	3.587	13161.6	6a3a
P62826	179-216	10-169	16.059	97.36842105	100	1.023	39.642	Open	Active	Homo sapiens	['2018-06-15']		100	disordered	68.309	94.214	10.256	26.339	3.587	13158.7	6a3b
P62826	179-216	10-169	16.032	97.36842105	100	1.003	39.585	Open	Active	Homo sapiens	['2018-06-15']		100	disordered	68.309	94.214	10.256	26.339	3.587	13247.03	6a3c
P62826	179-216	10-169	16.048	97.36842105	100	1.01	39.638	Open	Active	Homo sapiens	['2018-06-15']		100	disordered	68.309	94.214	10.256	26.339	3.587	13075.84	6a3e
P62826	179-216	10-169	16.15	94.73684211	100	0.96	39.878	Open	Active	Homo sapiens	['2018-02-25']		100	disordered	68.309	94.214	10.256	26.339	3.587	12962.33	6cit
P62826	179-216	10-169	16.059	97.36842105	100	1.023	39.642	Open	Active	Homo sapiens	['2019-07-08']		100	disordered	68.309	94.214	10.256	26.339	3.587	13158.7	6kft
P62826	179-216	10-169	16.048	100	100	1.009	38.741	Open	Active	Homo sapiens	['2020-01-13']		100	disordered	68.309	94.214	10.256	26.339	3.587	13057.94	6lq9
P62826	179-216	10-169	16.238	97.36842105	99.375	1.038	39.628	Open	Active	Homo sapiens	['2020-03-12']		100	disordered	68.309	94.214	10.256	26.339	3.587	12959.33	6m60
P62826	179-216	10-169	16.223	97.36842105	99.375	1.052	39.681	Open	Active	Homo sapiens	['2020-03-16']		100	disordered	68.309	94.214	10.256	26.339	3.587	13204.62	6m6x
P62826	179-216	10-169	16.074	100	100	1.063	38.9	Open	Active	Homo sapiens	['2020-05-20']		100	disordered	68.309	94.214	10.256	26.339	3.587	12866.06	6x2m
P62826	179-216	10-169	16.081	100	100	1.051	38.918	Open	Active	Homo sapiens	['2020-05-20']		100	disordered	68.309	94.214	10.256	26.339	3.587	13073.24	6x2o
P62826	179-216	10-169	16.192	92.10526316	100	1.017	40.462	Open	Active	Homo sapiens	['2020-05-20']		100	disordered	68.309	94.214	10.256	26.339	3.587	12635.4	6x2p
P62826	179-216	10-169	16.089	92.10526316	100	1.107	40.205	Open	Active	Homo sapiens	['2020-05-20']		100	disordered	68.309	94.214	10.256	26.339	3.587	12903.8	6x2r
P62826	179-216	10-169	16.212	92.10526316	100	1.04	40.628	Open	Active	Homo sapiens	['2020-05-20']		100	disordered	68.309	94.214	10.256	26.339	3.587	12807.58	6x2s
P62826	179-216	10-169	16.188	92.10526316	100	1.037	40.476	Open	Active	Homo sapiens	['2020-05-21']		100	disordered	68.309	94.214	10.256	26.339	3.587	12584.11	6x2u
P62826	179-216	10-169	15.814	84.21052632	100	1.032	41.956	Open	Active	Homo sapiens	['2020-05-21']		100	disordered	68.309	94.214	10.256	26.339	3.587	12625.29	6x2v
P62826	179-216	10-169	16.202	92.10526316	100	1.028	40.484	Open	Active	Homo sapiens	['2020-05-21']		100	disordered	68.309	94.214	10.256	26.339	3.587	12974.08	6x2w
P62826	179-216	10-169	16.189	92.10526316	100	1.032	40.474	Open	Active	Homo sapiens	['2020-05-21']		100	disordered	68.309	94.214	10.256	26.339	3.587	12651.61	6x2x
P62826	179-216	10-169	16.114	92.10526316	100	0.987	40.265	Open	Active	Homo sapiens	['2020-05-21']		100	disordered	68.309	94.214	10.256	26.339	3.587	12699.16	6x2y
P62826	179-216	10-169	16.155	100	100	1.063	39.045	Open	Active	Homo sapiens	['2020-06-24']		100	disordered	68.309	94.214	10.256	26.339	3.587	13048.5	6xjp
P62826	179-216	10-169	16.075	94.73684211	100	1.079	39.718	Open	Active	Homo sapiens	['2020-06-24']		100	disordered	68.309	94.214	10.256	26.339	3.587	12806.34	6xjr
P62826	179-216	10-169	16.16	100	100	1.069	39.069	Open	Active	Homo sapiens	['2020-06-24']		100	disordered	68.309	94.214	10.256	26.339	3.587	12881.69	6xjs
P62826	179-216	10-169	16.134	100	100	1.088	39.006	Open	Active	Homo sapiens	['2020-06-24']		100	disordered	68.309	94.214	10.256	26.339	3.587	12911.91	6xjt
P62826	179-216	10-169	16.153	100	100	1.077	39.052	Open	Active	Homo sapiens	['2020-06-24']		100	disordered	68.309	94.214	10.256	26.339	3.587	12865.96	6xju
P62826	179-216	10-169	16.33	97.36842105	99.375	1.058	39.763	Open	Active	Homo sapiens	['2020-07-31']		100	disordered	68.309	94.214	10.256	26.339	3.587	12974.87	7cnd
P62826	179-216	10-169	16.33	97.36842105	99.375	1.033	39.838	Open	Active	Homo sapiens	['2020-10-20']		100	disordered	68.309	94.214	10.256	26.339	3.587	12945.37	7dbg
P62826	179-216	10-169	15.772	81.57894737	100	1.018	41.726	Open	Active	Homo sapiens	['2020-12-21']		100	disordered	68.309	94.214	10.256	26.339	3.587	12368.76	7l5e
P62826	179-216	10-169	23.383	81.57894737	99.375	4.625	61.043	Open	Active	Homo sapiens	['2021-05-01']		100	disordered	68.309	94.214	10.256	26.339	3.587	10229.15	7mnv
P62826	179-216	10-169	13.757	92.10526316	100	2.235	34.225	Open		Homo sapiens	['2001-10-10']		100	disordered	68.309	94.214	10.256	26.339	3.587	12649.35	1k5d
P62826	179-216	10-169	13.899	92.10526316	100	2.276	34.554	Open		Homo sapiens	['2001-10-10']		100	disordered	68.309	94.214	10.256	26.339	3.587	12549.14	1k5g
P62826	179-216	10-169	11.976	86.84210526	100	1.377	30.84	Open		Homo sapiens	['1999-01-15']		100	disordered	68.309	94.214	10.256	26.339	3.587	12157.73	1rrp
P62826	179-216	10-169	21.119	71.05263158	96.25	4.994	57.062	Open		Homo sapiens	['2008-03-07']		100	disordered	68.309	94.214	10.256	26.339	3.587	10139.86	3ch5
P62826	179-216	10-169	21.872	76.31578947	100	4.862	58.94	Open		Homo sapiens	['2009-03-07']		100	disordered	68.309	94.214	10.256	26.339	3.587	10628.33	3gj0
P62826	179-216	10-169	21.984	76.31578947	100	4.849	58.959	Open		Homo sapiens	['2009-03-07']		100	disordered	68.309	94.214	10.256	26.339	3.587	10207.77	3gj3
P62826	179-216	10-169	22.63	78.94736842	99.375	4.611	59.802	Open		Homo sapiens	['2009-03-07']		100	disordered	68.309	94.214	10.256	26.339	3.587	9982.84	3gj4
P62826	179-216	10-169	22.653	78.94736842	99.375	4.601	59.871	Open		Homo sapiens	['2009-03-07']		100	disordered	68.309	94.214	10.256	26.339	3.587	10056.8	3gj5
P62826	179-216	10-169	22.599	78.94736842	99.375	4.584	59.996	Open		Homo sapiens	['2009-03-07']		100	disordered	68.309	94.214	10.256	26.339	3.587	10134.55	3gj6
