uniprot	region_1	region_2	conformation	state	cluster	cf_filename
P28482	173-196	25-172,197-313	Closed	Active	U100-007	P28482_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	079	P28482_079_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	039	P28482_039_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	102	P28482_102_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	211	P28482_211_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	218	P28482_218_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	209	P28482_209_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	142	P28482_142_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	222	P28482_222_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	030	P28482_030_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	266	P28482_266_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	192	P28482_192_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	070	P28482_070_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	290	P28482_290_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	124	P28482_124_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	043	P28482_043_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	183	P28482_183_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P28482	173-196	25-172,197-313	Closed	Active	171	P28482_171_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P29350	1-105	244-515	Closed	Active	018	P29350_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P29350	1-105	244-515	Closed	Active	015	P29350_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P29350	1-105	244-515	Closed	Active	004	P29350_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P29350	1-105	244-515	Closed	Active	009	P29350_009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U100-006	P29350_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P29350	1-105	244-515	Closed	Active	000	P29350_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U10-003	P29350_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U100-002	P29350_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P29350	1-105	244-515	Closed	Active	033	P29350_033_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P29350	1-105	244-515	Closed	Active	037	P29350_037_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P29350	1-105	244-515	Closed	Active	026	P29350_026_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U10-007	P29350_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P29350	1-105	244-515	Closed	Active	022	P29350_022_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P29350	1-105	244-515	Closed	Active	011	P29350_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P29350	1-105	244-515	Closed	Active	014	P29350_014_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U100-007	P29350_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P29350	1-105	244-515	Closed	Active	023	P29350_023_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P29350	1-105	244-515	Closed	Active	032	P29350_032_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U10-006	P29350_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P29350	1-105	244-515	Closed	Active	001	P29350_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P29350	1-105	244-515	Closed	Active	010	P29350_010_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P29350	1-105	244-515	Closed	Active	019	P29350_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P29350	1-105	244-515	Closed	Active	008	P29350_008_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U100-003	P29350_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U10-002	P29350_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P29350	1-105	244-515	Closed	Active	027	P29350_027_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P29350	1-105	244-515	Closed	Active	036	P29350_036_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P29350	1-105	244-515	Closed	Active	005	P29350_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P29350	1-105	244-515	Closed	Active	003	P29350_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U10-000	P29350_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P29350	1-105	244-515	Closed	Active	007	P29350_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P29350	1-105	244-515	Closed	Active	016	P29350_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P29350	1-105	244-515	Closed	Active	012	P29350_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P29350	1-105	244-515	Closed	Active	028	P29350_028_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P29350	1-105	244-515	Closed	Active	030	P29350_030_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P29350	1-105	244-515	Closed	Active	021	P29350_021_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U10-004	P29350_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U10-009	P29350_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U100-008	P29350_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U100-001	P29350_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P29350	1-105	244-515	Closed	Active	025	P29350_025_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P29350	1-105	244-515	Closed	Active	034	P29350_034_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U100-005	P29350_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P29350	1-105	244-515	Closed	Active	002	P29350_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P29350	1-105	244-515	Closed	Active	035	P29350_035_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U100-000	P29350_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P29350	1-105	244-515	Closed	Active	024	P29350_024_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P29350	1-105	244-515	Closed	Active	038	P29350_038_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P29350	1-105	244-515	Closed	Active	006	P29350_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U10-008	P29350_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U100-004	P29350_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P29350	1-105	244-515	Closed	Active	031	P29350_031_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P29350	1-105	244-515	Closed	Active	013	P29350_013_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P29350	1-105	244-515	Closed	Active	020	P29350_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U10-005	P29350_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U10-001	P29350_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P29350	1-105	244-515	Closed	Active	029	P29350_029_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P29350	1-105	244-515	Closed	Active	U100-009	P29350_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P29350	1-105	244-515	Closed	Active	017	P29350_017_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	227	P35520_227_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	143	P35520_143_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	013	P35520_013_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	017	P35520_017_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	057	P35520_057_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	223	P35520_223_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	179	P35520_179_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	232	P35520_232_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	U10-006	P35520_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	002	P35520_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	210	P35520_210_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	096	P35520_096_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	130	P35520_130_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P35520	414-551	40-413	Closed	Active	103	P35520_103_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	161	P35520_161_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	031	P35520_031_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	075	P35520_075_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	152	P35520_152_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	064	P35520_064_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	087	P35520_087_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	038	P35520_038_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	053	P35520_053_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P35520	414-551	40-413	Closed	Active	125	P35520_125_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	201	P35520_201_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	193	P35520_193_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	170	P35520_170_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	134	P35520_134_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	046	P35520_046_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	186	P35520_186_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	116	P35520_116_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	205	P35520_205_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	035	P35520_035_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	128	P35520_128_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	078	P35520_078_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	197	P35520_197_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	029	P35520_029_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P35520	414-551	40-413	Closed	Active	U100-008	P35520_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	174	P35520_174_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	219	P35520_219_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P35520	414-551	40-413	Closed	Active	112	P35520_112_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	182	P35520_182_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	042	P35520_042_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	156	P35520_156_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	214	P35520_214_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	208	P35520_208_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	147	P35520_147_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	092	P35520_092_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	060	P35520_060_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	020	P35520_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	024	P35520_024_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	139	P35520_139_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	069	P35520_069_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	168	P35520_168_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P35520	414-551	40-413	Closed	Active	107	P35520_107_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	083	P35520_083_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	165	P35520_165_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	121	P35520_121_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	071	P35520_071_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	U100-001	P35520_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	006	P35520_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	U100-005	P35520_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	U10-002	P35520_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	007	P35520_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	157	P35520_157_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	016	P35520_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	160	P35520_160_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P35520	414-551	40-413	Closed	Active	204	P35520_204_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	070	P35520_070_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	129	P35520_129_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	164	P35520_164_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	192	P35520_192_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	052	P35520_052_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	043	P35520_043_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	025	P35520_025_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	187	P35520_187_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	U100-009	P35520_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	030	P35520_030_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P35520	414-551	40-413	Closed	Active	120	P35520_120_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	226	P35520_226_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	146	P35520_146_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	117	P35520_117_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P35520	414-551	40-413	Closed	Active	U10-003	P35520_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	U100-004	P35520_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	U100-000	P35520_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	061	P35520_061_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	U10-007	P35520_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	138	P35520_138_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	175	P35520_175_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	178	P35520_178_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P35520	414-551	40-413	Closed	Active	211	P35520_211_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	003	P35520_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P35520	414-551	40-413	Closed	Active	079	P35520_079_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	218	P35520_218_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	215	P35520_215_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	171	P35520_171_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	153	P35520_153_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	131	P35520_131_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P35520	414-551	40-413	Closed	Active	047	P35520_047_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	068	P35520_068_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	039	P35520_039_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	056	P35520_056_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	200	P35520_200_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	106	P35520_106_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	209	P35520_209_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	102	P35520_102_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	142	P35520_142_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	086	P35520_086_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	222	P35520_222_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	124	P35520_124_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	034	P35520_034_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P35520	414-551	40-413	Closed	Active	012	P35520_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	183	P35520_183_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	113	P35520_113_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P35520	414-551	40-413	Closed	Active	097	P35520_097_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	233	P35520_233_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	196	P35520_196_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	135	P35520_135_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	065	P35520_065_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	028	P35520_028_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	021	P35520_021_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	093	P35520_093_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	082	P35520_082_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	074	P35520_074_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	169	P35520_169_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	048	P35520_048_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P35520	414-551	40-413	Closed	Active	155	P35520_155_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	091	P35520_091_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	032	P35520_032_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	050	P35520_050_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P35520	414-551	40-413	Closed	Active	080	P35520_080_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	104	P35520_104_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P35520	414-551	40-413	Closed	Active	109	P35520_109_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P35520	414-551	40-413	Closed	Active	126	P35520_126_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
