Gene_name	Uniprot_ID	Protein_length	region_1	region_2	region_1_len	region_2_len	PDB ID	PDB Length	Resolution	Model	Chain	PDB residues in region_1	PDB residues in region_2	Percent residues in region_1	Percent residues in region_2
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2a7o	100		9	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2a7o	100		10	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2a7o	100		11	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2a7o	100		12	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2a7o	100		13	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2a7o	100		14	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2a7o	100		15	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2a7o	100		16	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2a7o	100		17	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2a7o	100		18	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2a7o	100		19	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	6vdb	290	2.3	0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	6vdb	15	2.3	0	H	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	5v21	281	2.415	0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	5v21	19	2.415	0	B	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	5lss	519	1.79	0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	5jlb	566	1.5	0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	5jlb	35	1.5	0	B	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	5jle	268	2.4	0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	4h12	362	2.06	0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	5lsy	656	1.62	0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdc	48		0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdc	48		1	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdc	48		2	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdc	48		3	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdc	48		4	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdc	48		5	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdc	48		6	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdc	48		7	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdc	48		8	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdc	48		9	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdc	48		10	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdc	48		11	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdc	48		12	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdc	48		13	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdc	48		14	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	5jjy	445	2.053	0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	5jjy	29	2.053	0	B	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	5lsz	570	1.62	0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	5lsx	242	2.9	0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	5v22	330	2.4	0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	5v22	19	2.4	0	B	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdi	56		0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdi	56		1	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdi	56		2	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdi	56		3	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdi	56		4	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdi	56		5	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdi	56		6	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdi	56		7	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdi	56		8	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdi	56		9	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdi	56		10	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdi	56		11	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdi	56		12	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdi	56		13	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdi	56		14	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdj	56		0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdj	56		1	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdj	56		2	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdj	56		3	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdj	56		4	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdj	56		5	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdj	56		6	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdj	56		7	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdj	56		8	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdj	56		9	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdj	56		10	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdj	56		11	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdj	56		12	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdj	56		13	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	2mdj	56		14	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	7ea8	249		0	L	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	7ea8	101		0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	7ea8	78		0	B	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	7ea8	104		0	C	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	7ea8	92		0	D	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	7ea8	94		0	E	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	7ea8	78		0	F	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	7ea8	103		0	G	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	7ea8	89		0	H	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	7ea8	122		0	I	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	7ea8	122		0	J	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	6j9j	496	1.78	0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	6j9j	33	1.78	0	B	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	5lt7	691	1.51	0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	4fmu	345	2.1	0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	7lzd	404	1.8	0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	7ty2	247	2.438	0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	7lzb	263	2.28	0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	7ty3	269	2.3	0	A	0	0	0.0	0.0
SETD2	Q9BYW2	2564.0	2353-2382	2383-2430	30	48	7lzf	282	2.47	0	A	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	3vui	386	2.8	0	A	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	3vui	12	2.8	0	F	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	4g1w	366	2.45	0	A	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	4g1w	9	2.45	0	B	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	3vuh	406	2.7	0	A	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	3vuh	10	2.7	0	F	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	4izy	396	2.3	0	A	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	4izy	13	2.3	0	B	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	3vul	380	2.81	0	A	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	3vul	11	2.81	0	F	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	4e73	407	2.27	0	A	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	4e73	10	2.27	0	B	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	4h39	486	1.992	0	A	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	4h39	18	1.992	0	B	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	3vum	427	2.69	0	A	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	3vum	17	2.69	0	F	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	3ptg	368	2.43	0	A	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	3ptg	11	2.43	0	J	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	3oxi	405	2.2	0	A	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	3oxi	12	2.2	0	J	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	4hyu	399	2.152	0	A	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	4hyu	9	2.152	0	B	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	3vug	387	3.24	0	A	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	3vug	11	3.24	0	F	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	3vud	365	3.5	0	A	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	3vud	10	3.5	0	F	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	3vuk	380	2.95	0	A	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	3vuk	13	2.95	0	F	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	4hys	361	2.415	0	A	0	0	0.0	0.0
MAPK8IP1	Q9UQF2	711.0	495-544	0-0	50	1	4hys	9	2.415	0	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		0	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		1	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		2	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		3	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		4	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		5	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		6	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		7	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		8	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		9	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		10	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		11	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		12	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		13	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		14	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		15	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		16	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		17	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		18	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2daq	110		19	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		0	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		0	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		1	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		1	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		2	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		2	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		3	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		3	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		4	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		4	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		5	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		5	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		6	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		6	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		7	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		7	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		8	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		8	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		9	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		9	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		10	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		10	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		11	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		11	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		12	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		12	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		13	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		13	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		14	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		14	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		15	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		15	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		16	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		16	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		17	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		17	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		18	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		18	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	83		19	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2nd1	13		19	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	6g2e	206	1.85	0	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	6cen	454	1.61	0	A	114	13	100.0	81.25
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	6cen	9	1.61	0	D	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	6g2o	217	1.81	0	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	7crr	103	1.81	0	M	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	7crr	82	1.81	0	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	7crr	109	1.81	0	C	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	7crr	95	1.81	0	D	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	7crr	98	1.81	0	E	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	7crr	86	1.81	0	F	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	7crr	110	1.81	0	G	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	7crr	97	1.81	0	H	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	7crr	168	1.81	0	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	7crr	168	1.81	0	K	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	7crr	226	1.81	0	I	114	15	100.0	93.75
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	4gnf	187	1.55	0	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	4gnf	20	1.55	0	C	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	5upd	379	1.8	0	A	114	12	100.0	75.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	6g29	230	1.7	0	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	6g2b	264	1.61	0	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	6g24	207	2.1	0	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		0	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	12		0	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		1	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	12		1	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		2	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	12		2	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		3	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	12		3	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		4	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	12		4	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		5	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	12		5	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		6	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	12		6	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		7	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	12		7	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		8	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	12		8	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		9	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	12		9	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		10	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	12		10	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		11	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	12		11	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		12	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	12		12	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		13	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	12		13	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		14	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	12		14	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		15	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	12		15	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		16	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	12		16	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		17	A	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	12		17	B	0	0	0.0	0.0
NSD3	Q9BZ95	1437.0	1145-1258	1258-1273	114	16	2ncz	83		18	A	0	0	0.0	0.0
