uniprot,state,conformation,cluster,filename,uniref,taxonId,lineage_score
P29350,Active,Open,002,P29350_002.a3m,UniRef100_UPI000F504252,1234273,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_UPI0020B25902,42636,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A3P9LU17,8090,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A7K9BYN2,2585815,17
P29350,Active,Open,002,P29350_002.a3m,UniRef100_UPI001C4A7B74,8520,17
P29350,Active,Open,002,P29350_002.a3m,UniRef100_UPI0011B4EDE6,8049,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A3P8V1D4,244447,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A8C9WK67,113540,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A7K6AQ99,57439,17
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A7L1ACY7,9132,17
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A6P7WU82,1415580,16
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A674DNZ4,8032,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A4X2LZ45,29139,19
P29350,Active,Open,002,P29350_002.a3m,UniRef100_F7AVI5,9258,18
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A7K6BWX3,28724,17
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A674BUL0,8032,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A8D2KRG9,61221,17
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A8C9UZT5,113540,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_UPI000778BE7E,,0
P29350,Active,Open,002,P29350_002.a3m,UniRef100_UPI00192F6610,88082,17
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A8C4I5A2,13489,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_UPI0003C19CC3,7897,14
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A7L0XWU0,137541,17
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A672LJ30,75366,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A8C6P1H5,105023,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_UPI002221DD1E,70543,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A7J5ZG07,36200,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_UPI000521386B,,0
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A3P8XIP0,8010,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A8C7N0A9,8019,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A8V0ZLI8,9031,17
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A8J7TG64,7917,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A8X8BKN5,55291,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A3B4GA50,303518,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A9D3LXF3,7936,13
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A7K8QWQ6,363769,17
P29350,Active,Open,002,P29350_002.a3m,UniRef100_A0A8C1HWD3,630221,13
P29350,Active,Open,024,P29350_024.a3m,UniRef100_UPI0021A97D80,58002,6
P29350,Active,Open,024,P29350_024.a3m,UniRef100_A0A8B8GQI4,143950,6
P29350,Active,Open,024,P29350_024.a3m,UniRef100_UPI000B933290,13164,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A8E0S246,27845,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI001ABDC494,8384,16
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_T2ME05,6087,5
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI001AE84097,72036,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI0019640BDE,55291,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A2C9K7A9,6526,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A7L1ACY7,9132,17
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A8B7SN96,186990,21
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI00201EF558,6454,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_E7F3D4,7955,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A3B4GA50,303518,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A3Q1KAE1,64144,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A0R3X2L0,6205,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A7K6BWX3,28724,17
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI001E671692,6728,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A7R9RRD4,509924,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A1D1W512,947166,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A336M9C2,179676,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A8C4QR71,7764,10
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI0015D0C19F,8005,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_V9KLN5,7868,11
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI000FFC85E7,246437,22
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A8C8ZW10,1328070,23
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A2K5KYV6,9531,26
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A0N4U2S5,318479,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A0B7A7S6,1028688,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI002221DD1E,70543,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A8D0HRF8,8508,17
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A6P7WU82,1415580,16
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A0C2M9M2,669202,5
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI001FB6F734,48193,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A2R9BII6,9597,29
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A1I7RNG9,6326,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI00067B5213,,0
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A8C5W910,445787,16
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A8T1MEP3,79923,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_E4XFJ9,34765,8
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A3P9CNQ5,106582,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A2Y9R4V0,127582,20
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A8C2D3D4,7962,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A131XCH1,257692,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI0020B25902,42636,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A3Q3FAU0,56723,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A2A2L9N6,2018661,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI0007041F7F,246437,22
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI0018E2026D,77115,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_F2TXY6,946362,3
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI0011557A0C,37032,21
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A0N8D2H5,35525,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A8B8GQI4,143950,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A8C6K6J7,28779,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A8J7TG64,7917,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI00147761B7,8010,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI001E2760AF,115357,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A158QG52,6216,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A8S0ZQ83,874455,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A2H1WY52,7108,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A177AZW5,1819745,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A820UZP9,392032,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A671WLW3,8175,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A498NJC5,84645,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI00211E56F5,7010,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A8C9UZT5,113540,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI001402E9F0,7757,10
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A077Z2Z3,36087,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A2U9AXP1,52904,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI0018F42FE0,9261,18
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A8C9VA92,113540,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A8S4BXP9,238744,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A9D3TA78,7932,13
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A7R9AEE7,69355,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI002263F0CC,45954,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A8D8CMG9,7175,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI0011299FBE,194408,16
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI001C91E96E,1232801,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_UPI0006417041,,0
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A8R1DHP2,281687,6
P29350,Active,Open,U100-009,P29350_U100-009.a3m,UniRef100_A0A8C4QNJ9,7764,10
P29350,Active,Open,035,P29350_035.a3m,UniRef100_A0A8R1DHP2,281687,6
P29350,Active,Open,035,P29350_035.a3m,UniRef100_G0PM67,135651,6
P29350,Active,Open,035,P29350_035.a3m,UniRef100_G5EC24,6239,6
P29350,Active,Open,035,P29350_035.a3m,UniRef100_A8WU32,6238,6
P35520,Active,Open,081,P35520_081.a3m,UniRef100_A0A7V5SB74,1898104,1
P35520,Active,Open,073,P35520_073.a3m,UniRef100_A0A2U2S2A4,2052143,1
P35520,Active,Open,073,P35520_073.a3m,UniRef100_A0A3A4QRC7,2024896,1
P35520,Active,Open,049,P35520_049.a3m,UniRef100_A0A1Q3SJQ7,1895928,1
P35520,Active,Open,049,P35520_049.a3m,UniRef100_A0A8T7M3L0,2026724,1
P35520,Active,Open,049,P35520_049.a3m,UniRef100_A0A8T7MHE4,2026724,1
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A3M2HH84,29317,1
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A932ARI0,2900548,1
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A9E1RS07,2024894,1
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A6N7FS76,2080302,1
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A6G2KQ78,,0
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A7Y2GJB5,2201156,1
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A520Y5R4,2201156,1
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A7K2B270,2080302,1
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A381X013,408172,0
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A7K2E3R4,2024894,1
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A7Y2IEL6,2201156,1
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A2D6UCV8,2024894,1
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A966B5N0,2900548,1
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A2E5ZF49,2024894,1
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A3D5K702,2024894,1
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A972HPG8,2900548,1
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A2E5NTG6,2024894,1
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A381ZS65,408172,0
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A6B1B9M5,2024894,1
P35520,Active,Open,094,P35520_094.a3m,UniRef100_A0A6L7JML6,2080302,1
P35520,Active,Open,062,P35520_062.a3m,UniRef100_A0A2H5YPR2,2035421,1
P35520,Active,Open,062,P35520_062.a3m,UniRef100_UPI000DB7DEB4,,0
P35520,Active,Open,062,P35520_062.a3m,UniRef100_A0A8B5XCE2,2099683,1
P35520,Active,Open,062,P35520_062.a3m,UniRef100_A0A7W0TX92,2448782,1
P35520,Active,Open,062,P35520_062.a3m,UniRef100_A0A7V9KGJ2,2448782,1
P35520,Active,Open,062,P35520_062.a3m,UniRef100_A0A7V9VAC0,2448782,1
P35520,Active,Open,062,P35520_062.a3m,UniRef100_A0A7V9N4N6,2448782,1
P35520,Active,Open,062,P35520_062.a3m,UniRef100_A0A7W0SAU6,2448782,1
P35520,Active,Open,062,P35520_062.a3m,UniRef100_I4ECL7,1206749,1
P35520,Active,Open,062,P35520_062.a3m,UniRef100_A0A956WBR2,2482790,1
P35520,Active,Open,062,P35520_062.a3m,UniRef100_A0A7W0A522,2448782,1
P35520,Active,Open,090,P35520_090.a3m,UniRef100_A0A2D9JS73,1913989,1
P35520,Active,Open,090,P35520_090.a3m,UniRef100_A0A523PDQ0,1977087,1
P35520,Active,Open,090,P35520_090.a3m,UniRef100_A0A7Y3MT76,666505,1
P35520,Active,Open,090,P35520_090.a3m,UniRef100_A0A7Y4VPG0,2052180,1
P35520,Active,Open,090,P35520_090.a3m,UniRef100_A0A952BMG2,70125,1
P35520,Active,Open,090,P35520_090.a3m,UniRef100_A0A967M305,1913989,1
P35520,Active,Open,090,P35520_090.a3m,UniRef100_A0A962MHR7,2053538,1
P35520,Active,Open,090,P35520_090.a3m,UniRef100_A0A2E8YDP0,2026796,1
P35520,Active,Open,090,P35520_090.a3m,UniRef100_A0A524Q254,2006849,1
P35520,Active,Open,090,P35520_090.a3m,UniRef100_A0A523KB84,1913989,1
P35520,Active,Open,090,P35520_090.a3m,UniRef100_A0A966AJC4,1977087,1
P35520,Active,Open,090,P35520_090.a3m,UniRef100_A0A6L7XJZ8,2026786,1
P35520,Active,Open,090,P35520_090.a3m,UniRef100_A0A9E4G8R9,1913988,1
P35520,Active,Open,099,P35520_099.a3m,UniRef100_A0A183AJY1,27848,6
P35520,Active,Open,099,P35520_099.a3m,UniRef100_A0A4E0QYD9,6192,6
P35520,Active,Open,099,P35520_099.a3m,UniRef100_A0A8E0S0F7,27845,6
P35520,Active,Open,004,P35520_004.a3m,UniRef100_A0A0P5UT36,35525,6
P35520,Active,Open,004,P35520_004.a3m,UniRef100_E9HTT3,6669,6
P35520,Active,Open,004,P35520_004.a3m,UniRef100_UPI000BA81B6C,6850,6
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_UPI0014553C93,7604,7
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A956G4U7,2026763,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A0D1ZQB5,212818,3
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A4S4AZD9,2565930,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A563EN38,2591470,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_UPI000F81A016,1094,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A2H0PDM3,1973975,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A537MPP6,1913988,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A2K9PN56,1803846,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A4P5W2K3,2026735,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A953F4R9,2021391,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_UPI002230A4E8,9986,22
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A0P4WIM8,85551,6
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A4Q7KMX4,1872711,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A2D2AT46,69666,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A7Y5GYN9,2026763,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A7V7MLX3,2026780,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A3N4LR79,1051890,3
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_UPI00215B137A,2969757,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A919NX95,571912,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A6C1NXU2,2053516,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A8C2BXP8,7962,13
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A1H0IG93,1090615,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_T0SX81,1353529,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A965RNS0,1977087,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A5Q2RMV4,2789776,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A2V8DZL7,1978231,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_UPI001B80729A,559628,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_UPI000DBE12ED,2164074,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A1X9LLZ3,1619308,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A0A1DHS5,2045,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A1X7R5X1,1789683,3
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A1S1R4W8,1834515,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A7Y3KJP2,2044936,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_UPI0006230110,83485,6
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A3D0DPK4,1882437,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A538TR45,2212470,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A7Y2FTH5,1909294,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A7W0CQX8,1032476,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_UPI00067B38BD,,0
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_UPI000CECDDB6,478010,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A1G0PKK8,1798424,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_UPI001022885C,545,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A7S6MDN5,2026777,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_UPI00148B8FFB,198719,6
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A484BL47,7232,6
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A803W5Z8,59894,17
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_UPI00082ADD29,,0
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A651ETS5,2026777,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_UPI00196439C5,2800446,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_G0WEL3,1071378,3
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_UPI0004230E8A,257440,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A5Q0TK58,7994,13
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A8C6UUT8,47308,13
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A7Y2XBV8,2044936,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A917V407,1616106,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A536EFN0,2026724,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A7J5AG64,2026654,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A6J3LVD1,1314786,3
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A7Y1ZVZ3,1967498,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A542SNY2,153494,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A4Q6FIW1,,0
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A2E6PPZ0,2026728,1
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A964F526,,0
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_A0A423XMK8,1230097,3
P35520,Active,Open,U100-006,P35520_U100-006.a3m,UniRef100_UPI0009E6C818,1444768,1
P35520,Active,Open,040,P35520_040.a3m,UniRef100_UPI002165EDE7,2921223,6
P35520,Active,Open,040,P35520_040.a3m,UniRef100_UPI00094EA6DD,77166,6
P35520,Active,Open,040,P35520_040.a3m,UniRef100_A0A6J2XPH2,7048,6
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_UPI00064BA8D4,,0
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_UPI0008377C3B,415212,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A8J7QML6,442870,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A1X1V623,1260918,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A8C7INW4,8019,13
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A1G5J3S0,490189,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A2N3NCI6,41688,3
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A9E5P8N0,2006849,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A367Z2M4,2026749,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_UPI00164AAA8E,2762292,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A3N0VAB8,2689987,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A7W0VTU1,2026735,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_UPI000826DD90,661329,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_E3G2I0,701347,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A8C1PW42,,0
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A4Q6FIW1,,0
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A966BF24,2900548,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A7J5USU1,527326,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A072Q444,1182545,3
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_UPI00038C2D37,79684,22
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A971JTT7,2201156,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A6G6WGN1,2712223,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_UPI001567D866,2795564,6
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A4Q3SRA7,1978230,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A7H9AZK6,42260,3
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A9D7NMK8,2006849,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A932FER0,2026724,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A0D1Z5K1,1016849,3
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A932C4K4,2026771,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A0F2TKC9,359131,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A2E5KM97,1913988,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A078MRP4,1461584,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A197JZP3,1314771,3
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A090XB35,34613,6
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A3M1Z8C1,1898104,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A8H7U957,91625,3
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A554V962,2597516,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A7V7X4G3,1869227,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A3M1F0W5,2026735,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_UPI00191F0A7B,2802282,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A538AJK2,1883427,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A8H4BN55,29924,3
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A1L8DZD1,330878,6
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A7V8K7N2,83619,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_UPI000BBE319A,41447,13
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A926AEH2,2052143,1
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A6A6A1H1,1392245,3
P35520,Active,Open,U100-002,P35520_U100-002.a3m,UniRef100_A0A973RIY5,28214,1
