uniprot	pdb	region_1	region_2	complex_rmsd	percent_region_1	percent_region_2	2_aligned	2_comp	state	conformation	organism	date	notes	chain	af_filename
Q9UM73	7jy4	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.866	73.0769230769231	97.211155378486	1.672	2.549		Closed	Homo sapiens	['2020-08-28']		A	F-Q9UM73-F1-model_v3.cif
Q9UM73	7jyr	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.836	73.0769230769231	95.6175298804781	1.697	2.547		Closed	Homo sapiens	['2020-08-31']		A	F-Q9UM73-F1-model_v3.cif
Q9UM73	7jys	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.825	73.0769230769231	93.2270916334661	1.481	2.51		Closed	Homo sapiens	['2020-08-31']		A	F-Q9UM73-F1-model_v3.cif
Q9UM73	7jyt	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.82	73.0769230769231	93.2270916334661	1.488	2.6		Closed	Homo sapiens	['2020-08-31']		A	F-Q9UM73-F1-model_v3.cif
Q9UM73	7r7k	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.921	76.9230769230769	95.6175298804781	1.487	3.901		Closed	Homo sapiens	['2021-06-24']		A	F-Q9UM73-F1-model_v3.cif
Q9UM73	7r7r	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.827	73.0769230769231	95.6175298804781	1.555	2.546		Closed	Homo sapiens	['2021-06-25']		A	F-Q9UM73-F1-model_v3.cif
Q9UM73	8arj	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.673	73.0769230769231	94.0239043824701	1.398	2.72		Closed	Homo sapiens	['2022-08-17']		A	F-Q9UM73-F1-model_v3.cif
P00519	1opl	67-113,127-217	242-493	1.72	100.0	99.6031746031746	2.091	1.211	Autoinhibited	Closed	Homo sapiens	['2003-03-06']		A	F-P00519-F1-model_v3.cif
P00519	5mo4	67-113,127-217	242-493	1.719	100.0	91.2698412698413	2.084	0.996	Autoinhibited	Closed	Homo sapiens	['2016-12-13']		A	F-P00519-F1-model_v3.cif
Q06124	2shp	3-104	247-517	1.654	99.0196078431373	92.9889298892989	1.06	1.706		Closed	Homo sapiens	['1997-12-01']		A	F-Q06124-F1-model_v3.cif
Q06124	4dgp	3-104	247-517	1.844	100.0	93.7269372693727	1.095	1.402	Autoinhibited	Closed	Homo sapiens	['2012-01-26']		A	F-Q06124-F1-model_v3.cif
Q06124	4dgx	3-104	247-517	1.827	100.0	94.0959409594096	1.253	1.279	Autoinhibited	Closed	Homo sapiens	['2012-01-27']		A	F-Q06124-F1-model_v3.cif
Q06124	4gwf	3-104	247-517	1.561	92.156862745098	95.9409594095941	1.02	1.732		Closed	Homo sapiens	['2012-09-03']		A	F-Q06124-F1-model_v3.cif
Q06124	4h1o	3-104	247-517	1.827	95.0980392156863	94.0959409594096	1.342	1.9	Autoinhibited	Closed	Homo sapiens	['2012-09-11']		A	F-Q06124-F1-model_v3.cif
Q06124	4h34	3-104	247-517	1.914	92.156862745098	92.2509225092251	1.352	2.391	Autoinhibited	Closed	Homo sapiens	['2012-09-13']		A	F-Q06124-F1-model_v3.cif
Q06124	4nwf	3-104	247-517	1.337	92.156862745098	94.4649446494465	0.974	0.961		Closed	Homo sapiens	['2013-12-06']		A	F-Q06124-F1-model_v3.cif
Q06124	4nwg	3-104	247-517	1.301	98.0392156862745	95.9409594095941	0.988	0.953		Closed	Homo sapiens	['2013-12-06']		A	F-Q06124-F1-model_v3.cif
Q06124	4ohd	3-104	247-517	2.179	100.0	94.0959409594096	1.837	2.555	Autoinhibited	Closed	Homo sapiens	['2014-01-17']		A	F-Q06124-F1-model_v3.cif
Q06124	4ohe	3-104	247-517	1.634	100.0	93.3579335793358	1.225	2.718	Autoinhibited	Closed	Homo sapiens	['2014-01-17']		A	F-Q06124-F1-model_v3.cif
Q06124	4ohh	3-104	247-517	1.643	100.0	93.3579335793358	1.083	1.27	Autoinhibited	Closed	Homo sapiens	['2014-01-17']		A	F-Q06124-F1-model_v3.cif
Q06124	4ohi	3-104	247-517	2.06	100.0	93.3579335793358	1.121	1.392	Autoinhibited	Closed	Homo sapiens	['2014-01-17']		A	F-Q06124-F1-model_v3.cif
Q06124	4ohl	3-104	247-517	1.271	100.0	92.2509225092251	1.002	1.516		Closed	Homo sapiens	['2014-01-17']		A	F-Q06124-F1-model_v3.cif
Q06124	5bk8	3-104	247-517	2.165	100.0	95.5719557195572	1.541	3.222	Autoinhibited	Closed	Homo sapiens	['2019-06-01']		A	F-Q06124-F1-model_v3.cif
Q06124	5ehp	3-104	247-517	1.112	98.0392156862745	97.0479704797048	1.166	0.929		Closed	Homo sapiens	['2015-10-28']		A	F-Q06124-F1-model_v3.cif
Q06124	5ehr	3-104	247-517	1.132	88.2352941176471	97.4169741697417	1.195	0.807		Closed	Homo sapiens	['2015-10-28']		A	F-Q06124-F1-model_v3.cif
Q06124	5i6v	3-104	247-517	1.112	93.1372549019608	95.9409594095941	1.076	0.969		Closed	Homo sapiens	['2016-02-16']		A	F-Q06124-F1-model_v3.cif
Q06124	5ibm	3-104	247-517	1.274	89.2156862745098	95.5719557195572	1.191	1.019		Closed	Homo sapiens	['2016-02-22']		A	F-Q06124-F1-model_v3.cif
Q06124	5ibs	3-104	247-517	1.175	89.2156862745098	96.309963099631	1.034	1.18		Closed	Homo sapiens	['2016-02-22']		A	F-Q06124-F1-model_v3.cif
Q06124	5xzr	3-104	247-517	1.777	99.0196078431373	95.5719557195572	1.306	1.377	Autoinhibited	Closed	Homo sapiens	['2017-07-13']		A	F-Q06124-F1-model_v3.cif
Q06124	6atd	3-104	247-517	1.033	98.0392156862745	95.5719557195572	0.952	0.853		Closed	Homo sapiens	['2017-08-28']		A	F-Q06124-F1-model_v3.cif
Q06124	6bmr	3-104	247-517	1.003	99.0196078431373	95.2029520295203	0.846	0.987		Closed	Homo sapiens	['2017-11-15']		A	F-Q06124-F1-model_v3.cif
Q06124	6bmu	3-104	247-517	1.08	95.0980392156863	95.5719557195572	1.079	0.936		Closed	Homo sapiens	['2017-11-15']		A	F-Q06124-F1-model_v3.cif
Q06124	6bmv	3-104	247-517	1.038	98.0392156862745	93.7269372693727	0.872	1.029		Closed	Homo sapiens	['2017-11-15']		A	F-Q06124-F1-model_v3.cif
Q06124	6bmw	3-104	247-517	0.981	94.1176470588235	93.3579335793358	0.85	0.949		Closed	Homo sapiens	['2017-11-15']		A	F-Q06124-F1-model_v3.cif
Q06124	6bmx	3-104	247-517	0.999	99.0196078431373	95.2029520295203	0.853	1.035		Closed	Homo sapiens	['2017-11-15']		A	F-Q06124-F1-model_v3.cif
Q06124	6bmy	3-104	247-517	1.115	95.0980392156863	95.5719557195572	1.157	0.935		Closed	Homo sapiens	['2017-11-15']		A	F-Q06124-F1-model_v3.cif
Q06124	6bn5	3-104	247-517	1.3	78.4313725490196	92.2509225092251	1.052	0.921		Closed	Homo sapiens	['2017-11-16']		A	F-Q06124-F1-model_v3.cif
Q06124	6cmp	3-104	247-517	1.889	99.0196078431373	92.2509225092251	1.252	1.822		Closed	Homo sapiens	['2018-03-06']		A	F-Q06124-F1-model_v3.cif
Q06124	6cmr	3-104	247-517	1.429	96.078431372549	93.3579335793358	0.886	1.389	Autoinhibited	Closed	Homo sapiens	['2018-03-06']		A	F-Q06124-F1-model_v3.cif
Q06124	6cms	3-104	247-517	1.763	96.078431372549	93.3579335793358	1.046	1.853	Autoinhibited	Closed	Homo sapiens	['2018-03-06']		A	F-Q06124-F1-model_v3.cif
Q06124	6crf	3-104	247-517	20.036	96.078431372549	95.5719557195572	1.116	58.638		Closed	Homo sapiens	['2018-03-17']		A	F-Q06124-F1-model_v3.cif
Q06124	6crg	3-104	247-517	1.388	83.3333333333333	94.0959409594096	0.969	1.131		Closed	Homo sapiens	['2018-03-17']		A	F-Q06124-F1-model_v3.cif
Q06124	6md7	3-104	247-517	1.235	99.0196078431373	95.2029520295203	0.841	0.924		Closed	Homo sapiens	['2018-09-04']		A	F-Q06124-F1-model_v3.cif
Q06124	6md9	3-104	247-517	0.968	86.2745098039216	92.619926199262	0.807	0.88		Closed	Homo sapiens	['2018-09-04']		A	F-Q06124-F1-model_v3.cif
Q06124	6mda	3-104	247-517	0.968	86.2745098039216	92.619926199262	0.812	0.853		Closed	Homo sapiens	['2018-09-04']		A	F-Q06124-F1-model_v3.cif
Q06124	6mdb	3-104	247-517	0.981	97.0588235294118	94.8339483394834	0.837	0.923		Closed	Homo sapiens	['2018-09-04']		A	F-Q06124-F1-model_v3.cif
Q06124	6mdc	3-104	247-517	1.132	88.2352941176471	97.4169741697417	1.203	0.77		Closed	Homo sapiens	['2018-09-04']		A	F-Q06124-F1-model_v3.cif
Q06124	6mdd	3-104	247-517	0.995	92.156862745098	92.9889298892989	0.783	1.003		Closed	Homo sapiens	['2018-09-04']		A	F-Q06124-F1-model_v3.cif
Q06124	6wu8	3-104	247-517	1.548	100.0	92.9889298892989	1.007	1.552		Closed	Homo sapiens	['2020-05-04']		A	F-Q06124-F1-model_v3.cif
Q06124	7emn	3-104	247-517	1.338	93.1372549019608	95.5719557195572	0.94	1.384		Closed	Homo sapiens	['2021-04-14']		A	F-Q06124-F1-model_v3.cif
Q06124	7jvm	3-104	247-517	0.968	96.078431372549	95.2029520295203	0.869	0.9		Closed	Homo sapiens	['2020-08-21']		A	F-Q06124-F1-model_v3.cif
Q06124	7jvn	3-104	247-517	0.926	90.1960784313726	94.0959409594096	0.829	0.863		Closed	Homo sapiens	['2020-08-21']		A	F-Q06124-F1-model_v3.cif
Q06124	7r75	3-104	247-517	1.846	98.0392156862745	93.7269372693727	1.332	1.925	Autoinhibited	Closed	Homo sapiens	['2021-06-24']		A	F-Q06124-F1-model_v3.cif
Q06124	7r7d	3-104	247-517	1.474	97.0588235294118	93.7269372693727	1.175	1.356		Closed	Homo sapiens	['2021-06-24']		A	F-Q06124-F1-model_v3.cif
Q06124	7r7i	3-104	247-517	1.444	99.0196078431373	93.7269372693727	1.201	1.573		Closed	Homo sapiens	['2021-06-24']		A	F-Q06124-F1-model_v3.cif
Q06124	7r7l	3-104	247-517	1.248	94.1176470588235	96.6789667896679	0.968	1.786		Closed	Homo sapiens	['2021-06-24']		A	F-Q06124-F1-model_v3.cif
Q06124	7vxg	3-104	247-517	1.099	89.2156862745098	94.8339483394834	0.968	1.131		Closed	Homo sapiens	['2021-11-12']		A	F-Q06124-F1-model_v3.cif
Q06124	7xhq	3-104	247-517	1.002	87.2549019607843	92.2509225092251	0.827	0.91		Closed	Homo sapiens	['2022-04-09']		A	F-Q06124-F1-model_v3.cif
Q06124	8b5y	3-104	247-517	1.984	100.0	96.6789667896679	1.197	2.195		Closed	Homo sapiens	['2022-09-25']		A	F-Q06124-F1-model_v3.cif
Q06124	8cbh	3-104	247-517	1.348	95.0980392156863	92.619926199262	0.95	1.131		Closed	Homo sapiens	['2023-01-25']		A	F-Q06124-F1-model_v3.cif
P12931	1fmk	249-269,151-248	84-145,524-536	1.857	100.0	96.0	3.709	7.045	Autoinhibited	Closed	Homo sapiens	['1997-01-24']		A	F-P12931-F1-model_v3.cif
P12931	1ksw	249-269,151-248	84-145,524-536	1.767	100.0	94.6666666666667	3.378	5.018	Autoinhibited	Closed	Homo sapiens	['2002-01-14']		A	F-P12931-F1-model_v3.cif
P12931	1y57	249-269,151-248	84-145,524-536	24.076	100.0	97.3333333333333	3.462	47.288	Active	Closed	Homo sapiens	['2004-12-02']		A	F-P12931-F1-model_v3.cif
P12931	2h8h	249-269,151-248	84-145,524-536	1.346	100.0	88.0	1.52	2.7	Autoinhibited	Closed	Homo sapiens	['2006-06-07']		A	F-P12931-F1-model_v3.cif
P12931	2src	249-269,151-248	84-145,524-536	1.693	100.0	94.6666666666667	3.333	5.354	Autoinhibited	Closed	Homo sapiens	['1998-12-29']		A	F-P12931-F1-model_v3.cif
P12931	4k11	249-269,151-248	84-145,524-536	1.254	100.0	92.0	1.671	2.074	Autoinhibited	Closed	Homo sapiens	['2013-04-04']		A	F-P12931-F1-model_v3.cif
P12931	7yqe	249-269,151-248	84-145,524-536	2.092	81.5126050420168	78.6666666666667	1.268	6.031	Autoinhibited	Closed	Homo sapiens	['2022-08-06']		A	F-P12931-F1-model_v3.cif
Q02750	1s9j	75-102	68-74,103-361	1.634	100.0	87.593984962406	1.425	1.315	Autoinhibited	Closed	Homo sapiens	['2004-02-04']		A	F-Q02750-F1-model_v3.cif
Q02750	2p55	75-102	68-74,103-361	1.627	100.0	87.593984962406	1.403	1.005	Autoinhibited	Closed	Homo sapiens	['2007-03-14']		A	F-Q02750-F1-model_v3.cif
Q02750	3dv3	75-102	68-74,103-361	1.588	100.0	87.218045112782	1.279	1.028	Autoinhibited	Closed	Homo sapiens	['2008-07-18']		A	F-Q02750-F1-model_v3.cif
Q02750	3dy7	75-102	68-74,103-361	1.68	100.0	83.8345864661654	1.262	0.988	Autoinhibited	Closed	Homo sapiens	['2008-07-25']		A	F-Q02750-F1-model_v3.cif
Q02750	3e8n	75-102	68-74,103-361	1.605	100.0	88.3458646616541	1.333	1.054	Autoinhibited	Closed	Homo sapiens	['2008-08-20']		A	F-Q02750-F1-model_v3.cif
Q02750	3eqb	75-102	68-74,103-361	1.644	100.0	87.593984962406	1.405	1.059	Autoinhibited	Closed	Homo sapiens	['2008-09-30']		A	F-Q02750-F1-model_v3.cif
Q02750	3eqc	75-102	68-74,103-361	1.371	100.0	87.9699248120301	1.107	1.002	Autoinhibited	Closed	Homo sapiens	['2008-09-30']		A	F-Q02750-F1-model_v3.cif
Q02750	3eqd	75-102	68-74,103-361	1.561	100.0	89.0977443609023	1.052	0.982	Autoinhibited	Closed	Homo sapiens	['2008-09-30']		A	F-Q02750-F1-model_v3.cif
Q02750	3eqf	75-102	68-74,103-361	1.678	100.0	89.0977443609023	1.145	1.229	Autoinhibited	Closed	Homo sapiens	['2008-09-30']		A	F-Q02750-F1-model_v3.cif
Q02750	3eqg	75-102	68-74,103-361	1.579	100.0	89.0977443609023	1.089	1.21	Autoinhibited	Closed	Homo sapiens	['2008-09-30']		A	F-Q02750-F1-model_v3.cif
Q02750	3eqh	75-102	68-74,103-361	1.522	100.0	89.0977443609023	1.05	0.954	Autoinhibited	Closed	Homo sapiens	['2008-09-30']		A	F-Q02750-F1-model_v3.cif
Q02750	3eqi	75-102	68-74,103-361	1.593	100.0	89.0977443609023	1.159	1.082	Autoinhibited	Closed	Homo sapiens	['2008-09-30']		A	F-Q02750-F1-model_v3.cif
Q02750	3mbl	75-102	68-74,103-361	1.619	100.0	88.3458646616541	1.311	1.173	Autoinhibited	Closed	Homo sapiens	['2010-03-25']		A	F-Q02750-F1-model_v3.cif
Q02750	3orn	75-102	68-74,103-361	3.779	100.0	65.4135338345865	2.456	1.189	Autoinhibited	Closed	Homo sapiens	['2010-09-07']		A	F-Q02750-F1-model_v3.cif
Q02750	3os3	75-102	68-74,103-361	3.806	100.0	64.6616541353383	2.495	1.584	Autoinhibited	Closed	Homo sapiens	['2010-09-08']		A	F-Q02750-F1-model_v3.cif
Q02750	3pp1	75-102	68-74,103-361	1.536	100.0	88.3458646616541	1.294	1.022	Autoinhibited	Closed	Homo sapiens	['2010-11-23']		A	F-Q02750-F1-model_v3.cif
Q02750	3sls	75-102	68-74,103-361	3.558	100.0	62.406015037594	2.387	1.674	Autoinhibited	Closed	Homo sapiens	['2011-06-25']		A	F-Q02750-F1-model_v3.cif
Q02750	3v01	75-102	68-74,103-361	1.625	100.0	87.593984962406	1.421	1.235	Autoinhibited	Closed	Homo sapiens	['2011-12-07']		A	F-Q02750-F1-model_v3.cif
Q02750	3v04	75-102	68-74,103-361	1.599	100.0	87.593984962406	1.378	1.05	Autoinhibited	Closed	Homo sapiens	['2011-12-07']		A	F-Q02750-F1-model_v3.cif
Q02750	3vvh	75-102	68-74,103-361	1.47	100.0	86.8421052631579	1.279	0.996	Autoinhibited	Closed	Homo sapiens	['2012-07-24']		A	F-Q02750-F1-model_v3.cif
Q02750	3w8q	75-102	68-74,103-361	6.403	100.0	90.2255639097744	4.109	1.865	Autoinhibited	Closed	Homo sapiens	['2013-03-20']		A	F-Q02750-F1-model_v3.cif
Q02750	3wig	75-102	68-74,103-361	3.799	89.2857142857143	65.4135338345865	2.535	1.173	Autoinhibited	Closed	Homo sapiens	['2013-09-12']		A	F-Q02750-F1-model_v3.cif
Q02750	3zls	75-102	68-74,103-361	1.607	100.0	89.0977443609023	1.252	1.605	Autoinhibited	Closed	HOMO SAPIENS	['2013-02-04']		A	F-Q02750-F1-model_v3.cif
Q02750	3zlw	75-102	68-74,103-361	1.448	96.4285714285714	87.9699248120301	1.121	1.174	Autoinhibited	Closed	HOMO SAPIENS	['2013-02-04']		A	F-Q02750-F1-model_v3.cif
Q02750	3zlx	75-102	68-74,103-361	1.466	100.0	87.9699248120301	1.122	1.232	Autoinhibited	Closed	HOMO SAPIENS	['2013-02-04']		A	F-Q02750-F1-model_v3.cif
Q02750	3zly	75-102	68-74,103-361	1.211	96.4285714285714	87.9699248120301	1.084	1.034	Autoinhibited	Closed	HOMO SAPIENS	['2013-02-04']		A	F-Q02750-F1-model_v3.cif
Q02750	3zm4	75-102	68-74,103-361	1.243	100.0	87.218045112782	1.065	1.486	Autoinhibited	Closed	HOMO SAPIENS	['2013-02-05']		A	F-Q02750-F1-model_v3.cif
Q02750	4an2	75-102	68-74,103-361	3.15	100.0	63.9097744360902	2.2	1.667	Autoinhibited	Closed	HOMO SAPIENS	['2012-03-14']		A	F-Q02750-F1-model_v3.cif
Q02750	4an3	75-102	68-74,103-361	3.138	100.0	63.1578947368421	2.228	1.352	Autoinhibited	Closed	HOMO SAPIENS	['2012-03-15']		A	F-Q02750-F1-model_v3.cif
Q02750	4an9	75-102	68-74,103-361	3.135	100.0	63.5338345864662	2.199	1.309	Autoinhibited	Closed	HOMO SAPIENS	['2012-03-16']		A	F-Q02750-F1-model_v3.cif
Q02750	4anb	75-102	68-74,103-361	3.136	100.0	63.9097744360902	2.195	1.23	Autoinhibited	Closed	HOMO SAPIENS	['2012-03-16']		A	F-Q02750-F1-model_v3.cif
Q02750	4ark	75-102	68-74,103-361	1.868	100.0	88.3458646616541	1.377	0.996	Autoinhibited	Closed	HOMO SAPIENS	['2012-04-24']		A	F-Q02750-F1-model_v3.cif
Q02750	4lmn	75-102	68-74,103-361	1.898	100.0	88.7218045112782	1.496	1.397	Autoinhibited	Closed	Homo sapiens	['2013-07-10']		A	F-Q02750-F1-model_v3.cif
Q02750	4mne	75-102	68-74,103-361	1.808	100.0	88.3458646616541	1.463	1.403	Autoinhibited	Closed	Homo sapiens	['2013-09-10']		A	F-Q02750-F1-model_v3.cif
Q02750	4u7z	75-102	68-74,103-361	1.615	100.0	88.3458646616541	1.312	1.065	Autoinhibited	Closed	Homo sapiens	['2014-07-31']		A	F-Q02750-F1-model_v3.cif
Q02750	4u80	75-102	68-74,103-361	1.586	100.0	87.593984962406	1.357	1.133	Autoinhibited	Closed	Homo sapiens	['2014-07-31']		A	F-Q02750-F1-model_v3.cif
Q02750	4u81	75-102	68-74,103-361	1.566	100.0	87.593984962406	1.274	1.056	Autoinhibited	Closed	Homo sapiens	['2014-07-31']		A	F-Q02750-F1-model_v3.cif
Q02750	5bx0	75-102	68-74,103-361	1.605	100.0	89.0977443609023	0.992	1.802	Autoinhibited	Closed	Homo sapiens	['2015-06-08']		A	F-Q02750-F1-model_v3.cif
Q02750	5eym	75-102	68-74,103-361	1.254	89.2857142857143	82.7067669172932	0.952	1.201	Autoinhibited	Closed	Homo sapiens	['2015-11-25']		A	F-Q02750-F1-model_v3.cif
Q02750	5hze	75-102	68-74,103-361	1.564	100.0	86.8421052631579	1.665	1.413	Autoinhibited	Closed	Homo sapiens	['2016-02-02']		A	F-Q02750-F1-model_v3.cif
Q02750	5yt3	75-102	68-74,103-361	4.745	100.0	82.3308270676692	3.497	1.115	Autoinhibited	Closed	Homo sapiens	['2017-11-16']		A	F-Q02750-F1-model_v3.cif
Q02750	6nyb	75-102	68-74,103-361	1.901	100.0	84.5864661654135	1.29	1.365	Autoinhibited	Closed	Homo sapiens	['2019-02-11']		B	F-Q02750-F1-model_v3.cif
Q02750	6pp9	75-102	68-74,103-361	1.792	100.0	87.218045112782	1.211	1.139	Autoinhibited	Closed	Homo sapiens	['2019-07-05']		B	F-Q02750-F1-model_v3.cif
Q02750	6q0j	75-102	68-74,103-361	1.248	100.0	87.593984962406	0.76	1.228	Autoinhibited	Closed	Homo sapiens	['2019-08-01']		C	F-Q02750-F1-model_v3.cif
Q02750	6q0t	75-102	68-74,103-361	1.269	100.0	87.593984962406	0.772	1.23	Autoinhibited	Closed	Homo sapiens	['2019-08-02']		C	F-Q02750-F1-model_v3.cif
Q02750	6u2g	75-102	68-74,103-361	1.979	100.0	87.9699248120301	1.438	1.146	Autoinhibited	Closed	Homo sapiens	['2019-08-19']		A	F-Q02750-F1-model_v3.cif
Q02750	6v2w	75-102	68-74,103-361	1.919	100.0	87.218045112782	1.534	1.306	Autoinhibited	Closed	Homo sapiens	['2019-11-25']		B	F-Q02750-F1-model_v3.cif
Q02750	7b3m	75-102	68-74,103-361	3.477	100.0	62.781954887218	2.375	1.284	Autoinhibited	Closed	Homo sapiens	['2020-12-01']		A	F-Q02750-F1-model_v3.cif
Q02750	7b7r	75-102	68-74,103-361	3.478	100.0	62.781954887218	2.319	1.249	Autoinhibited	Closed	Homo sapiens	['2020-12-11']		A	F-Q02750-F1-model_v3.cif
Q02750	7b94	75-102	68-74,103-361	3.466	100.0	62.781954887218	2.332	1.252	Autoinhibited	Closed	Homo sapiens	['2020-12-14']		A	F-Q02750-F1-model_v3.cif
Q02750	7b9l	75-102	68-74,103-361	3.407	100.0	62.0300751879699	2.273	1.241	Autoinhibited	Closed	Homo sapiens	['2020-12-14']		A	F-Q02750-F1-model_v3.cif
Q02750	7m0u	75-102	68-74,103-361	1.953	100.0	87.218045112782	1.427	1.201	Autoinhibited	Closed	Homo sapiens	['2021-03-11']		B	F-Q02750-F1-model_v3.cif
Q02750	7m0v	75-102	68-74,103-361	1.874	100.0	87.218045112782	1.435	1.361	Autoinhibited	Closed	Homo sapiens	['2021-03-11']		B	F-Q02750-F1-model_v3.cif
Q02750	7m0x	75-102	68-74,103-361	1.813	100.0	87.218045112782	1.349	1.156	Autoinhibited	Closed	Homo sapiens	['2021-03-11']		B	F-Q02750-F1-model_v3.cif
Q02750	7m0y	75-102	68-74,103-361	1.901	100.0	87.218045112782	1.419	1.243	Autoinhibited	Closed	Homo sapiens	['2021-03-11']		B	F-Q02750-F1-model_v3.cif
Q02750	7m0z	75-102	68-74,103-361	1.909	100.0	87.218045112782	1.366	1.315	Autoinhibited	Closed	Homo sapiens	['2021-03-11']		B	F-Q02750-F1-model_v3.cif
Q02750	7mfd	75-102	68-74,103-361	2.502	100.0	85.3383458646617	1.92	2.324	Autoinhibited	Closed	Homo sapiens	['2021-04-09']		B	F-Q02750-F1-model_v3.cif
Q02750	7pqv	75-102	68-74,103-361	1.503	100.0	87.218045112782	1.211	1.62	Autoinhibited	Closed	Homo sapiens	['2021-09-20']		A	F-Q02750-F1-model_v3.cif
Q02750	7xlp	75-102	68-74,103-361	1.484	100.0	87.218045112782	0.918	1.487	Autoinhibited	Closed	Homo sapiens	['2022-04-22']		A	F-Q02750-F1-model_v3.cif
Q02750	7xnc	75-102	68-74,103-361	1.707	100.0	86.8421052631579	0.835	1.136	Autoinhibited	Closed	Homo sapiens	['2022-04-28']		A	F-Q02750-F1-model_v3.cif
Q02750	8dgs	75-102	68-74,103-361	2.011	100.0	87.218045112782	1.694	1.534	Autoinhibited	Closed	Homo sapiens	['2022-06-24']		B	F-Q02750-F1-model_v3.cif
Q02750	8dgt	75-102	68-74,103-361	1.939	100.0	87.218045112782	1.409	1.234	Autoinhibited	Closed	Homo sapiens	['2022-06-24']		B	F-Q02750-F1-model_v3.cif
P06241	1g83	149-246,247-270	82-143,525-537	2.848	77.8688524590164	78.6666666666667	1.289	8.766	Autoinhibited	Closed	Homo sapiens	['2000-11-16']		A	F-P06241-F1-model_v3.cif
Q96FI4	1tdh	244-245	220-280	1.587	100.0	95.0819672131148	0.761	0.506	Active	Closed	Homo sapiens	['2004-05-22']		A	F-Q96FI4-F1-model_v3.cif
Q96FI4	4nrv	244-245	220-280	1.423	100.0	96.7213114754098	0.788	0.404	Active	Closed	Homo sapiens	['2013-11-27']		A	F-Q96FI4-F1-model_v3.cif
Q96FI4	5itq	244-245	220-280	1.737	100.0	95.0819672131148	0.86	0.634	Active	Closed	Homo sapiens	['2016-03-17']		A	F-Q96FI4-F1-model_v3.cif
Q96FI4	5itr	244-245	220-280	1.908	100.0	90.1639344262295	3.573	11.562		Closed	Homo sapiens	['2016-03-17']		A	F-Q96FI4-F1-model_v3.cif
Q96FI4	5itt	244-245	220-280	1.885	100.0	91.8032786885246	3.515	11.641		Closed	Homo sapiens	['2016-03-17']		A	F-Q96FI4-F1-model_v3.cif
Q96FI4	5itu	244-245	220-280	1.908	100.0	91.8032786885246	3.614	11.502		Closed	Homo sapiens	['2016-03-17']		A	F-Q96FI4-F1-model_v3.cif
Q96FI4	6lwd	244-245	220-280	1.304	100.0	91.8032786885246	1.999	2.83		Closed	Homo sapiens	['2020-02-07']		A	F-Q96FI4-F1-model_v3.cif
Q96FI4	6lwf	244-245	220-280	1.508	100.0	88.5245901639344	2.54	3.125		Closed	Homo sapiens	['2020-02-07']		A	F-Q96FI4-F1-model_v3.cif
Q96FI4	6lwg	244-245	220-280	1.324	100.0	90.1639344262295	2.053	2.806		Closed	Homo sapiens	['2020-02-07']		A	F-Q96FI4-F1-model_v3.cif
Q96FI4	6lwi	244-245	220-280	1.723	100.0	90.1639344262295	3.213	11.714		Closed	Homo sapiens	['2020-02-07']		A	F-Q96FI4-F1-model_v3.cif
Q96FI4	6lwk	244-245	220-280	1.734	100.0	91.8032786885246	3.223	11.78		Closed	Homo sapiens	['2020-02-07']		A	F-Q96FI4-F1-model_v3.cif
Q96FI4	6lwl	244-245	220-280	1.702	100.0	91.8032786885246	3.156	11.74		Closed	Homo sapiens	['2020-02-07']		A	F-Q96FI4-F1-model_v3.cif
Q96FI4	6lwn	244-245	220-280	1.257	100.0	90.1639344262295	1.967	2.614		Closed	Homo sapiens	['2020-02-07']		A	F-Q96FI4-F1-model_v3.cif
Q96FI4	6lwq	244-245	220-280	1.664	100.0	91.8032786885246	3.112	11.581		Closed	Homo sapiens	['2020-02-07']		A	F-Q96FI4-F1-model_v3.cif
Q96FI4	6lwr	244-245	220-280	1.524	100.0	93.4426229508197	2.605	3.071		Closed	Homo sapiens	['2020-02-07']		A	F-Q96FI4-F1-model_v3.cif
Q07343	4wzi	166-281	330-649	1.079	72.4137931034483	97.5	0.899	1.481		Open	Homo sapiens	['2014-11-19']		A	F-Q07343-F1-model_v3.cif
Q07343	4x0f	166-281	330-649	1.155	65.5172413793104	98.4375	0.836	1.866		Open	Homo sapiens	['2014-11-21']		A	F-Q07343-F1-model_v3.cif
O76074	3lfv	403-539	156-331	3.163	74.4525547445255	100.0	2.695	3.791	Autoinhibited	Closed	Homo sapiens	['2010-01-18']	In comparison to cGMP-bound mouse PDE2A (12271124)	A	F-O76074-F1-model_v3.cif
O76074	3mf0	403-539	156-331	3.048	74.4525547445255	100.0	2.658	3.89	Autoinhibited	Closed	Homo sapiens	['2010-04-01']		A	F-O76074-F1-model_v3.cif
P11142	3fzf	263-287	225-262	4.175	100.0	100.0	1.451	1.088	Autoinhibited	Closed	Homo sapiens	['2009-01-26']		A	F-P11142-F1-model_v3.cif
