uniprot	cluster	cf_filename	region_1	region_2	conformation	state	complex_mean_plddt	r1_mean_plddt	r2_mean_plddt
P12931	087	P12931_087_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	54.704	66.618	76.973
P12931	020	P12931_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	50.088	66.916	70.608
P12931	U100-006	P12931_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	85.074	94.906	89.29
P12931	116	P12931_116_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	44.691	64.523	36.582
P12931	143	P12931_143_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	55.285	58.598	78.382
P12931	038	P12931_038_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	57.096	66.52	79.099
P12931	006	P12931_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	53.701	61.83	82.227
P12931	064	P12931_064_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	45.159	41.304	45.771
P12931	069	P12931_069_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	52.071	66.263	79.593
P12931	046	P12931_046_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	51.81	57.207	77.193
P12931	024	P12931_024_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	54.006	66.382	77.46
P12931	112	P12931_112_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	59.21	60.006	79.468
P12931	057	P12931_057_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	55.541	66.893	80.652
P12931	168	P12931_168_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	62.631	67.828	83.55
P12931	U100-000	P12931_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	85.235	94.563	91.737
P12931	062	P12931_062_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	53.016	55.832	79.291
P12931	090	P12931_090_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	44.886	55.648	43.604
P12931	085	P12931_085_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	46.494	56.094	37.169
P12931	037	P12931_037_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	53.021	52.8	74.16
P12931	145	P12931_145_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	49.673	56.237	57.655
P12931	163	P12931_163_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	47.136	50.546	65.957
P12931	141	P12931_141_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	58.103	72.489	76.882
P12931	088	P12931_088_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	62.33	65.301	81.3
P12931	026	P12931_026_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	50.382	44.904	69.934
P12931	172	P12931_172_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	48.673	51.324	79.924
P12931	132	P12931_132_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	48.466	63.204	50.761
P12931	U10-007	P12931_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	81.06	88.825	84.233
P12931	105	P12931_105_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	56.106	57.316	80.403
P12931	015	P12931_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	48.378	60.582	74.484
P12931	127	P12931_127_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	51.747	53.619	79.398
P12931	051	P12931_051_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	52.522	65.704	83.176
P12931	033	P12931_033_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	51.171	62.275	78.523
P12931	000	P12931_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	43.872	47.81	64.744
P12931	004	P12931_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	49.537	62.477	69.234
P12931	049	P12931_049_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	47.16	50.454	67.771
P12931	U100-009	P12931_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	85.15	94.258	91.074
P12931	040	P12931_040_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	50.026	56.148	70.983
P12931	154	P12931_154_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	58.929	76.71	72.658
P12931	099	P12931_099_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	46.873	41.64	71.049
P12931	108	P12931_108_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	49.53	71.885	43.451
P12931	101	P12931_101_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	54.852	68.24	80.562
P12931	058	P12931_058_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	49.227	61.05	74.599
P12931	148	P12931_148_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	49.524	49.502	75.086
P12931	077	P12931_077_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	43.791	54.5	43.811
P12931	123	P12931_123_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	52.601	50.779	79.576
P12931	018	P12931_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	55.097	72.22	80.503
P12931	009	P12931_009_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	66.564	56.382	80.165
P12931	136	P12931_136_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	53.768	55.9	70.541
P12931	U100-004	P12931_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	84.911	94.368	90.938
P12931	110	P12931_110_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	52.313	57.977	80.007
P12931	055	P12931_055_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	51.727	68.179	80.113
P12931	011	P12931_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	52.429	67.105	82.734
P12931	044	P12931_044_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	56.232	71.511	79.175
P12931	159	P12931_159_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	50.726	60.933	38.593
P12931	114	P12931_114_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	49.983	71.351	40.871
P12931	022	P12931_022_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	56.175	75.355	78.368
P12931	150	P12931_150_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	48.231	63.22	48.052
P12931	119	P12931_119_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	50.267	46.765	79.27
P12931	094	P12931_094_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	49.43	52.203	79.613
P12931	066	P12931_066_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	53.123	66.965	56.816
P12931	167	P12931_167_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	53.822	63.747	75.335
P12931	U10-003	P12931_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	76.986	88.068	85.988
P12931	073	P12931_073_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	48.083	47.351	76.927
P12931	081	P12931_081_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	47.546	55.903	36.847
P12931	151	P12931_151_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	54.934	65.079	74.815
P12931	001	P12931_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	45.699	59.567	54.262
P12931	008	P12931_008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	52.429	60.821	78.247
P12931	137	P12931_137_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	52.481	54.617	68.876
P12931	U100-005	P12931_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	84.969	93.987	89.088
P12931	023	P12931_023_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	52.749	65.337	80.572
P12931	045	P12931_045_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	54.86	74.313	80.221
P12931	019	P12931_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	58.049	74.095	79.533
P12931	U10-006	P12931_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	83.089	92.518	89.163
P12931	095	P12931_095_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	53.819	50.088	80.53
P12931	158	P12931_158_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	50.764	47.487	78.718
P12931	063	P12931_063_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	52.522	59.501	84.629
P12931	140	P12931_140_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	54.442	59.631	80.229
P12931	032	P12931_032_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	55.291	66.982	79.042
P12931	010	P12931_010_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	54.595	72.312	79.08
P12931	U10-002	P12931_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	81.289	87.883	85.717
P12931	076	P12931_076_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	58.81	67.933	83.127
P12931	162	P12931_162_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	57.893	67.725	81.219
P12931	144	P12931_144_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	57.936	68.371	80.386
P12931	118	P12931_118_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	48.88	55.821	76.322
P12931	173	P12931_173_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	43.971	49.079	38.56
P12931	054	P12931_054_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	37.471	35.911	39.572
P12931	122	P12931_122_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	51.291	58.076	62.682
P12931	050	P12931_050_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	46.409	52.783	34.484
P12931	041	P12931_041_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	48.786	62.312	64.329
P12931	067	P12931_067_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	51.256	64.208	77.984
P12931	098	P12931_098_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	47.719	62.868	33.83
P12931	048	P12931_048_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	41.441	54.715	34.65
P12931	155	P12931_155_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	49.202	66.146	48.035
P12931	U100-001	P12931_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	84.989	94.764	89.484
P12931	109	P12931_109_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	52.412	47.62	79.87
P12931	084	P12931_084_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	55.082	73.897	80.547
P12931	089	P12931_089_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	49.077	52.807	81.106
P12931	027	P12931_027_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	48.516	50.777	82.657
P12931	115	P12931_115_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	54.035	56.489	79.913
P12931	111	P12931_111_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	49.412	64.338	44.341
P12931	U100-008	P12931_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	85.618	94.828	92.054
P12931	100	P12931_100_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	59.722	50.027	81.569
P12931	080	P12931_080_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	58.619	69.683	76.312
P12931	036	P12931_036_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	49.302	53.686	74.522
P12931	149	P12931_149_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	46.933	47.09	67.218
P12931	126	P12931_126_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	50.236	68.998	69.411
P12931	104	P12931_104_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	53.382	69.396	75.157
P12931	166	P12931_166_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	47.828	56.24	64.809
P12931	072	P12931_072_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	48.25	48.812	80.868
P12931	014	P12931_014_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	57.281	58.122	83.689
P12931	059	P12931_059_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	46.048	63.157	51.587
P12931	005	P12931_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	48.505	67.033	62.417
P12931	133	P12931_133_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	50.459	48.038	79.157
P12931	091	P12931_091_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	249-269,151-248	84-145,524-536	Closed	Autoinhibited	49.696	51.668	71.33
P28482	265	P28482_265_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	173-196	25-172,197-313	Open	Active	46.225	33.677	46.44
P28482	081	P28482_081_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	91.368	64.205	94.807
P28482	073	P28482_073_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	65.601	30.644	67.845
P28482	101	P28482_101_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	173-196	25-172,197-313	Open	Active	55.603	30.423	55.033
P28482	225	P28482_225_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	61.945	38.738	67.157
P28482	145	P28482_145_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	79.433	49.108	87.075
P28482	055	P28482_055_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	173-196	25-172,197-313	Open	Active	53.617	28.226	57.688
P28482	119	P28482_119_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	68.608	42.405	72.054
P28482	066	P28482_066_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	173-196	25-172,197-313	Open	Active	60.964	33.456	66.503
P28482	110	P28482_110_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	173-196	25-172,197-313	Open	Active	68.874	38.339	73.611
P28482	U10-009	P28482_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	173-196	25-172,197-313	Open	Active	91.431	74.771	95.283
P28482	132	P28482_132_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	50.946	33.489	52.735
P28482	282	P28482_282_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	48.014	32.051	48.912
P28482	270	P28482_270_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	71.304	48.654	77.838
P28482	150	P28482_150_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	173-196	25-172,197-313	Open	Active	55.633	30.528	59.232
P28482	172	P28482_172_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	173-196	25-172,197-313	Open	Active	45.851	30.01	46.263
P28482	228	P28482_228_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	173-196	25-172,197-313	Open	Active	62.102	42.62	66.523
P28482	261	P28482_261_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	73.595	44.361	76.628
P28482	088	P28482_088_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	65.029	35.742	71.427
P28482	037	P28482_037_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	84.769	50.693	88.344
P28482	040	P28482_040_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	173-196	25-172,197-313	Open	Active	77.27	39.838	80.71
P28482	U100-000	P28482_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	93.891	82.382	96.014
P28482	049	P28482_049_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	62.908	45.438	64.193
P28482	184	P28482_184_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	173-196	25-172,197-313	Open	Active	82.479	53.144	87.304
P28482	004	P28482_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	68.051	40.859	69.925
P28482	221	P28482_221_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	173-196	25-172,197-313	Open	Active	49.252	42.587	50.053
P28482	058	P28482_058_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	55.297	30.467	58.78
P28482	011	P28482_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	173-196	25-172,197-313	Open	Active	64.485	37.265	66.583
P28482	268	P28482_268_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	70.373	39.246	78.378
P28482	051	P28482_051_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	173-196	25-172,197-313	Open	Active	74.239	35.349	77.936
P28482	198	P28482_198_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	173-196	25-172,197-313	Open	Active	77.261	46.311	84.758
P28482	243	P28482_243_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	173-196	25-172,197-313	Open	Active	52.865	31.974	56.187
P28482	127	P28482_127_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	173-196	25-172,197-313	Open	Active	54.614	34.03	57.256
P28482	033	P28482_033_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	173-196	25-172,197-313	Open	Active	60.57	29.796	63.705
P28482	U100-009	P28482_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	94.437	89.366	95.928
P28482	176	P28482_176_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	46.705	37.235	45.883
P28482	099	P28482_099_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	92.16	76.463	95.432
P28482	114	P28482_114_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	173-196	25-172,197-313	Open	Active	83.63	44.199	88.199
P28482	026	P28482_026_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	92.808	78.294	95.142
P28482	163	P28482_163_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	49.365	35.8	51.963
P28482	297	P28482_297_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	75.248	39.953	80.255
P28482	191	P28482_191_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	173-196	25-172,197-313	Open	Active	49.212	44.16	49.687
P28482	207	P28482_207_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	173-196	25-172,197-313	Open	Active	49.857	37.243	50.644
P28482	105	P28482_105_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	173-196	25-172,197-313	Open	Active	88.733	65.117	92.238
