uniprot	pdb	cluster	region_1	region_2	complex_rmsd	1.0_aligned	1.0_comp	1.1_aligned	1.1_comp	1.2_aligned	1.2_comp	2.0_aligned	2.0_comp	2.1_aligned	2.1_comp	2.2_aligned	2.2_comp	2.3_aligned	2.3_comp	1_aligned	1_comp	2_aligned	2_comp	state	conformation
P35520	4coo	004	414-551	40-413	22.235	7.779	60.302	0	0	0	0	20.149	31.463	0	0	0	0	0	0	7.779	60.302	20.149	31.463	Active	Open
P35520	4coo	003	414-551	40-413	22.315	9.096	55.794	0	0	0	0	22.032	26.492	0	0	0	0	0	0	9.096	55.794	22.032	26.492	Active	Open
P35520	4coo	001	414-551	40-413	23.285	18.403	66.649	0	0	0	0	20.409	44.918	0	0	0	0	0	0	18.403	66.649	20.409	44.918	Active	Open
P35520	4coo	U100-000	414-551	40-413	18.22	3.925	25.18	0	0	0	0	3.072	39.496	0	0	0	0	0	0	3.925	25.18	3.072	39.496	Active	Open
P35520	4l0d	009	414-551	40-413	21.721	11.069	39.057	0	0	0	0	18.915	50.777	0	0	0	0	0	0	11.069	39.057	18.915	50.777	Active	Open
P35520	4l0d	002	414-551	40-413	18.703	15.558	55.258	0	0	0	0	7.193	40.468	0	0	0	0	0	0	15.558	55.258	7.193	40.468	Active	Open
P35520	4l0d	005	414-551	40-413	24.47	14.233	55.751	0	0	0	0	20.11	38.349	0	0	0	0	0	0	14.233	55.751	20.11	38.349	Active	Open
P35520	4l0d	007	414-551	40-413	21.533	14.868	74.853	0	0	0	0	16.562	47.413	0	0	0	0	0	0	14.868	74.853	16.562	47.413	Active	Open
P35520	4l0d	008	414-551	40-413	25.136	8.387	65.12	0	0	0	0	25.182	27.398	0	0	0	0	0	0	8.387	65.12	25.182	27.398	Active	Open
P35520	4l0d	006	414-551	40-413	24.782	7.413	37.734	0	0	0	0	16.013	55.416	0	0	0	0	0	0	7.413	37.734	16.013	55.416	Active	Open
P35520	4l0d	000	414-551	40-413	21.927	3.826	29.422	0	0	0	0	18.596	41.549	0	0	0	0	0	0	3.826	29.422	18.596	41.549	Active	Open
P35520	4l0d	U10-000	414-551	40-413	21.423	5.186	62.067	0	0	0	0	14.138	39.234	0	0	0	0	0	0	5.186	62.067	14.138	39.234	Active	Open
P35520	4l0d	004	414-551	40-413	22.229	7.798	61.009	0	0	0	0	20.169	31.316	0	0	0	0	0	0	7.798	61.009	20.169	31.316	Active	Open
P35520	4l0d	003	414-551	40-413	22.854	9.491	56.791	0	0	0	0	22.751	26.494	0	0	0	0	0	0	9.491	56.791	22.751	26.494	Active	Open
P35520	4l0d	001	414-551	40-413	23.394	18.64	70.151	0	0	0	0	20.394	44.829	0	0	0	0	0	0	18.64	70.151	20.394	44.829	Active	Open
P35520	4l0d	U100-000	414-551	40-413	18.31	4.081	24.022	0	0	0	0	3.177	39.801	0	0	0	0	0	0	4.081	24.022	3.177	39.801	Active	Open
P35520	4l28	009	414-551	40-413	21.44	11.004	49.024	0	0	0	0	18.832	47.825	0	0	0	0	0	0	11.004	49.024	18.832	47.825	Active	Open
P35520	4l28	002	414-551	40-413	17.967	14.395	56.001	0	0	0	0	7.35	39.111	0	0	0	0	0	0	14.395	56.001	7.35	39.111	Active	Open
P35520	4l28	005	414-551	40-413	24.454	14.912	56.86	0	0	0	0	19.916	37.695	0	0	0	0	0	0	14.912	56.86	19.916	37.695	Active	Open
P35520	4l28	007	414-551	40-413	22.205	15.234	75.591	0	0	0	0	16.578	48.408	0	0	0	0	0	0	15.234	75.591	16.578	48.408	Active	Open
P35520	4l28	008	414-551	40-413	24.968	8.791	65.978	0	0	0	0	25.056	27.079	0	0	0	0	0	0	8.791	65.978	25.056	27.079	Active	Open
P35520	4l28	006	414-551	40-413	24.13	7.14	36.397	0	0	0	0	16.212	52.748	0	0	0	0	0	0	7.14	36.397	16.212	52.748	Active	Open
P35520	4l28	000	414-551	40-413	20.391	2.938	28.746	0	0	0	0	18.172	38.526	0	0	0	0	0	0	2.938	28.746	18.172	38.526	Active	Open
P35520	4l28	U10-000	414-551	40-413	21.082	5.186	63.348	0	0	0	0	13.875	39.947	0	0	0	0	0	0	5.186	63.348	13.875	39.947	Active	Open
P35520	4l28	004	414-551	40-413	22.906	8.139	64.576	0	0	0	0	20.141	33.394	0	0	0	0	0	0	8.139	64.576	20.141	33.394	Active	Open
P35520	4l28	003	414-551	40-413	22.421	11.463	51.552	0	0	0	0	22.469	25.368	0	0	0	0	0	0	11.463	51.552	22.469	25.368	Active	Open
P35520	4l28	001	414-551	40-413	24.269	18.503	85.053	0	0	0	0	20.299	45.993	0	0	0	0	0	0	18.503	85.053	20.299	45.993	Active	Open
P35520	4l28	U100-000	414-551	40-413	16.717	3.282	25.748	0	0	0	0	3.199	36.86	0	0	0	0	0	0	3.282	25.748	3.199	36.86	Active	Open
P35520	4pcu	009	414-551	40-413	18.802	11.534	34.635	0	0	0	0	19.813	27.795	0	0	0	0	0	0	11.534	34.635	19.813	27.795	Active	Open
P35520	4pcu	002	414-551	40-413	21.294	14.987	61.471	0	0	0	0	8.71	46.294	0	0	0	0	0	0	14.987	61.471	8.71	46.294	Active	Open
P35520	4pcu	005	414-551	40-413	25.255	14.059	57.237	0	0	0	0	20.354	50.192	0	0	0	0	0	0	14.059	57.237	20.354	50.192	Active	Open
P35520	4pcu	007	414-551	40-413	18.75	14.642	72.944	0	0	0	0	17.08	25.181	0	0	0	0	0	0	14.642	72.944	17.08	25.181	Active	Open
P35520	4pcu	008	414-551	40-413	25.234	9.342	59.057	0	0	0	0	25.193	42.135	0	0	0	0	0	0	9.342	59.057	25.193	42.135	Active	Open
P35520	4pcu	006	414-551	40-413	17.37	6.945	38.637	0	0	0	0	15.676	23.331	0	0	0	0	0	0	6.945	38.637	15.676	23.331	Active	Open
P35520	4pcu	000	414-551	40-413	17.19	3.084	31.086	0	0	0	0	17.968	18.073	0	0	0	0	0	0	3.084	31.086	17.968	18.073	Active	Open
P35520	4pcu	U10-000	414-551	40-413	23.389	5.052	61.277	0	0	0	0	14.554	58.396	0	0	0	0	0	0	5.052	61.277	14.554	58.396	Active	Open
P35520	4pcu	004	414-551	40-413	21.651	8.579	57.218	0	0	0	0	20.832	35.791	0	0	0	0	0	0	8.579	57.218	20.832	35.791	Active	Open
P35520	4pcu	003	414-551	40-413	22.663	8.566	51.929	0	0	0	0	22.26	33.028	0	0	0	0	0	0	8.566	51.929	22.26	33.028	Active	Open
P35520	4pcu	001	414-551	40-413	25.661	17.776	49.974	0	0	0	0	20.749	59.549	0	0	0	0	0	0	17.776	49.974	20.749	59.549	Active	Open
P35520	4pcu	U100-000	414-551	40-413	7.816	2.948	16.57	0	0	0	0	2.751	16.348	0	0	0	0	0	0	2.948	16.57	2.751	16.348	Active	Open
P35520	7qgt	009	414-551	40-413	21.918	11.27	38.562	0	0	0	0	18.915	51.8	0	0	0	0	0	0	11.27	38.562	18.915	51.8	Active	Open
P35520	7qgt	002	414-551	40-413	18.739	15.423	55.172	0	0	0	0	7.412	41.051	0	0	0	0	0	0	15.423	55.172	7.412	41.051	Active	Open
P35520	7qgt	005	414-551	40-413	24.447	14.72	56.194	0	0	0	0	20.071	38.224	0	0	0	0	0	0	14.72	56.194	20.071	38.224	Active	Open
P35520	7qgt	007	414-551	40-413	21.741	14.831	74.378	0	0	0	0	16.642	47.846	0	0	0	0	0	0	14.831	74.378	16.642	47.846	Active	Open
P35520	7qgt	008	414-551	40-413	25.225	8.489	64.954	0	0	0	0	25.211	26.811	0	0	0	0	0	0	8.489	64.954	25.211	26.811	Active	Open
P35520	7qgt	006	414-551	40-413	24.917	7.335	37.278	0	0	0	0	16.359	55.342	0	0	0	0	0	0	7.335	37.278	16.359	55.342	Active	Open
P35520	7qgt	000	414-551	40-413	21.847	3.74	28.815	0	0	0	0	18.465	41.821	0	0	0	0	0	0	3.74	28.815	18.465	41.821	Active	Open
P35520	7qgt	U10-000	414-551	40-413	21.322	5.022	61.404	0	0	0	0	14.041	39.133	0	0	0	0	0	0	5.022	61.404	14.041	39.133	Active	Open
P35520	7qgt	004	414-551	40-413	22.165	7.805	60.402	0	0	0	0	20.111	31.642	0	0	0	0	0	0	7.805	60.402	20.111	31.642	Active	Open
P35520	7qgt	003	414-551	40-413	22.808	10.007	55.795	0	0	0	0	22.724	26.707	0	0	0	0	0	0	10.007	55.795	22.724	26.707	Active	Open
P35520	7qgt	001	414-551	40-413	23.318	19.084	86.394	0	0	0	0	20.258	43.386	0	0	0	0	0	0	19.084	86.394	20.258	43.386	Active	Open
P35520	7qgt	U100-000	414-551	40-413	18.512	4.005	24.603	0	0	0	0	3.302	40.139	0	0	0	0	0	0	4.005	24.603	3.302	40.139	Active	Open
P12931	1fmk	U10-000	249-269,151-248	84-145,524-536	6.545	0	0	2.917	13.147	2.817	14.198	0	0	2.219	3.743	4.506	45.627	0	0	2.867	13.672	3.362	24.685	Autoinhibited	Closed
P12931	1fmk	001	249-269,151-248	84-145,524-536	27.656	0	0	10.343	72.591	9.419	33.778	0	0	4.749	28.49	6.617	71.05	0	0	9.881	53.184	5.683	49.77	Autoinhibited	Closed
P12931	1fmk	006	249-269,151-248	84-145,524-536	26.114	0	0	5.801	42.772	9.046	29.712	0	0	2.222	27.507	5.881	71.861	0	0	7.423	36.242	4.051	49.684	Autoinhibited	Closed
P12931	1fmk	000	249-269,151-248	84-145,524-536	29.097	0	0	10.425	63.589	10.098	32.087	0	0	5.807	27.871	6.579	54.512	0	0	10.262	47.838	6.193	41.191	Autoinhibited	Closed
P12931	1fmk	003	249-269,151-248	84-145,524-536	32.343	0	0	10.42	61.071	9.844	49.245	0	0	9.032	39.472	6.655	85.155	0	0	10.132	55.158	7.844	62.314	Autoinhibited	Closed
P12931	1fmk	U100-001	249-269,151-248	84-145,524-536	2.972	0	0	1.92	4.352	1.288	4.362	0	0	2.157	2.025	5.383	9.182	0	0	1.604	4.357	3.77	5.604	Autoinhibited	Closed
P12931	1fmk	004	249-269,151-248	84-145,524-536	31.472	0	0	7.996	78.321	9.326	23.349	0	0	5.334	33.961	7.359	59.694	0	0	8.661	50.835	6.346	46.828	Autoinhibited	Closed
P12931	1fmk	009	249-269,151-248	84-145,524-536	23.501	0	0	7.354	48.906	13.607	29.537	0	0	2.23	31.602	5.611	69.485	0	0	10.48	39.221	3.92	50.544	Autoinhibited	Closed
P12931	1fmk	007	249-269,151-248	84-145,524-536	25.721	0	0	6.963	69.124	6.093	31.4	0	0	10.948	37.14	7.064	73.888	0	0	6.528	50.262	9.006	55.514	Autoinhibited	Closed
P12931	1fmk	002	249-269,151-248	84-145,524-536	30.527	0	0	6.888	75.709	15.766	47.503	0	0	2.173	43.757	6.399	70.495	0	0	11.327	61.606	4.286	57.126	Autoinhibited	Closed
P12931	1fmk	005	249-269,151-248	84-145,524-536	29.868	0	0	10.9	71.874	8.921	47.527	0	0	5.544	37.566	7.016	70.32	0	0	9.91	59.7	6.28	53.943	Autoinhibited	Closed
P12931	1fmk	008	249-269,151-248	84-145,524-536	28.398	0	0	10.859	60.606	6.306	33.778	0	0	5.155	40.87	5.911	70.405	0	0	8.582	47.192	5.533	55.638	Autoinhibited	Closed
P12931	1ksw	U10-000	249-269,151-248	84-145,524-536	6.28	0	0	2.667	13.219	2.646	13.963	0	0	1.351	3.623	4.082	50.098	0	0	2.656	13.591	2.716	26.86	Autoinhibited	Closed
P12931	1ksw	001	249-269,151-248	84-145,524-536	27.797	0	0	10.052	72.523	9.405	34.176	0	0	4.885	28.331	6.021	83.846	0	0	9.729	53.349	5.453	56.089	Autoinhibited	Closed
P12931	1ksw	006	249-269,151-248	84-145,524-536	26.621	0	0	5.761	43.098	9.046	29.854	0	0	1.397	27.669	5.193	77.41	0	0	7.403	36.476	3.295	52.539	Autoinhibited	Closed
P12931	1ksw	000	249-269,151-248	84-145,524-536	28.991	0	0	10.169	63.529	9.972	32.33	0	0	5.533	28.036	5.889	62.43	0	0	10.07	47.93	5.711	45.233	Autoinhibited	Closed
P12931	1ksw	003	249-269,151-248	84-145,524-536	31.756	0	0	9.917	61.188	9.79	49.778	0	0	9.245	39.803	5.867	92.467	0	0	9.854	55.483	7.556	66.135	Autoinhibited	Closed
P12931	1ksw	U100-001	249-269,151-248	84-145,524-536	3.812	0	0	1.728	4.06	1.39	4.315	0	0	1.298	1.901	5.013	41.178	0	0	1.559	4.188	3.155	21.54	Autoinhibited	Closed
P12931	1ksw	004	249-269,151-248	84-145,524-536	30.956	0	0	7.762	78.242	9.517	23.583	0	0	5.172	33.717	6.391	59.318	0	0	8.639	50.913	5.781	46.517	Autoinhibited	Closed
P12931	1ksw	009	249-269,151-248	84-145,524-536	23.017	0	0	7.21	49.03	13.55	29.261	0	0	1.369	31.788	5.346	71.573	0	0	10.38	39.145	3.357	51.68	Autoinhibited	Closed
P12931	1ksw	007	249-269,151-248	84-145,524-536	25.824	0	0	6.722	69.731	6.072	31.316	0	0	10.974	36.641	7.168	62.945	0	0	6.397	50.523	9.071	49.793	Autoinhibited	Closed
P12931	1ksw	002	249-269,151-248	84-145,524-536	30.513	0	0	6.806	75.955	15.729	47.573	0	0	1.325	43.87	6.044	79.195	0	0	11.268	61.764	3.684	61.532	Autoinhibited	Closed
P12931	1ksw	005	249-269,151-248	84-145,524-536	29.819	0	0	10.51	71.456	8.89	47.616	0	0	5.45	39.179	6.392	83.884	0	0	9.7	59.536	5.921	61.532	Autoinhibited	Closed
P12931	1ksw	008	249-269,151-248	84-145,524-536	27.954	0	0	10.628	61.015	6.265	33.882	0	0	5.486	41.492	5.704	61.764	0	0	8.447	47.448	5.595	51.628	Autoinhibited	Closed
P12931	1y57	U10-000	249-269,151-248	84-145,524-536	24.084	0	0	7.218	41.815	2.846	41.46	0	0	1.793	11.722	5.173	58.741	0	0	5.032	41.638	3.483	35.231	Autoinhibited	Closed
P12931	1y57	001	249-269,151-248	84-145,524-536	23.945	0	0	14.493	54.116	9.338	56.03	0	0	4.763	28.704	4.288	39.399	0	0	11.915	55.073	4.526	34.052	Autoinhibited	Closed
P12931	1y57	006	249-269,151-248	84-145,524-536	22.786	0	0	7.459	60.991	9.027	58.07	0	0	1.783	29.238	5.522	86.386	0	0	8.243	59.531	3.652	57.812	Autoinhibited	Closed
P12931	1y57	000	249-269,151-248	84-145,524-536	29.226	0	0	14.347	47.838	9.992	27.619	0	0	5.561	28.764	4.334	72.158	0	0	12.169	37.728	4.947	50.461	Autoinhibited	Closed
P12931	1y57	003	249-269,151-248	84-145,524-536	29.387	0	0	14.413	69.326	9.857	69.489	0	0	9.019	44.233	4.707	41.502	0	0	12.135	69.407	6.863	42.867	Autoinhibited	Closed
P12931	1y57	U100-001	249-269,151-248	84-145,524-536	24.381	0	0	7.292	41.578	1.296	39.752	0	0	1.765	10.868	3.939	69.743	0	0	4.294	40.665	2.852	40.305	Autoinhibited	Closed
P12931	1y57	004	249-269,151-248	84-145,524-536	30.046	0	0	11.234	62.041	9.377	51.778	0	0	5.46	37.604	4.854	106.472	0	0	10.306	56.909	5.157	72.038	Autoinhibited	Closed
P12931	1y57	009	249-269,151-248	84-145,524-536	23.818	0	0	6.849	60.065	13.598	59.622	0	0	1.781	33.164	5.279	69.806	0	0	10.224	59.843	3.53	51.485	Autoinhibited	Closed
P12931	1y57	007	249-269,151-248	84-145,524-536	22.407	0	0	10.166	64.027	6.092	61.933	0	0	10.818	39.876	4.607	64.885	0	0	8.129	62.98	7.713	52.38	Autoinhibited	Closed
P12931	1y57	002	249-269,151-248	84-145,524-536	27.191	0	0	8.783	46.995	15.722	74.694	0	0	1.784	41.393	4.359	28.586	0	0	12.252	60.844	3.071	34.989	Autoinhibited	Closed
P12931	1y57	005	249-269,151-248	84-145,524-536	25.976	0	0	15.025	71.229	8.943	35.864	0	0	5.552	38.662	4.148	59.817	0	0	11.984	53.546	4.85	49.239	Autoinhibited	Closed
P12931	1y57	008	249-269,151-248	84-145,524-536	24.83	0	0	15.22	40.828	6.254	66.62	0	0	5.272	39.31	4.346	78.8	0	0	10.737	53.724	4.809	59.055	Autoinhibited	Closed
P12931	2h8h	U10-000	249-269,151-248	84-145,524-536	5.089	0	0	3.04	8.913	2.782	9.415	0	0	1.189	5.276	4.303	54.827	0	0	2.911	9.164	2.746	30.051	Autoinhibited	Closed
P12931	2h8h	001	249-269,151-248	84-145,524-536	27.056	0	0	10.239	70.106	9.348	29.383	0	0	4.72	27.782	3.728	92.951	0	0	9.794	49.744	4.224	60.366	Autoinhibited	Closed
P12931	2h8h	006	249-269,151-248	84-145,524-536	26.186	0	0	5.936	41.081	9.062	25.949	0	0	1.221	27.458	4.411	81.693	0	0	7.499	33.515	2.816	54.575	Autoinhibited	Closed
P12931	2h8h	000	249-269,151-248	84-145,524-536	29.056	0	0	10.366	61.188	10.014	29.811	0	0	5.342	27.709	3.563	80.211	0	0	10.19	45.499	4.452	53.96	Autoinhibited	Closed
P12931	2h8h	003	249-269,151-248	84-145,524-536	31.253	0	0	9.796	57.906	9.762	45.882	0	0	9.03	40.183	3.106	87.733	0	0	9.779	51.894	6.068	63.958	Autoinhibited	Closed
P12931	2h8h	U100-001	249-269,151-248	84-145,524-536	3.622	0	0	1.799	3.581	1.259	4.04	0	0	1.092	3.533	4.128	25.339	0	0	1.529	3.811	2.61	14.436	Autoinhibited	Closed
P12931	2h8h	004	249-269,151-248	84-145,524-536	31.02	0	0	8.029	78.761	9.361	22.796	0	0	5.196	34.633	2.92	54.642	0	0	8.695	50.778	4.058	44.638	Autoinhibited	Closed
P12931	2h8h	009	249-269,151-248	84-145,524-536	23.698	0	0	7.259	48.277	13.588	27.658	0	0	1.232	31.857	4.162	71.854	0	0	10.424	37.968	2.697	51.855	Autoinhibited	Closed
P12931	2h8h	007	249-269,151-248	84-145,524-536	25.291	0	0	7.033	69.632	6.006	29.721	0	0	10.999	36.997	5.677	82.805	0	0	6.52	49.677	8.338	59.901	Autoinhibited	Closed
P12931	2h8h	002	249-269,151-248	84-145,524-536	30.069	0	0	6.921	74.407	15.753	44.179	0	0	1.178	43.561	3.735	98.082	0	0	11.337	59.293	2.457	70.822	Autoinhibited	Closed
P12931	2h8h	005	249-269,151-248	84-145,524-536	29.518	0	0	10.726	68.719	8.827	44.178	0	0	5.376	39.807	3.88	92.222	0	0	9.777	56.448	4.628	66.014	Autoinhibited	Closed
P12931	2h8h	008	249-269,151-248	84-145,524-536	27.675	0	0	10.873	58.818	6.248	30.695	0	0	5.326	41.077	4.008	75.334	0	0	8.56	44.757	4.667	58.206	Autoinhibited	Closed
P12931	2src	U10-000	249-269,151-248	84-145,524-536	6.542	0	0	2.921	13.503	2.66	14.265	0	0	1.314	4.977	4.032	49.924	0	0	2.79	13.884	2.673	27.45	Autoinhibited	Closed
P12931	2src	001	249-269,151-248	84-145,524-536	27.718	0	0	10.364	73.035	9.331	34.04	0	0	4.844	27.876	5.922	85.027	0	0	9.848	53.537	5.383	56.452	Autoinhibited	Closed
P12931	2src	006	249-269,151-248	84-145,524-536	26.538	0	0	5.897	43.062	9.092	29.75	0	0	1.374	27.541	5.084	75.432	0	0	7.495	36.406	3.229	51.486	Autoinhibited	Closed
P12931	2src	000	249-269,151-248	84-145,524-536	29.098	0	0	10.412	63.948	10.024	31.892	0	0	5.52	27.969	5.799	64.355	0	0	10.218	47.92	5.659	46.162	Autoinhibited	Closed
P12931	2src	003	249-269,151-248	84-145,524-536	31.795	0	0	10.364	61.299	9.767	48.571	0	0	9.239	40.009	5.691	91.89	0	0	10.066	54.935	7.465	65.95	Autoinhibited	Closed
P12931	2src	U100-001	249-269,151-248	84-145,524-536	3.817	0	0	1.843	4.107	1.403	4.545	0	0	1.257	3.218	4.859	39.499	0	0	1.623	4.326	3.058	21.358	Autoinhibited	Closed
P12931	2src	004	249-269,151-248	84-145,524-536	31.03	0	0	8.058	78.596	9.452	23.875	0	0	5.168	34.605	6.31	59.678	0	0	8.755	51.236	5.739	47.141	Autoinhibited	Closed
P12931	2src	009	249-269,151-248	84-145,524-536	23.657	0	0	7.211	49.206	13.574	30.208	0	0	1.338	31.898	5.262	69.058	0	0	10.393	39.707	3.3	50.478	Autoinhibited	Closed
P12931	2src	007	249-269,151-248	84-145,524-536	25.72	0	0	7.033	69.736	6.06	31.45	0	0	11.009	36.929	7.09	64.541	0	0	6.546	50.593	9.05	50.735	Autoinhibited	Closed
P12931	2src	002	249-269,151-248	84-145,524-536	30.52	0	0	6.881	76.133	15.781	47.174	0	0	1.284	43.723	6.022	81.882	0	0	11.331	61.653	3.653	62.803	Autoinhibited	Closed
P12931	2src	005	249-269,151-248	84-145,524-536	29.838	0	0	10.775	71.911	8.841	47.108	0	0	5.444	40.085	6.268	85.826	0	0	9.808	59.51	5.856	62.956	Autoinhibited	Closed
P12931	2src	008	249-269,151-248	84-145,524-536	28.147	0	0	10.9	60.885	6.317	33.619	0	0	5.453	41.29	5.705	62.95	0	0	8.608	47.252	5.579	52.12	Autoinhibited	Closed
P12931	4k11	U10-000	249-269,151-248	84-145,524-536	5.647	0	0	2.997	10.86	2.639	11.433	0	0	1.121	4.634	4.811	55.751	0	0	2.818	11.146	2.966	30.192	Autoinhibited	Closed
P12931	4k11	001	249-269,151-248	84-145,524-536	27.435	0	0	10.296	71.542	9.303	31.77	0	0	4.664	27.894	4.409	91.531	0	0	9.8	51.656	4.537	59.713	Autoinhibited	Closed
P12931	4k11	006	249-269,151-248	84-145,524-536	26.387	0	0	5.892	41.976	9.114	28.333	0	0	1.19	27.506	4.196	80.556	0	0	7.503	35.154	2.693	54.031	Autoinhibited	Closed
P12931	4k11	000	249-269,151-248	84-145,524-536	29.105	0	0	10.357	62.555	10.044	31.249	0	0	5.386	27.985	4.387	76.827	0	0	10.2	46.902	4.886	52.406	Autoinhibited	Closed
P12931	4k11	003	249-269,151-248	84-145,524-536	31.52	0	0	9.799	58.938	9.734	47.55	0	0	9.167	39.945	4.611	87.355	0	0	9.767	53.244	6.889	63.65	Autoinhibited	Closed
P12931	4k11	U100-001	249-269,151-248	84-145,524-536	3.706	0	0	1.745	3.782	1.25	3.972	0	0	1.031	2.783	4.315	23.258	0	0	1.498	3.877	2.673	13.021	Autoinhibited	Closed
P12931	4k11	004	249-269,151-248	84-145,524-536	31.002	0	0	8.008	78.719	9.438	22.824	0	0	5.095	34.476	4.638	54.95	0	0	8.723	50.771	4.867	44.713	Autoinhibited	Closed
P12931	4k11	009	249-269,151-248	84-145,524-536	23.425	0	0	7.171	48.134	13.664	28.305	0	0	1.163	31.808	3.995	74.216	0	0	10.418	38.219	2.579	53.012	Autoinhibited	Closed
P12931	4k11	007	249-269,151-248	84-145,524-536	25.539	0	0	6.995	69.32	6.015	30.294	0	0	11.033	36.981	5.508	80.319	0	0	6.505	49.807	8.271	58.65	Autoinhibited	Closed
P12931	4k11	002	249-269,151-248	84-145,524-536	30.275	0	0	6.85	75.368	15.772	46.017	0	0	1.122	43.779	4.461	96.148	0	0	11.311	60.692	2.792	69.963	Autoinhibited	Closed
P12931	4k11	005	249-269,151-248	84-145,524-536	29.776	0	0	10.722	70.371	8.838	46.191	0	0	5.352	39.775	4.566	90.198	0	0	9.78	58.281	4.959	64.986	Autoinhibited	Closed
P12931	4k11	008	249-269,151-248	84-145,524-536	27.891	0	0	10.851	59.945	6.259	31.959	0	0	5.316	41.334	4.423	73.004	0	0	8.555	45.952	4.87	57.169	Autoinhibited	Closed
P12931	7yqe	U10-000	249-269,151-248	84-145,524-536	2.915	0	0	-1	-1	2.801	3.484	0	0	1.367	7.434	-1	-1	0	0	2.801	3.484	1.367	7.434	Autoinhibited	Closed
P12931	7yqe	001	249-269,151-248	84-145,524-536	8.779	0	0	-1	-1	9.338	8.488	0	0	4.86	12.32	-1	-1	0	0	9.338	8.488	4.86	12.32	Autoinhibited	Closed
P12931	7yqe	006	249-269,151-248	84-145,524-536	8.441	0	0	-1	-1	8.745	16.14	0	0	1.377	13.952	-1	-1	0	0	8.745	16.14	1.377	13.952	Autoinhibited	Closed
P12931	7yqe	000	249-269,151-248	84-145,524-536	12.131	0	0	-1	-1	9.752	17.906	0	0	5.549	21.987	-1	-1	0	0	9.752	17.906	5.549	21.987	Autoinhibited	Closed
P12931	7yqe	003	249-269,151-248	84-145,524-536	14.331	0	0	-1	-1	9.673	38.749	0	0	9.234	39.022	-1	-1	0	0	9.673	38.749	9.234	39.022	Autoinhibited	Closed
P12931	7yqe	U100-001	249-269,151-248	84-145,524-536	2.316	0	0	-1	-1	1.265	3.773	0	0	1.32	6.675	-1	-1	0	0	1.265	3.773	1.32	6.675	Autoinhibited	Closed
P12931	7yqe	004	249-269,151-248	84-145,524-536	8.762	0	0	-1	-1	8.824	11.152	0	0	5.258	18.706	-1	-1	0	0	8.824	11.152	5.258	18.706	Autoinhibited	Closed
P12931	7yqe	009	249-269,151-248	84-145,524-536	11.723	0	0	-1	-1	13.389	18.67	0	0	1.375	18.728	-1	-1	0	0	13.389	18.67	1.375	18.728	Autoinhibited	Closed
P12931	7yqe	007	249-269,151-248	84-145,524-536	13.31	0	0	-1	-1	5.411	21.614	0	0	11.087	31.941	-1	-1	0	0	5.411	21.614	11.087	31.941	Autoinhibited	Closed
P12931	7yqe	002	249-269,151-248	84-145,524-536	13.584	0	0	-1	-1	15.078	38.524	0	0	1.307	33.241	-1	-1	0	0	15.078	38.524	1.307	33.241	Autoinhibited	Closed
P12931	7yqe	005	249-269,151-248	84-145,524-536	13.456	0	0	-1	-1	8.563	33.498	0	0	5.435	34.955	-1	-1	0	0	8.563	33.498	5.435	34.955	Autoinhibited	Closed
P12931	7yqe	008	249-269,151-248	84-145,524-536	11.668	0	0	-1	-1	5.787	18.303	0	0	5.41	30.932	-1	-1	0	0	5.787	18.303	5.41	30.932	Autoinhibited	Closed
Q8NQJ3	2kb3	003	1-40	68-117	16.567	15.704	23.308	0	0	0	0	7.714	34.687	0	0	0	0	0	0	15.704	23.308	7.714	34.687	Autoinhibited	Closed
Q8NQJ3	2kb3	004	1-40	68-117	22.434	21.468	23.098	0	0	0	0	6.643	43.474	0	0	0	0	0	0	21.468	23.098	6.643	43.474	Autoinhibited	Closed
Q8NQJ3	2kb3	001	1-40	68-117	13.113	15.231	18.56	0	0	0	0	9.399	26.432	0	0	0	0	0	0	15.231	18.56	9.399	26.432	Autoinhibited	Closed
Q8NQJ3	2kb3	000	1-40	68-117	30.02	20.854	54.876	0	0	0	0	2.502	58.822	0	0	0	0	0	0	20.854	54.876	2.502	58.822	Autoinhibited	Closed
Q8NQJ3	2kb3	005	1-40	68-117	15.164	13.849	23.315	0	0	0	0	8.205	26.909	0	0	0	0	0	0	13.849	23.315	8.205	26.909	Autoinhibited	Closed
Q8NQJ3	2kb3	U10-000	1-40	68-117	27.328	24.091	53.435	0	0	0	0	2.535	53.749	0	0	0	0	0	0	24.091	53.435	2.535	53.749	Autoinhibited	Closed
Q8NQJ3	2kb3	U100-000	1-40	68-117	30.785	19.499	56.78	0	0	0	0	2.571	60.446	0	0	0	0	0	0	19.499	56.78	2.571	60.446	Autoinhibited	Closed
Q8NQJ3	2kb3	006	1-40	68-117	15.354	12.573	26.697	0	0	0	0	6.306	33.647	0	0	0	0	0	0	12.573	26.697	6.306	33.647	Autoinhibited	Closed
Q8NQJ3	2kb3	002	1-40	68-117	17.767	13.685	32.828	0	0	0	0	9.111	38.366	0	0	0	0	0	0	13.685	32.828	9.111	38.366	Autoinhibited	Closed
Q8NQJ3	2kb3	009	1-40	68-117	24.502	18.296	43.327	0	0	0	0	7.421	48.055	0	0	0	0	0	0	18.296	43.327	7.421	48.055	Autoinhibited	Closed
