gene_name	uniprot	protein_length	region_1	region_2	pdb	chain	af_filename	gt_fn
FGFR1	P11362	822.0	120-149	158-246,478-767	4rwk	A	F-P11362-F1-model_v3.cif	4rwk.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	4rwl	A	F-P11362-F1-model_v3.cif	4rwl.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	4uwb	A	F-P11362-F1-model_v3.cif	4uwb.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	4uwc	A	F-P11362-F1-model_v3.cif	4uwc.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	4uwy	A	F-P11362-F1-model_v3.cif	4uwy.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	4v01	A	F-P11362-F1-model_v3.cif	4v01.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	4wun	A	F-P11362-F1-model_v3.cif	4wun.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	4zsa	A	F-P11362-F1-model_v3.cif	4zsa.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	5a46	A	F-P11362-F1-model_v3.cif	5a46.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	5a4c	A	F-P11362-F1-model_v3.cif	5a4c.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	5am6	A	F-P11362-F1-model_v3.cif	5am6.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	5am7	A	F-P11362-F1-model_v3.cif	5am7.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	5b7v	A	F-P11362-F1-model_v3.cif	5b7v.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	5ew8	A	F-P11362-F1-model_v3.cif	5ew8.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	5flf	A	F-P11362-F1-model_v3.cif	5flf.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	5o49	A	F-P11362-F1-model_v3.cif	5o49.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	5o4a	A	F-P11362-F1-model_v3.cif	5o4a.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	5uq0	A	F-P11362-F1-model_v3.cif	5uq0.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	5ur1	A	F-P11362-F1-model_v3.cif	5ur1.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	5vnd	A	F-P11362-F1-model_v3.cif	5vnd.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	5w21	C	F-P11362-F1-model_v3.cif	5w21.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	5w59	B	F-P11362-F1-model_v3.cif	5w59.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	5z0s	A	F-P11362-F1-model_v3.cif	5z0s.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	5zv2	A	F-P11362-F1-model_v3.cif	5zv2.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	6c18	A	F-P11362-F1-model_v3.cif	6c18.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	6c19	A	F-P11362-F1-model_v3.cif	6c19.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	6c1b	A	F-P11362-F1-model_v3.cif	6c1b.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	6c1c	A	F-P11362-F1-model_v3.cif	6c1c.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	6c1o	A	F-P11362-F1-model_v3.cif	6c1o.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	6itj	A	F-P11362-F1-model_v3.cif	6itj.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	6mzq	A	F-P11362-F1-model_v3.cif	6mzq.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	6mzw	A	F-P11362-F1-model_v3.cif	6mzw.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	6nvl	A	F-P11362-F1-model_v3.cif	6nvl.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	6p68	A	F-P11362-F1-model_v3.cif	6p68.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	6p69	A	F-P11362-F1-model_v3.cif	6p69.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	7ozb	A	F-P11362-F1-model_v3.cif	7ozb.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	7ozd	A	F-P11362-F1-model_v3.cif	7ozd.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	7ozf	A	F-P11362-F1-model_v3.cif	7ozf.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	7tnh	A	F-P11362-F1-model_v3.cif	7tnh.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	7wcl	A	F-P11362-F1-model_v3.cif	7wcl.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	7ysh	C	F-P11362-F1-model_v3.cif	7ysh.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	8jmz	A	F-P11362-F1-model_v3.cif	8jmz.cif
FGFR1	P11362	822.0	120-149	158-246,478-767	8xlo	A	F-P11362-F1-model_v3.cif	8xlo.cif
PTPN11	Q06124	593.0	3-104	247-517	2shp	A	F-Q06124-F1-model_v3.cif	2shp.cif
PTPN11	Q06124	593.0	3-104	247-517	3b7o	A	F-Q06124-F1-model_v3.cif	3b7o.cif
PTPN11	Q06124	593.0	3-104	247-517	3mow	A	F-Q06124-F1-model_v3.cif	3mow.cif
PTPN11	Q06124	593.0	3-104	247-517	3o5x	A	F-Q06124-F1-model_v3.cif	3o5x.cif
PTPN11	Q06124	593.0	3-104	247-517	3tkz	A	F-Q06124-F1-model_v3.cif	3tkz.cif
PTPN11	Q06124	593.0	3-104	247-517	3tl0	A	F-Q06124-F1-model_v3.cif	3tl0.cif
PTPN11	Q06124	593.0	3-104	247-517	3zm0	A	F-Q06124-F1-model_v3.cif	3zm0.cif
PTPN11	Q06124	593.0	3-104	247-517	3zm1	A	F-Q06124-F1-model_v3.cif	3zm1.cif
PTPN11	Q06124	593.0	3-104	247-517	3zm2	A	F-Q06124-F1-model_v3.cif	3zm2.cif
PTPN11	Q06124	593.0	3-104	247-517	3zm3	A	F-Q06124-F1-model_v3.cif	3zm3.cif
PTPN11	Q06124	593.0	3-104	247-517	4dgp	A	F-Q06124-F1-model_v3.cif	4dgp.cif
PTPN11	Q06124	593.0	3-104	247-517	4dgx	A	F-Q06124-F1-model_v3.cif	4dgx.cif
PTPN11	Q06124	593.0	3-104	247-517	4gwf	A	F-Q06124-F1-model_v3.cif	4gwf.cif
PTPN11	Q06124	593.0	3-104	247-517	4h1o	A	F-Q06124-F1-model_v3.cif	4h1o.cif
PTPN11	Q06124	593.0	3-104	247-517	4h34	A	F-Q06124-F1-model_v3.cif	4h34.cif
PTPN11	Q06124	593.0	3-104	247-517	4je4	A	F-Q06124-F1-model_v3.cif	4je4.cif
PTPN11	Q06124	593.0	3-104	247-517	4jeg	A	F-Q06124-F1-model_v3.cif	4jeg.cif
PTPN11	Q06124	593.0	3-104	247-517	4jmg	B	F-Q06124-F1-model_v3.cif	4jmg.cif
PTPN11	Q06124	593.0	3-104	247-517	4nwf	A	F-Q06124-F1-model_v3.cif	4nwf.cif
PTPN11	Q06124	593.0	3-104	247-517	4nwg	A	F-Q06124-F1-model_v3.cif	4nwg.cif
PTPN11	Q06124	593.0	3-104	247-517	4ohd	A	F-Q06124-F1-model_v3.cif	4ohd.cif
PTPN11	Q06124	593.0	3-104	247-517	4ohe	A	F-Q06124-F1-model_v3.cif	4ohe.cif
PTPN11	Q06124	593.0	3-104	247-517	4ohh	A	F-Q06124-F1-model_v3.cif	4ohh.cif
PTPN11	Q06124	593.0	3-104	247-517	4ohi	A	F-Q06124-F1-model_v3.cif	4ohi.cif
PTPN11	Q06124	593.0	3-104	247-517	4ohl	A	F-Q06124-F1-model_v3.cif	4ohl.cif
PTPN11	Q06124	593.0	3-104	247-517	4pvg	A	F-Q06124-F1-model_v3.cif	4pvg.cif
PTPN11	Q06124	593.0	3-104	247-517	4qsy	A	F-Q06124-F1-model_v3.cif	4qsy.cif
PTPN11	Q06124	593.0	3-104	247-517	4rdd	A	F-Q06124-F1-model_v3.cif	4rdd.cif
PTPN11	Q06124	593.0	3-104	247-517	5bk8	A	F-Q06124-F1-model_v3.cif	5bk8.cif
PTPN11	Q06124	593.0	3-104	247-517	5df6	A	F-Q06124-F1-model_v3.cif	5df6.cif
PTPN11	Q06124	593.0	3-104	247-517	5ehp	A	F-Q06124-F1-model_v3.cif	5ehp.cif
PTPN11	Q06124	593.0	3-104	247-517	5ehr	A	F-Q06124-F1-model_v3.cif	5ehr.cif
PTPN11	Q06124	593.0	3-104	247-517	5i6v	A	F-Q06124-F1-model_v3.cif	5i6v.cif
PTPN11	Q06124	593.0	3-104	247-517	5ibm	A	F-Q06124-F1-model_v3.cif	5ibm.cif
PTPN11	Q06124	593.0	3-104	247-517	5ibs	A	F-Q06124-F1-model_v3.cif	5ibs.cif
PTPN11	Q06124	593.0	3-104	247-517	5x7b	A	F-Q06124-F1-model_v3.cif	5x7b.cif
PTPN11	Q06124	593.0	3-104	247-517	5x94	A	F-Q06124-F1-model_v3.cif	5x94.cif
PTPN11	Q06124	593.0	3-104	247-517	5xzr	A	F-Q06124-F1-model_v3.cif	5xzr.cif
PTPN11	Q06124	593.0	3-104	247-517	6atd	A	F-Q06124-F1-model_v3.cif	6atd.cif
PTPN11	Q06124	593.0	3-104	247-517	6bmr	A	F-Q06124-F1-model_v3.cif	6bmr.cif
PTPN11	Q06124	593.0	3-104	247-517	6bmu	A	F-Q06124-F1-model_v3.cif	6bmu.cif
PTPN11	Q06124	593.0	3-104	247-517	6bmv	A	F-Q06124-F1-model_v3.cif	6bmv.cif
PTPN11	Q06124	593.0	3-104	247-517	6bmw	A	F-Q06124-F1-model_v3.cif	6bmw.cif
PTPN11	Q06124	593.0	3-104	247-517	6bmx	A	F-Q06124-F1-model_v3.cif	6bmx.cif
PTPN11	Q06124	593.0	3-104	247-517	6bmy	A	F-Q06124-F1-model_v3.cif	6bmy.cif
PTPN11	Q06124	593.0	3-104	247-517	6bn5	A	F-Q06124-F1-model_v3.cif	6bn5.cif
PTPN11	Q06124	593.0	3-104	247-517	6cmp	A	F-Q06124-F1-model_v3.cif	6cmp.cif
PTPN11	Q06124	593.0	3-104	247-517	6cmq	A	F-Q06124-F1-model_v3.cif	6cmq.cif
PTPN11	Q06124	593.0	3-104	247-517	6cmr	A	F-Q06124-F1-model_v3.cif	6cmr.cif
PTPN11	Q06124	593.0	3-104	247-517	6cms	A	F-Q06124-F1-model_v3.cif	6cms.cif
PTPN11	Q06124	593.0	3-104	247-517	6crf	A	F-Q06124-F1-model_v3.cif	6crf.cif
PTPN11	Q06124	593.0	3-104	247-517	6crg	A	F-Q06124-F1-model_v3.cif	6crg.cif
PTPN11	Q06124	593.0	3-104	247-517	6md7	A	F-Q06124-F1-model_v3.cif	6md7.cif
PTPN11	Q06124	593.0	3-104	247-517	6md9	A	F-Q06124-F1-model_v3.cif	6md9.cif
PTPN11	Q06124	593.0	3-104	247-517	6mda	A	F-Q06124-F1-model_v3.cif	6mda.cif
PTPN11	Q06124	593.0	3-104	247-517	6mdb	A	F-Q06124-F1-model_v3.cif	6mdb.cif
PTPN11	Q06124	593.0	3-104	247-517	6mdc	A	F-Q06124-F1-model_v3.cif	6mdc.cif
PTPN11	Q06124	593.0	3-104	247-517	6mdd	A	F-Q06124-F1-model_v3.cif	6mdd.cif
PTPN11	Q06124	593.0	3-104	247-517	6r5g	A	F-Q06124-F1-model_v3.cif	6r5g.cif
PTPN11	Q06124	593.0	3-104	247-517	6roy	A	F-Q06124-F1-model_v3.cif	6roy.cif
PTPN11	Q06124	593.0	3-104	247-517	6roz	A	F-Q06124-F1-model_v3.cif	6roz.cif
PTPN11	Q06124	593.0	3-104	247-517	6wu8	A	F-Q06124-F1-model_v3.cif	6wu8.cif
PTPN11	Q06124	593.0	3-104	247-517	7emn	A	F-Q06124-F1-model_v3.cif	7emn.cif
PTPN11	Q06124	593.0	3-104	247-517	7jvm	A	F-Q06124-F1-model_v3.cif	7jvm.cif
PTPN11	Q06124	593.0	3-104	247-517	7jvn	A	F-Q06124-F1-model_v3.cif	7jvn.cif
PTPN11	Q06124	593.0	3-104	247-517	7ppl	A	F-Q06124-F1-model_v3.cif	7ppl.cif
PTPN11	Q06124	593.0	3-104	247-517	7ppm	A	F-Q06124-F1-model_v3.cif	7ppm.cif
PTPN11	Q06124	593.0	3-104	247-517	7ppn	A	F-Q06124-F1-model_v3.cif	7ppn.cif
PTPN11	Q06124	593.0	3-104	247-517	7r75	A	F-Q06124-F1-model_v3.cif	7r75.cif
PTPN11	Q06124	593.0	3-104	247-517	7r7d	A	F-Q06124-F1-model_v3.cif	7r7d.cif
PTPN11	Q06124	593.0	3-104	247-517	7r7i	A	F-Q06124-F1-model_v3.cif	7r7i.cif
PTPN11	Q06124	593.0	3-104	247-517	7r7l	A	F-Q06124-F1-model_v3.cif	7r7l.cif
PTPN11	Q06124	593.0	3-104	247-517	7rct	A	F-Q06124-F1-model_v3.cif	7rct.cif
PTPN11	Q06124	593.0	3-104	247-517	7tvj	A	F-Q06124-F1-model_v3.cif	7tvj.cif
PTPN11	Q06124	593.0	3-104	247-517	7vxg	A	F-Q06124-F1-model_v3.cif	7vxg.cif
PTPN11	Q06124	593.0	3-104	247-517	7xhq	A	F-Q06124-F1-model_v3.cif	7xhq.cif
PTPN11	Q06124	593.0	3-104	247-517	8b5y	A	F-Q06124-F1-model_v3.cif	8b5y.cif
PTPN11	Q06124	593.0	3-104	247-517	8cbh	A	F-Q06124-F1-model_v3.cif	8cbh.cif
PTPN11	Q06124	593.0	3-104	247-517	8gww	A	F-Q06124-F1-model_v3.cif	8gww.cif
PTPN11	Q06124	593.0	3-104	247-517	8rzw	A	F-Q06124-F1-model_v3.cif	8rzw.cif
PTPN11	Q06124	593.0	3-104	247-517	8rzy	A	F-Q06124-F1-model_v3.cif	8rzy.cif
PTPN11	Q06124	593.0	3-104	247-517	8s01	A	F-Q06124-F1-model_v3.cif	8s01.cif
PTPN11	Q06124	593.0	3-104	247-517	8s04	A	F-Q06124-F1-model_v3.cif	8s04.cif
PTPN11	Q06124	593.0	3-104	247-517	8s06	A	F-Q06124-F1-model_v3.cif	8s06.cif
PTPN11	Q06124	593.0	3-104	247-517	8s07	A	F-Q06124-F1-model_v3.cif	8s07.cif
PTPN11	Q06124	593.0	3-104	247-517	8s0h	A	F-Q06124-F1-model_v3.cif	8s0h.cif
PTPN11	Q06124	593.0	3-104	247-517	8s0i	A	F-Q06124-F1-model_v3.cif	8s0i.cif
PTPN11	Q06124	593.0	3-104	247-517	8s0j	A	F-Q06124-F1-model_v3.cif	8s0j.cif
PTPN11	Q06124	593.0	3-104	247-517	8s0k	A	F-Q06124-F1-model_v3.cif	8s0k.cif
PTPN11	Q06124	593.0	3-104	247-517	8s0o	A	F-Q06124-F1-model_v3.cif	8s0o.cif
PTPN11	Q06124	593.0	3-104	247-517	8s0p	A	F-Q06124-F1-model_v3.cif	8s0p.cif
PTPN11	Q06124	593.0	3-104	247-517	8s0q	A	F-Q06124-F1-model_v3.cif	8s0q.cif
PTPN11	Q06124	593.0	3-104	247-517	8s0s	A	F-Q06124-F1-model_v3.cif	8s0s.cif
PTPN11	Q06124	593.0	3-104	247-517	8t6d	A	F-Q06124-F1-model_v3.cif	8t6d.cif
PTPN11	Q06124	593.0	3-104	247-517	8t6g	A	F-Q06124-F1-model_v3.cif	8t6g.cif
PTPN11	Q06124	593.0	3-104	247-517	8t7q	A	F-Q06124-F1-model_v3.cif	8t7q.cif
PTPN11	Q06124	593.0	3-104	247-517	8t8q	A	F-Q06124-F1-model_v3.cif	8t8q.cif
PTPN11	Q06124	593.0	3-104	247-517	8u7w	A	F-Q06124-F1-model_v3.cif	8u7w.cif
PTPN11	Q06124	593.0	3-104	247-517	8u7x	A	F-Q06124-F1-model_v3.cif	8u7x.cif
PTPN11	Q06124	593.0	3-104	247-517	8wfy	A	F-Q06124-F1-model_v3.cif	8wfy.cif
PTPN11	Q06124	593.0	3-104	247-517	9blg	A	F-Q06124-F1-model_v3.cif	9blg.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1a07	A	F-P12931-F1-model_v3.cif	1a07.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1a08	A	F-P12931-F1-model_v3.cif	1a08.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1a09	A	F-P12931-F1-model_v3.cif	1a09.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1a1a	A	F-P12931-F1-model_v3.cif	1a1a.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1a1b	A	F-P12931-F1-model_v3.cif	1a1b.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1a1c	A	F-P12931-F1-model_v3.cif	1a1c.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1a1e	A	F-P12931-F1-model_v3.cif	1a1e.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1fmk	A	F-P12931-F1-model_v3.cif	1fmk.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1hcs	B	F-P12931-F1-model_v3.cif	1hcs.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1hct	B	F-P12931-F1-model_v3.cif	1hct.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1ksw	A	F-P12931-F1-model_v3.cif	1ksw.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o41	A	F-P12931-F1-model_v3.cif	1o41.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o42	A	F-P12931-F1-model_v3.cif	1o42.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o43	A	F-P12931-F1-model_v3.cif	1o43.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o44	A	F-P12931-F1-model_v3.cif	1o44.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o45	A	F-P12931-F1-model_v3.cif	1o45.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o46	A	F-P12931-F1-model_v3.cif	1o46.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o47	A	F-P12931-F1-model_v3.cif	1o47.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o48	A	F-P12931-F1-model_v3.cif	1o48.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o49	A	F-P12931-F1-model_v3.cif	1o49.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o4a	A	F-P12931-F1-model_v3.cif	1o4a.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o4b	A	F-P12931-F1-model_v3.cif	1o4b.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o4c	A	F-P12931-F1-model_v3.cif	1o4c.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o4d	A	F-P12931-F1-model_v3.cif	1o4d.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o4e	A	F-P12931-F1-model_v3.cif	1o4e.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o4f	A	F-P12931-F1-model_v3.cif	1o4f.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o4g	A	F-P12931-F1-model_v3.cif	1o4g.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o4h	A	F-P12931-F1-model_v3.cif	1o4h.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o4i	A	F-P12931-F1-model_v3.cif	1o4i.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o4j	A	F-P12931-F1-model_v3.cif	1o4j.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o4k	A	F-P12931-F1-model_v3.cif	1o4k.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o4l	A	F-P12931-F1-model_v3.cif	1o4l.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o4m	A	F-P12931-F1-model_v3.cif	1o4m.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o4n	A	F-P12931-F1-model_v3.cif	1o4n.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o4o	A	F-P12931-F1-model_v3.cif	1o4o.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o4p	A	F-P12931-F1-model_v3.cif	1o4p.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o4q	A	F-P12931-F1-model_v3.cif	1o4q.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1o4r	A	F-P12931-F1-model_v3.cif	1o4r.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1shd	A	F-P12931-F1-model_v3.cif	1shd.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1y57	A	F-P12931-F1-model_v3.cif	1y57.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1yi6	A	F-P12931-F1-model_v3.cif	1yi6.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1yoj	A	F-P12931-F1-model_v3.cif	1yoj.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1yol	A	F-P12931-F1-model_v3.cif	1yol.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	1yom	A	F-P12931-F1-model_v3.cif	1yom.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	2bdf	A	F-P12931-F1-model_v3.cif	2bdf.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	2bdj	A	F-P12931-F1-model_v3.cif	2bdj.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	2h8h	A	F-P12931-F1-model_v3.cif	2h8h.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	2src	A	F-P12931-F1-model_v3.cif	2src.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	3vro	B	F-P12931-F1-model_v3.cif	3vro.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	3zmp	C	F-P12931-F1-model_v3.cif	3zmp.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	3zmq	B	F-P12931-F1-model_v3.cif	3zmq.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	4f59	A	F-P12931-F1-model_v3.cif	4f59.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	4f5a	A	F-P12931-F1-model_v3.cif	4f5a.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	4f5b	A	F-P12931-F1-model_v3.cif	4f5b.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	4hxj	A	F-P12931-F1-model_v3.cif	4hxj.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	4k11	A	F-P12931-F1-model_v3.cif	4k11.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	4mxo	A	F-P12931-F1-model_v3.cif	4mxo.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	4mxx	A	F-P12931-F1-model_v3.cif	4mxx.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	4mxy	A	F-P12931-F1-model_v3.cif	4mxy.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	4mxz	A	F-P12931-F1-model_v3.cif	4mxz.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	6ate	A	F-P12931-F1-model_v3.cif	6ate.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	6c4s	A	F-P12931-F1-model_v3.cif	6c4s.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	6e6e	A	F-P12931-F1-model_v3.cif	6e6e.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	7ng7	A	F-P12931-F1-model_v3.cif	7ng7.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	7ote	A	F-P12931-F1-model_v3.cif	7ote.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	7t1u	A	F-P12931-F1-model_v3.cif	7t1u.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	7yqe	A	F-P12931-F1-model_v3.cif	7yqe.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	8gwh	B	F-P12931-F1-model_v3.cif	8gwh.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	8haq	A	F-P12931-F1-model_v3.cif	8haq.cif
SRC	P12931	536.0	249-269,151-248	84-145,524-536	8jf3	A	F-P12931-F1-model_v3.cif	8jf3.cif
PMAIP1	P00782	382.0	1-77	112-381	1a2q	A	F-P00782-F1-model_v3.cif	1a2q.cif
PMAIP1	P00782	382.0	1-77	112-381	1ak9	A	F-P00782-F1-model_v3.cif	1ak9.cif
PMAIP1	P00782	382.0	1-77	112-381	1aqn	A	F-P00782-F1-model_v3.cif	1aqn.cif
PMAIP1	P00782	382.0	1-77	112-381	1au9	A	F-P00782-F1-model_v3.cif	1au9.cif
PMAIP1	P00782	382.0	1-77	112-381	1dui	A	F-P00782-F1-model_v3.cif	1dui.cif
PMAIP1	P00782	382.0	1-77	112-381	1gns	A	F-P00782-F1-model_v3.cif	1gns.cif
PMAIP1	P00782	382.0	1-77	112-381	1gnv	A	F-P00782-F1-model_v3.cif	1gnv.cif
PMAIP1	P00782	382.0	1-77	112-381	1lw6	A	F-P00782-F1-model_v3.cif	1lw6.cif
PMAIP1	P00782	382.0	1-77	112-381	1s01	A	F-P00782-F1-model_v3.cif	1s01.cif
PMAIP1	P00782	382.0	1-77	112-381	1s02	A	F-P00782-F1-model_v3.cif	1s02.cif
PMAIP1	P00782	382.0	1-77	112-381	1sbh	A	F-P00782-F1-model_v3.cif	1sbh.cif
PMAIP1	P00782	382.0	1-77	112-381	1sbi	A	F-P00782-F1-model_v3.cif	1sbi.cif
PMAIP1	P00782	382.0	1-77	112-381	1sbn	A	F-P00782-F1-model_v3.cif	1sbn.cif
PMAIP1	P00782	382.0	1-77	112-381	1sbt	A	F-P00782-F1-model_v3.cif	1sbt.cif
PMAIP1	P00782	382.0	1-77	112-381	1sib	A	F-P00782-F1-model_v3.cif	1sib.cif
PMAIP1	P00782	382.0	1-77	112-381	1spb	A	F-P00782-F1-model_v3.cif	1spb.cif
PMAIP1	P00782	382.0	1-77	112-381	1st2	A	F-P00782-F1-model_v3.cif	1st2.cif
PMAIP1	P00782	382.0	1-77	112-381	1sua	A	F-P00782-F1-model_v3.cif	1sua.cif
PMAIP1	P00782	382.0	1-77	112-381	1sub	A	F-P00782-F1-model_v3.cif	1sub.cif
PMAIP1	P00782	382.0	1-77	112-381	1suc	A	F-P00782-F1-model_v3.cif	1suc.cif
PMAIP1	P00782	382.0	1-77	112-381	1sud	A	F-P00782-F1-model_v3.cif	1sud.cif
PMAIP1	P00782	382.0	1-77	112-381	1sue	A	F-P00782-F1-model_v3.cif	1sue.cif
PMAIP1	P00782	382.0	1-77	112-381	1sup	A	F-P00782-F1-model_v3.cif	1sup.cif
PMAIP1	P00782	382.0	1-77	112-381	1tm1	A	F-P00782-F1-model_v3.cif	1tm1.cif
PMAIP1	P00782	382.0	1-77	112-381	1tm3	A	F-P00782-F1-model_v3.cif	1tm3.cif
PMAIP1	P00782	382.0	1-77	112-381	1tm4	A	F-P00782-F1-model_v3.cif	1tm4.cif
PMAIP1	P00782	382.0	1-77	112-381	1tm5	A	F-P00782-F1-model_v3.cif	1tm5.cif
PMAIP1	P00782	382.0	1-77	112-381	1tm7	A	F-P00782-F1-model_v3.cif	1tm7.cif
PMAIP1	P00782	382.0	1-77	112-381	1tmg	A	F-P00782-F1-model_v3.cif	1tmg.cif
PMAIP1	P00782	382.0	1-77	112-381	1to1	A	F-P00782-F1-model_v3.cif	1to1.cif
PMAIP1	P00782	382.0	1-77	112-381	1to2	A	F-P00782-F1-model_v3.cif	1to2.cif
PMAIP1	P00782	382.0	1-77	112-381	1ubn	A	F-P00782-F1-model_v3.cif	1ubn.cif
