uniprot	region_1	region_2	mean_pae_1_1	mean_pae_1_2	mean_pae_2_2	af_filename	cluster	cf_filename	complex_mean_plddt	r1_mean_plddt	r2_mean_plddt
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	U10-008	A0A3B6UEQ0_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	66.763	84.965	57.984
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	078	A0A3B6UEQ0_078_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	49.639	66.292	33.684
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	024	A0A3B6UEQ0_024_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	52.217	70.384	33.04
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	002	A0A3B6UEQ0_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	68.591	76.313	48.443
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	U10-001	A0A3B6UEQ0_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	68.487	86.596	65.477
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	107	A0A3B6UEQ0_107_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	47.932	60.637	35.933
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	020	A0A3B6UEQ0_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	64.775	87.808	42.483
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	006	A0A3B6UEQ0_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	57.016	68.38	29.144
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	112	A0A3B6UEQ0_112_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	54.273	69.971	39.812
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	057	A0A3B6UEQ0_057_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	79.491	93.491	88.963
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	125	A0A3B6UEQ0_125_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	50.566	62.02	33.044
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	U10-005	A0A3B6UEQ0_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	70.328	87.834	66.618
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	013	A0A3B6UEQ0_013_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	54.148	60.944	34.36
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	046	A0A3B6UEQ0_046_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	50.02	67.77	33.324
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	042	A0A3B6UEQ0_042_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	58.044	82.219	34.232
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	083	A0A3B6UEQ0_083_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	45.14	61.908	27.228
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	053	A0A3B6UEQ0_053_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	49.672	66.56	29.783
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	031	A0A3B6UEQ0_031_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	49.09	66.156	32.307
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	075	A0A3B6UEQ0_075_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	78.508	86.508	72.298
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	064	A0A3B6UEQ0_064_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	52.354	68.808	37.809
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	116	A0A3B6UEQ0_116_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	46.588	58.066	31.978
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	029	A0A3B6UEQ0_029_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	62.997	83.328	51.989
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	060	A0A3B6UEQ0_060_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	39.129	52.802	28.49
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	U10-003	A0A3B6UEQ0_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	70.085	88.8	65.784
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	105	A0A3B6UEQ0_105_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	53.538	73.056	29.813
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	004	A0A3B6UEQ0_004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	60.449	69.867	32.397
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	000	A0A3B6UEQ0_000_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	62.371	76.028	37.211
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	090	A0A3B6UEQ0_090_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	54.426	71.5	39.031
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	110	A0A3B6UEQ0_110_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	45.351	59.526	28.907
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	051	A0A3B6UEQ0_051_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	47.135	57.927	34.747
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	081	A0A3B6UEQ0_081_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	55.719	73.656	38.939
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	073	A0A3B6UEQ0_073_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	55.024	70.621	39.144
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	127	A0A3B6UEQ0_127_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	50.838	64.058	40.484
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	U100-002	A0A3B6UEQ0_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	86.973	94.871	95.063
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	037	A0A3B6UEQ0_037_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	55.668	70.006	36.982
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	108	A0A3B6UEQ0_108_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	49.355	66.095	31.101
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	088	A0A3B6UEQ0_088_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	55.18	70.173	44.147
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	015	A0A3B6UEQ0_015_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	55.405	66.522	35.293
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	058	A0A3B6UEQ0_058_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	50.349	67.778	30.264
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	101	A0A3B6UEQ0_101_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	57.948	80.23	38.096
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	026	A0A3B6UEQ0_026_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	47.442	63.561	31.619
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	018	A0A3B6UEQ0_018_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	63.206	89.672	37.669
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	009	A0A3B6UEQ0_009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	68.517	89.003	39.523
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	040	A0A3B6UEQ0_040_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	48.958	65.319	28.24
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	U100-006	A0A3B6UEQ0_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	85.489	95.445	94.386
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	062	A0A3B6UEQ0_062_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	65.288	80.876	53.37
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	066	A0A3B6UEQ0_066_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	59.937	81.049	43.088
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	094	A0A3B6UEQ0_094_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	50.668	67.883	30.787
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	119	A0A3B6UEQ0_119_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	50.623	63.361	40.241
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	077	A0A3B6UEQ0_077_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	51.774	69.115	31.327
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	022	A0A3B6UEQ0_022_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	59.141	83.046	36.749
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	114	A0A3B6UEQ0_114_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	50.654	66.152	34.366
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	085	A0A3B6UEQ0_085_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	53.274	69.282	36.255
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	055	A0A3B6UEQ0_055_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	53.781	72.036	35.026
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	033	A0A3B6UEQ0_033_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	68.183	86.659	58.644
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	011	A0A3B6UEQ0_011_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	82.951	95.795	94.842
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	123	A0A3B6UEQ0_123_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	57.239	78.746	36.229
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	U10-007	A0A3B6UEQ0_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	73.737	87.463	65.716
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	049	A0A3B6UEQ0_049_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	46.769	56.329	31.524
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	044	A0A3B6UEQ0_044_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	55.853	73.317	37.894
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	099	A0A3B6UEQ0_099_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	57.978	79.708	33.95
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	115	A0A3B6UEQ0_115_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	49.771	64.881	33.138
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	118	A0A3B6UEQ0_118_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	52.61	71.753	31.59
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	109	A0A3B6UEQ0_109_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	50.231	65.247	36.275
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	104	A0A3B6UEQ0_104_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	50.94	67.989	32.091
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	072	A0A3B6UEQ0_072_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	57.646	79.928	37.156
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	126	A0A3B6UEQ0_126_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	54.297	73.137	33.223
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	U10-002	A0A3B6UEQ0_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	71.104	85.011	73.427
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	076	A0A3B6UEQ0_076_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	55.385	73.439	36.898
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	019	A0A3B6UEQ0_019_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	61.921	81.824	42.047
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	001	A0A3B6UEQ0_001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	79.954	81.313	74.298
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	067	A0A3B6UEQ0_067_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	52.146	67.192	33.329
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	045	A0A3B6UEQ0_045_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	58.001	72.778	46.128
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	023	A0A3B6UEQ0_023_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	50.597	66.177	29.558
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	111	A0A3B6UEQ0_111_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	57.981	78.948	32.473
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	054	A0A3B6UEQ0_054_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	55.584	69.273	44.562
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	063	A0A3B6UEQ0_063_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	50.813	66.422	32.588
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	089	A0A3B6UEQ0_089_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	57.213	74.629	41.883
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	059	A0A3B6UEQ0_059_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	59.693	75.635	48.189
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	014	A0A3B6UEQ0_014_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	55.574	63.283	38.35
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	010	A0A3B6UEQ0_010_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	48.942	64.877	30.103
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	122	A0A3B6UEQ0_122_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	45.082	54.799	28.503
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	050	A0A3B6UEQ0_050_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	38.641	46.161	30.893
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	032	A0A3B6UEQ0_032_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	58.263	67.872	40.56
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	U10-006	A0A3B6UEQ0_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	69.21	86.584	65.106
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	005	A0A3B6UEQ0_005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	59.376	80.55	31.38
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	100	A0A3B6UEQ0_100_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	48.021	61.494	33.866
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	036	A0A3B6UEQ0_036_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	56.64	76.932	35.925
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	008	A0A3B6UEQ0_008_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	49.124	65.647	27.622
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	098	A0A3B6UEQ0_098_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	61.757	81.197	46.64
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	095	A0A3B6UEQ0_095_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb	53.773	68.794	38.593
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	048	A0A3B6UEQ0_048_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	48.033	64.88	28.409
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	041	A0A3B6UEQ0_041_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	49.177	64.786	32.287
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	027	A0A3B6UEQ0_027_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	56.187	73.213	37.794
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	U100-003	A0A3B6UEQ0_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	87.992	95.118	93.287
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	091	A0A3B6UEQ0_091_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	52.66	66.838	43.99
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	U100-007	A0A3B6UEQ0_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	86.147	95.145	94.51
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	080	A0A3B6UEQ0_080_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	74.77	85.714	73.913
A0A3B6UEQ0	22-167	187-264	1.903	2.864	1.478	AF-A0A3B6UEQ0-F1-model_v4.cif	084	A0A3B6UEQ0_084_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	52.52	76.09	31.269
Q941M3	31-397	448-523	3.61	14.566	2.633	AF-Q941M3-F1-model_v4.cif	U10-007	Q941M3_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	92.856	92.319	95.063
Q941M3	31-397	448-523	3.61	14.566	2.633	AF-Q941M3-F1-model_v4.cif	012	Q941M3_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	60.108	57.628	80.943
Q941M3	31-397	448-523	3.61	14.566	2.633	AF-Q941M3-F1-model_v4.cif	003	Q941M3_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	48.795	53.008	39.752
Q941M3	31-397	448-523	3.61	14.566	2.633	AF-Q941M3-F1-model_v4.cif	U10-003	Q941M3_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	93.013	93.087	93.364
Q941M3	31-397	448-523	3.61	14.566	2.633	AF-Q941M3-F1-model_v4.cif	016	Q941M3_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	59.43	59.984	70.063
Q941M3	31-397	448-523	3.61	14.566	2.633	AF-Q941M3-F1-model_v4.cif	U100-007	Q941M3_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	95.297	95.665	94.44
Q941M3	31-397	448-523	3.61	14.566	2.633	AF-Q941M3-F1-model_v4.cif	U100-003	Q941M3_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	95.279	95.796	94.521
Q941M3	31-397	448-523	3.61	14.566	2.633	AF-Q941M3-F1-model_v4.cif	007	Q941M3_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	62.862	70.102	61.071
Q941M3	31-397	448-523	3.61	14.566	2.633	AF-Q941M3-F1-model_v4.cif	U100-002	Q941M3_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	95.492	95.882	94.751
Q941M3	31-397	448-523	3.61	14.566	2.633	AF-Q941M3-F1-model_v4.cif	006	Q941M3_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	57.948	68.247	37.812
Q941M3	31-397	448-523	3.61	14.566	2.633	AF-Q941M3-F1-model_v4.cif	013	Q941M3_013_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb	63.73	69.435	52.715
Q941M3	31-397	448-523	3.61	14.566	2.633	AF-Q941M3-F1-model_v4.cif	017	Q941M3_017_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb	56.131	62.121	51.232
Q941M3	31-397	448-523	3.61	14.566	2.633	AF-Q941M3-F1-model_v4.cif	U10-002	Q941M3_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb	93.03	92.556	94.69
Q941M3	31-397	448-523	3.61	14.566	2.633	AF-Q941M3-F1-model_v4.cif	U100-006	Q941M3_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb	95.604	95.872	94.935
