Gene_name	Uniprot_ID	Protein_length	region_1	region_2	PDB
PLCG1	P10686	1290.0	780-795	668-765	 1y0m.A 1ywo.A 1ywp.A 2fjl.A 3gqi.B 5eg3.B 6pbc.A 7z3j.A
VTA1	Q06263	330.0	183-266	281-290	 2luh.A 3mhv.B 5h7p.A
RPS6KA3	P18654	740.0	697-712	328-679	 2qr7.A 2qr8.A 3g51.A 3ubd.A 4el9.A 4gue.A 4m8t.A 4mao.A 5o1s.A
	Q7CWV1	442.0	1-106	107-442	 4dwp.A 4e0g.A 4e0j.A 4e0p.A 4e0y.A 4e0z.A 4e10.A 4f41.A 4f43.A
USP14	P54578	494.0	329-351,429-433	105-483	 2ayo.A 5gjq.U 7w37.T 7w38.R 7w39.W 7w3a.J 7w3b.U 7w3c.S 7w3f.S 7w3g.R 7w3h.T 7w3i.A 7w3j.E 7w3k.G 7w3m.T
PTK6	Q13882	451.0	75-174,447-451	191-445	 1rja.A 2kgt.A 5da3.A 6cz2.A 6cz3.A 6cz4.A
PKN1	Q16512	942.0	455-511	615-874	 1cxz.B 1urf.A 2rmk.B 4otd.A 4otg.A 4oth.A 4oti.A
PDGFRB	P09619	1106.0	525-567	600-962	 1h9o.B 1sha.B 2pld.B 2ple.B
NTRK2	Q16620	822.0	298-377	538-807	 1wwb.A 2mfq.B 4asz.A 4at3.A 4at4.A 4at5.A 5mo9.C
NLRP1	Q9C000	1473.0	809-973	328-637	 1pn5.A 3kat.A 4im6.A
FLT3	P36888	993.0	565-604	610-943	 1rjb.A 4rt7.A 5x02.A 6il3.A 6jqr.A
ERG	P11308	479.0	272-289,378-388	290-377	 1sxe.A 4irg.A 4irh.A 4iri.A 6vge.A 6vgg.A
APBA1	Q02410	837.0	626-641	453-622	 1u37.A 1u38.A 1u39.A 1u3b.A 1x45.A 1y7n.A
MDM4	Q7ZUW7	496.0	275-295	22-105	 4n5t.A 6v4f.A 6v4g.A
	P06782	633.0	316-398	55-306	 2fh9.A 3mn3.A 3t4n.A 3tdh.A 3te5.A
EPHB1	P54762	984.0	593-618	619-882	 2djs.A 2eao.A 6umw.A 7kpl.A 7kpm.A
KIF1A	Q12756		429-472,622-681	352-361,516-572	 4uxo.C 4uxp.C 4uxr.C 4uxs.C
STK4	Q13043	487.0	282-431	30-281	 4oh8.A 5twg.B 5twh.B
SMURF2	Q9HAU4	748.0	10-140	414-748	 1zvd.A 2djy.A 2jqz.A 2kxq.A 2ltz.A 7m3q.A
NEK7	Q8TDX7	302.0	182-199	34-181,200-299	 2wqm.A 2wqn.A 6npy.B
SH3KBP1	Q96B97	665.0	337-346	267-328	 2k6d.A 2k9g.A 2o2o.A 2ydl.A 5abs.A
EPHB2	P54763	986.0	595-621	621-884	 1nuk.A 1shw.B 3etp.A 7s7k.A
EIF2AK4	P15442	1659.0	1498-1659	599-981	 2yz0.A
PLCG1	P08487	1291.0	757-790	668-756	 2fci.B 2pld.A 2ple.A 5to4.A 5tq1.A
PLXNA2	P70207	1894.0	1261-1341,1471-1672	1324-1450,1651-1872	 3al8.B 3okt.A 3oky.A 5l74.A
PRKCA	P05696	672.0	19-36	339-597	 1dsy.A 2nce.A 3gpe.A 3rdj.A 3twy.A 4l1l.A
WNK3	Q9BYP7	1800.0	440-463	147-405	 5o2c.A
USP8	P40818	1118.0	645-684	777-1109	 1whb.A 2gfo.A 3n3k.A
WWP1	Q9H0M0	922.0	349-527	588-922	 1nd7.A 2op7.A 5hps.A 6j1x.A
	Q95PM0	450.0	96-113	126-342	 2p7u.A 2p86.A 7avm.A
WWP2	O00308	870.0	20-100	536-870	 4y07.A 5tj8.A 5tjq.A 6j1z.A 6rss.A
WAS	P42768	502.0	238-251	430-447	 1cee.B 1ej5.A 1t84.A 2a3z.C 2k42.A
TP53BP2	Q13625	1128.0	693-901	925-1128	 1ycs.B 2uwq.A 6hkp.B
PAK5	Q9NQU5	681.0	60-180	407-658	 2c30.A 2odb.B 4ks7.A 4ks8.A 6qdr.B 6qds.B
MICAL1	Q8TDZ2	1067.0	755-1067	1-450	 1wyl.A 2co8.A 2dk9.A 5le0.A 5lpn.B
GSDMD	P57764	484.0	280-484	1-275	 5nh1.A 6ao4.A
GGA3	Q9NZ52	723.0	391-395	16-146	 1p4u.A
DLC1	Q96QB1	1528.0	1-76	655-801	 2dky.A 2gyt.A 2kap.A 2loz.B 3kuq.A 5fzt.B
CRKL	P46109	303.0	129-175	14-102	 2bzx.A 2dbk.A 2eo3.A 2lqn.A 2lqw.A
CAMK2D	Q13557	499.0	283-292	14-272	 2wel.A 3gp2.B
AIM2	O14862	343.0	29-68	138-337	 3vd8.A 4o7q.A
MRE11	Q58719	366.0	290-330	1-289	 3auz.A 3av0.A
STIM1	Q13586	685.0	63-98,238-343	132-200,344-444	 2k60.A 6yel.A
VAV1	P27870	845.0	1-119,120-193,402-504,782-842	194-373	 1f5x.A 1gcq.C 1k1z.A 2kbt.A 2vrw.B
WNK1	Q9JIH7	2126.0	514-537	221-479	 2lru.A 4q2a.A 5drb.A 6ol2.A
ERCC6	Q03468	1493.0	91-101	102-695	 4cvo.A 7oo3.Q 7oob.M 7oop.X 7opc.X 7opd.X
FGFR3	P22607	806.0	127-149	151-244,472-761	 1ry7.B 4k33.A 6lvm.A 7dhl.A
FKBP8	Q14318	412.0	1-32	120-204	 2awg.A 2d9f.A 2f2d.A 2mf9.A 3ey6.A
ADAMTS13	Q76LX8	1427.0	1072-1298	80-685	 3ghm.A 3ghn.A 3vn4.A 6qig.C 7b01.A
ARID4A	P29374	1257.0	273-310	309-401,568-635,1-121	 2lcc.A 2mam.A 2yrv.A 6bph.A 6l87.A
CHD1L	Q86WJ1	897.0	704-897	351-513	 6zhy.I 7enn.A 7epu.B 7otq.A
	Q8RT31	374.0	201-354	1-190	 1xt0.A 4c7p.A 4d7q.A 4d7r.A
TRIB1	Q96RU8	372.0	355-360	1-338	 5cek.A 5cem.A
PLCB3	Q01970	1234.0	469-589	318-468,590-706	 4qj3.B 4qj4.B 4qj5.B 7sq2.B
NLRP3	Q96P20	1036.0	740-991	220-536	 2naq.A 6npy.A 7alv.A
MSN	P26038	577.0	467-577	4-297	 1e5w.A 1sgh.A 6txq.A 6txs.A
MAPKAPK3	Q16644		307-343	44-304	 3fhr.A 3fxw.A 3r1n.A 3she.A 7nrb.A
CAMK1D	Q8IU85	385.0	279-319	23-278	 6qp5.A 6t28.A 6t29.A
ATF2	P15336	505.0	349-415	1-243	 1bhi.A 1t2k.F 4h36.B 6zqs.B
ASAP1	Q9ULH1	1129.0	1-325	326-560	 2da0.A 2ed1.A 2rqt.A 2rqu.A
	Q3KK31	648.0	170-390	399-648	 3pju.A 3pjw.A 3pjx.A
LYN	P07948	512.0	129-226,227-246	63-123,502-512	 1w1f.A 1wa7.A 3a4o.A 5xy1.A 6nmw.A
MAP2K6	P52564	334.0	251-277	53-314	 2y8o.B 3fme.A 3vn9.A 5etf.B 8a8m.B
MICAL1	Q8VDP3	1048.0	761-1048	1-489	 4txi.A 4txk.A
PLCG1	P19174	1290.0	757-790	668-756	 1hsq.A 2hsp.A 4fbn.A 7nxe.A
ROR2	Q01974	943.0	555-556	473-746	 6osh.B 6osn.A 6osv.B
	O62305	720.0	273-317	12-269	 3kk8.A 3kk9.A
	A0A0R4I961	279.0	155-279	3-147	 6gu0.A
IQGAP1	P46940	1657.0	1276-1657	956-1274	 1x0h.A 2rr8.A 3fay.A
LYN	P25911	512.0	129-226,227-246	63-123,502-512	 2zv7.A 2zv8.A 2zv9.A 2zva.A
PLXNA1	P70206	1894.0	51-491,1266-1346,1472-1672	1348-1472,1673-1894	 5l56.A 5l5c.A 5l7n.A
WNK1	Q9H4A3	2382.0	488-555	221-479	 4pwn.A 6fbk.B
TRERF1	P60240		1-110	147-416,441-659	 7m8e.F 7mkn.F 7mkq.F
	Q2U1F3		1-79	150-350	 6zep.A 6zeq.A 7oez.A
ATR	P38111		2309-2317	2241-2263	 5x6o.A
PTPN2	P17706	415.0	353-387	5-275	 1l8k.A
PRKD2	Q9BZL6	878.0	397-509	551-807	 2coa.A 3bgm.C 4nnx.C 4nny.C
PRKCA	P17252	672.0	19-37	339-597	 2eli.A 4dnl.A 4ra4.A
PKN2	Q16513	984.0	455-511	657-916	 4crs.A 4rrv.B 6ccy.A 6gbe.B
MEIS2	O14770	477.0	150-193	276-338	 5eg0.A
MAP3K11	Q16584	847.0	43-103	117-379	 6cq7.A
IRF4	Q15306	451.0	401-451	21-129	 2dll.A 6td4.A
EPHB2	P29323	1055.0	588-623	624-884	 1f0m.A 3zfm.A
CHMP3	Q9Y3E7	222.0	151-222	1-113	 3frv.A
CAMK1	Q14012	370.0	286-300	20-276	 4fg7.A 4fgb.A
ARHGEF4	Q9NR80	690.0	129-179	284-468	 2dx1.A 2pz1.A
ANP32A	P39687	249.0	121-163	1-120	 6xzq.H
ARHGEF12	Q9NZN5	1544.0	721-764	765-782	 1txd.A 2omj.A 2os6.A
ELK4	P28324	431.0	136-214	5-85	 1bc7.C 1bc8.C 1k6o.C
KPNA1	P52294	538.0	1-57	149-241,318-406	 4b18.A 6wx9.A
PLK1	Q07832	603.0	402-603	53-305	 5dmv.A 5dnj.A
PRKN	Q9JK66	465.0	141-225,378-410	226-377,410-465	 2knb.A
	P32917	917.0	367-517	593-786	 2kgn.A 2l4u.A 3fze.A 4f2h.A
TLN1	Q9Y490	2541.0	1654-2344	86-403	 1syq.B 2mwn.B 4dj9.B 6r9t.A
DLG1	P31007	970.0	481-681	780-955	 3tvt.A
ETV6	P97360	485.0	426-435	335-416	 2lf7.A 2lf8.A 2md5.A 4mhg.C
	Q8VSC3	545.0	57-228	251-545	 3l3p.A 5b0t.A 6k2d.B
PTPN11	P35235	593.0	1-103	247-521	 1ayb.A 1ayc.A 1ayd.A
SEC22B	O75396	215.0	1-130	134-194	 2nup.C 2nut.C 3egd.C 3egx.C
ARRB1	P49407	418.0	357-418	1-110	 6pwc.C 6tko.B 6up7.B 7r0c.C 7r0j.B 7srs.D
VPS4A	Q9UN37	437.0	2-116	117-437	 1yxr.A 2jq9.A 2k3w.A
RPS6KA5	O75582	802.0	702-723	49-318,426-687	 1vzo.A 7up6.A
PRKAR1A	P10644	381.0	1-98	137-381	 5kjx.A 5kjy.A 5kjz.A
PPP3CB	P16298	524.0	417-423,474-496	22-357	 4or9.A 4ora.A 4orc.A
PLK4	O97143	769.0	318-380	14-267	 4nk7.A
OTUD7B	Q6GQQ9	843.0	187-193	194-365	 5lru.A 5lrv.A
MST1R	Q04912	1400.0	1346-1400	1082-1345	 3pls.A 4fww.A
MEFV	O15553	781.0	1-92	580-775	 2mpc.A 2wl1.A
MAP2K4	P45985	399.0	109-136	102-108,137-367	 3alo.A
GSK3B	Q9WV60	420.0	1-34	56-340	 4nu1.A
GRK5	P34947	590.0	563-590	186-448	 4tnb.A 4tnd.A 6pjx.A
GABPA	Q00422	454.0	401-430	320-400	 1awc.C 1sxd.A 2juo.A
FARP2	Q91VS8	1065.0	728-745,755-1026	536-727	 6d2k.A
ETV4	P43268	484.0	321-340,433-474	341-421	 4co8.A 5ilu.A
CYTH3	O43739	400.0	252-264,380-400	77-206	 4kax.B
CRK	Q04929	305.0	225-297	133-193	 2l3p.A 2l3q.A 2l3s.A
CAMK1	Q63450	374.0	285-316	20-276	 1a06.A 2l7l.B
PLEKHM2	Q8IWE5	1019.0	604-1019	1-603	 3cxb.B 3hw2.B
	Q8NQJ3	143.0	1-40	68-117	 2kb3.A 2kb4.A 4qcj.A
	P41832	1953.0	1792-1826	174-696	 1ux5.A 1y64.B
MAPRE1	Q61166	268.0	185-255	14-116	 1v5k.A
MYLK2	P07313	608.0	549-577	297-552	 2bbm.B 2bbn.B
PHKG1	P00518	387.0	303-327	343-367	 1phk.A 1ql6.A 2phk.A
PRKN	Q9WVS6	464.0	140-224,377-409	237-292,417-448	 1mg8.A 2zeq.A 3b1l.A
PTK2	P34152	1052.0	35-355	390-680	 1k40.A
SH3KBP1	Q8R550	709.0	381-390	311-372	 1wi7.A 2da9.A
	P0A0J0	368.0	16-90	135-205,303-356	 4g6d.A 4g94.A
	P07038	920.0	892-917	562-625	 7nxf.A
APBB1IP	Q7Z5R6	666.0	30-70	170-220	 2mwn.A 3zdl.B
RASGRP2	Q7LDG7	609.0	337-551	154-336	 2ma2.A
RASGRP1	O95267	797.0	468-609	205-436	 4l9m.A
PRKCG	P05129	697.0	18-36	351-614	 2e73.A
PLCB2	Q00722	1185.0	466-537	312-463,546-662	 2fju.B 2zkm.A
PASK	Q96RG2	1323.0	183-200	999-1251	 1ll8.A
NOTCH2	Q04721	2471.0	1425-1544	1545-1670	 5mwb.A
MEIS1	O00470	390.0	148-191	272-334	 5ego.A
MAP2K2	P36507	400.0	75-102	72-74,103-369	 1jky.B 4h3q.B
HIPK2	Q9H2X6	1198.0	984-1198	199-527	 6p5s.A 7ncf.A
FLT4	P35916	1363.0	1174-1298	845-1173	 4bsj.A 4bsk.A
DIAPH3	Q9NSV4	1193.0	16-361,1020-1060	540-1013	 5uwp.D 6x2y.D
DAAM1	Q9Y4D1	1078.0	1027-1058	45-420	 2j1d.A
CYTH1	Q15438	398.0	388-396	73-202	 1bc9.A
COQ8A	Q8NI60	647.0	276-279	329-518	 4ped.A 5i35.A
CHMP6	Q96FZ7	201.0	168-201	1-145	 2k3w.B
CHMP4A	Q9BY43	222.0	182-222	1-150	 3c3o.B
CARD11	Q9BXL7	1154.0	448-666	18-110	 4lwd.A
CAMK2G	Q13555	558.0	283-292	14-272	 2v7o.A
ARIH2	O95376	493.0	359-493	297-326	 7oni.B
ARHGAP45	Q92619	1136.0	281-356	757-971	 3d25.C 3ft3.C
ESPL1	Q14674	2120.0	711-723,955-974,1393-1400	667-1706,1707-2120	 7nj0.A 7nj1.A
	Q72L95	423.0	1-73	234-423	 5x21.F 6cuu.F 6ovy.F 6ow3.F 6oy5.F 6oy6.F 6oy7.F 6p70.F 6p71.F
SNORA8	Q9LF79	1074.0	43-54	433-464	 2m73.A 4aqr.C
APAF1	O88879	1249.0	1-90	107-285,362-451	 3sfz.A 3shf.A
	P28829	659.0	151-260	394-658	 1i35.A 1k8r.B
	P14633	404.0	26-100	185-404	 3hqg.A
	Q5Y4Y6	464.0	240-464	1-239	 5b5r.A 6cb8.A
ITSN1	Q9Z0R4	1714.0	1151-1203	1230-1416	 3hs8.B
MYLK2	Q9H1R3	596.0	537-565	285-540	 2lv6.B
PPP5C	P53042	499.0	28-129	495-499,200-494	 4ja7.A 4ja9.A
ROCK2	Q62868	1388.0	971-1047,1150-1349	93-354	 2rov.A 2row.A
	P77994	399.0	1-99	352-379	 1tty.A 2k6x.A
DNAJC2	P32527	433.0	348-364	365-433	 2lwx.A 7x34.A 7x3k.A
AIM2	Q91VJ1	354.0	1-113	144-341	 2n00.A
RIGI	Q6Q899	926.0	794-925	1-172	 3tbk.A
HIPK3	Q9H422	1215.0	984-1196	197-525	 7o7i.A 7o7j.A
	D2AJU0	545.0	57-228	251-545	 6loj.A 6lol.A
	Q8Y842	572.0	61-73	89-243	 3fi7.A 5jqc.A
PLXND1	Q3UH93	1925.0	1294-1403,1527-1698	1404-1526,1699-1925	 5v6t.A
SYK	P48025	629.0	107-166,259-364	365-625	 2lct.B 2mc1.B
UNC5B	Q8K1S3	945.0	543-686	689-838,865-943	 6ool.A
WNK2	Q9Y3S1	2297.0	488-511	195-453	 6elm.A 6fbk.A
PRKD3	O94806	890.0	416-532	576-832	 2d9z.A
MAP4K3	Q8IVH8	894.0	511-735	16-273	 5j5t.A
FMNL2	Q96PY5	1086.0	1040-1079	23-469	 4yc7.A
EIF4G3	O43432	1585.0	619-630	699-1019	 1hu3.A
CAMK4	Q16566	473.0	305-321	46-300	 2w4o.A
ARHGEF26	Q96DR7	871.0	376-391	439-623	 6mye.B
KIF4A	O95239	1232.0	1115-1227	9-336	 6oyl.B
MYO7A	Q13402	2215.0	1747-2205	65-741	 5mv9.A
PREX2	Q70Z35	1606.0	1581-1606	23-361	 6bnm.A
PLXNA3	P70208	1872.0	1244-1324,1450-1650	1325-1449,1651-1872	 3ig3.A
YES1	P07947	543.0	158-255,256-276	91-152,500-543	 2hda.A
	O81108	1014.0	1-50	51-1014	 2m7e.A
ELF3	P78545	371.0	130-159	273-355	 2e8p.A
ELF5	Q9UKW6	265.0	1-42	173-254	 1wwx.A
FGR	P09769	529.0	144-241,242-262	77-138,490-529	 7jt9.A
	Q83RJ4	571.0	58-260	279-571	 3cvr.A
KPNA6	O60684	536.0	1-57	147-239,316-404	 4uad.A 7rht.A
PPP3CA	P63328	521.0	407-414,467-487	56-340	 4orb.A
	P0CE12	788.0	223-466	492-788	 3g06.A
STIM2	Q9P246	746.0	67-102	136-204	 2l5y.A
	O08722	945.0	541-687	688-828,853-942	 3g5b.A
VAMP7	P51809	220.0	7-110	125-185	 2dmw.A
YKT6	Q5EGY4	198.0	8-131	138-198	 3kyq.A
ARHGEF9	O43307	516.0	8-67	103-287	 2ysq.A
CLIP1	Q922J3	1391.0	1370-1387	231-273	 2cp7.A
	Q54KF1	1158.0	1134-1158	20-388	 2l1a.A
GRK5	P43249	590.0	563-590	186-448	 4wnk.A
IRF7	Q92985	503.0	283-466	1-151,468-503	 2o61.C
MSN	P26041	577.0	467-577	2-295	 4yl8.A
NSF	P46459	744.0	200-219	244-495	 6kzq.B
OTUD7A	Q8TE49	926.0	202-209	210-374	 2l2d.A
PAK1	P35465	544.0	70-149	269-520	 1e0a.B
PAK3	Q61036	559.0	65-161	283-534	 1ees.B
	P14280	546.0	1-219	220-557	 1xg2.A
ERCC6	P40352	1085.0	12-65	309-518	 5vvr.M
RAF1	P11345	648.0	51-186	349-609	 1rrb.A
TLN2	Q9Y4G6	2542.0	1656-2345	88-406	 6u4k.A
