gene_name	uniprot	protein_length	region_1	region_2	pdb	chain	af_filename	gt_fn	label_offset	gt_len	gt_trim_len	pred_len	pred_trim_len	gt_perc	trim_perc
PCSK9	Q8NBP7	692.0	31-60	155-461	2w2n	A	F-Q8NBP7-F1-model_v3.cif	2w2n.cif	-38	2050	85	5208	85	0.041463414634146344	0.016
PCSK9	Q8NBP7	692.0	31-60	155-461	2w2o	A	F-Q8NBP7-F1-model_v3.cif	2w2o.cif	-38	2028	85	5208	85	0.041913214990138066	0.016
PCSK9	Q8NBP7	692.0	31-60	155-461	2w2p	A	F-Q8NBP7-F1-model_v3.cif	2w2p.cif	-38	2031	85	5208	85	0.041851304775972424	0.016
PCSK9	Q8NBP7	692.0	31-60	155-461	2w2q	A	F-Q8NBP7-F1-model_v3.cif	2w2q.cif	-38	2049	85	5208	85	0.04148365056124939	0.016
PCSK9	Q8NBP7	692.0	31-60	155-461	2xtj	A	F-Q8NBP7-F1-model_v3.cif	2xtj.cif	-152	1772	1755	5208	1755	0.9904063205417607	0.337
PCSK9	Q8NBP7	692.0	31-60	155-461	3bps	A	F-Q8NBP7-F1-model_v3.cif	3bps.cif	-52	740	739	5208	739	0.9986486486486487	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	3gcw	A	F-Q8NBP7-F1-model_v3.cif	3gcw.cif	-52	740	739	5208	739	0.9986486486486487	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	3gcx	A	F-Q8NBP7-F1-model_v3.cif	3gcx.cif	-52	740	739	5208	739	0.9986486486486487	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	3h42	A	F-Q8NBP7-F1-model_v3.cif	3h42.cif	-26	740	739	5208	739	0.9986486486486487	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	3m0c	A	F-Q8NBP7-F1-model_v3.cif	3m0c.cif	-28	748	739	5208	739	0.9879679144385026	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	3p5b	A	F-Q8NBP7-F1-model_v3.cif	3p5b.cif	-60	740	739	5208	739	0.9986486486486487	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	3p5c	A	F-Q8NBP7-F1-model_v3.cif	3p5c.cif	-60	740	739	5208	739	0.9986486486486487	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	3sqo	A	F-Q8NBP7-F1-model_v3.cif	3sqo.cif	-152	3629	3612	5208	3612	0.9953155139156793	0.694
PCSK9	Q8NBP7	692.0	31-60	155-461	4k8r	A	F-Q8NBP7-F1-model_v3.cif	4k8r.cif	-60	740	739	5208	739	0.9986486486486487	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	4ne9	A	F-Q8NBP7-F1-model_v3.cif	4ne9.cif	-152	3646	3636	5208	3636	0.9972572682391662	0.698
PCSK9	Q8NBP7	692.0	31-60	155-461	4nmx	A	F-Q8NBP7-F1-model_v3.cif	4nmx.cif	-27	771	739	5208	739	0.9584954604409858	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	4ov6	A	F-Q8NBP7-F1-model_v3.cif	4ov6.cif	-59	730	729	5208	729	0.9986301369863013	0.14
PCSK9	Q8NBP7	692.0	31-60	155-461	5oca	A	F-Q8NBP7-F1-model_v3.cif	5oca.cif	-26	740	739	5208	739	0.9986486486486487	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	5vl7	A	F-Q8NBP7-F1-model_v3.cif	5vl7.cif	0	740	739	5208	739	0.9986486486486487	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	5vla	A	F-Q8NBP7-F1-model_v3.cif	5vla.cif	0	2661	2652	5208	2652	0.9966178128523112	0.509
PCSK9	Q8NBP7	692.0	31-60	155-461	5vlh	A	F-Q8NBP7-F1-model_v3.cif	5vlh.cif	0	2675	2666	5208	2666	0.9966355140186915	0.512
PCSK9	Q8NBP7	692.0	31-60	155-461	5vlk	A	F-Q8NBP7-F1-model_v3.cif	5vlk.cif	0	2678	2666	5208	2666	0.9955190440627334	0.512
PCSK9	Q8NBP7	692.0	31-60	155-461	5vll	A	F-Q8NBP7-F1-model_v3.cif	5vll.cif	0	2678	2666	5208	2666	0.9955190440627334	0.512
PCSK9	Q8NBP7	692.0	31-60	155-461	5vlp	A	F-Q8NBP7-F1-model_v3.cif	5vlp.cif	0	4332	4324	5208	4324	0.9981532779316713	0.83
PCSK9	Q8NBP7	692.0	31-60	155-461	6e4y	C	F-Q8NBP7-F1-model_v3.cif	6e4y.cif	-31	112	112	5208	112	1.0	0.022
PCSK9	Q8NBP7	692.0	31-60	155-461	6e4z	C	F-Q8NBP7-F1-model_v3.cif	6e4z.cif	-31	139	103	5208	103	0.7410071942446043	0.02
PCSK9	Q8NBP7	692.0	31-60	155-461	6mv5	C	F-Q8NBP7-F1-model_v3.cif	6mv5.cif	-30	158	146	5208	146	0.9240506329113924	0.028
PCSK9	Q8NBP7	692.0	31-60	155-461	6olz	DC	F-Q8NBP7-F1-model_v3.cif	6olz.cif	-8	128	128	5208	128	1.0	0.025
PCSK9	Q8NBP7	692.0	31-60	155-461	6om0	EC	F-Q8NBP7-F1-model_v3.cif	6om0.cif	-8	204	204	5208	204	1.0	0.039
PCSK9	Q8NBP7	692.0	31-60	155-461	6om7	EC	F-Q8NBP7-F1-model_v3.cif	6om7.cif	-8	128	128	5208	128	1.0	0.025
PCSK9	Q8NBP7	692.0	31-60	155-461	6u26	A	F-Q8NBP7-F1-model_v3.cif	6u26.cif	-30	739	739	5208	739	1.0	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	6u2f	A	F-Q8NBP7-F1-model_v3.cif	6u2f.cif	0	8663	4351	5208	4351	0.502250952325984	0.835
PCSK9	Q8NBP7	692.0	31-60	155-461	6u2n	A	F-Q8NBP7-F1-model_v3.cif	6u2n.cif	-30	733	725	5208	725	0.9890859481582538	0.139
PCSK9	Q8NBP7	692.0	31-60	155-461	6u2p	A	F-Q8NBP7-F1-model_v3.cif	6u2p.cif	-30	756	739	5208	739	0.9775132275132276	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	6u36	A	F-Q8NBP7-F1-model_v3.cif	6u36.cif	-30	712	712	5208	712	1.0	0.137
PCSK9	Q8NBP7	692.0	31-60	155-461	6u38	A	F-Q8NBP7-F1-model_v3.cif	6u38.cif	-30	730	730	5208	730	1.0	0.14
PCSK9	Q8NBP7	692.0	31-60	155-461	6u3i	A	F-Q8NBP7-F1-model_v3.cif	6u3i.cif	0	8662	4359	5208	4359	0.5032325098129762	0.837
PCSK9	Q8NBP7	692.0	31-60	155-461	6u3x	A	F-Q8NBP7-F1-model_v3.cif	6u3x.cif	-30	739	739	5208	739	1.0	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	6xib	A	F-Q8NBP7-F1-model_v3.cif	6xib.cif	-30	740	739	5208	739	0.9986486486486487	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	6xic	A	F-Q8NBP7-F1-model_v3.cif	6xic.cif	-31	747	735	5208	735	0.9839357429718876	0.141
PCSK9	Q8NBP7	692.0	31-60	155-461	6xid	A	F-Q8NBP7-F1-model_v3.cif	6xid.cif	-30	740	739	5208	739	0.9986486486486487	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	6xie	A	F-Q8NBP7-F1-model_v3.cif	6xie.cif	-30	740	739	5208	739	0.9986486486486487	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	6xif	A	F-Q8NBP7-F1-model_v3.cif	6xif.cif	-30	740	739	5208	739	0.9986486486486487	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	7anq	A	F-Q8NBP7-F1-model_v3.cif	7anq.cif	-451	1644	1635	5208	1635	0.9945255474452555	0.314
PCSK9	Q8NBP7	692.0	31-60	155-461	7kev	A	F-Q8NBP7-F1-model_v3.cif	7kev.cif	-28	748	739	5208	739	0.9879679144385026	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	7kfa	A	F-Q8NBP7-F1-model_v3.cif	7kfa.cif	-28	748	739	5208	739	0.9879679144385026	0.142
PCSK9	Q8NBP7	692.0	31-60	155-461	7s5g	A	F-Q8NBP7-F1-model_v3.cif	7s5g.cif	-30	736	735	5208	735	0.998641304347826	0.141
PCSK9	Q8NBP7	692.0	31-60	155-461	7s5h	A	F-Q8NBP7-F1-model_v3.cif	7s5h.cif	-30	720	719	5208	719	0.9986111111111111	0.138
PCSK9	Q8NBP7	692.0	31-60	155-461	8wfr	A	F-Q8NBP7-F1-model_v3.cif	8wfr.cif	-28	745	739	5208	739	0.9919463087248322	0.142
INSR	P06213	1382.0	980-1017	1023-1298	1gag	A	F-P06213-F1-model_v3.cif	1gag.cif	-1004	2370	2305	10981	2305	0.9725738396624473	0.21
INSR	P06213	1382.0	980-1017	1023-1298	1i44	A	F-P06213-F1-model_v3.cif	1i44.cif	-1004	2205	2205	10981	2205	1.0	0.201
INSR	P06213	1382.0	980-1017	1023-1298	1ir3	A	F-P06213-F1-model_v3.cif	1ir3.cif	-1004	2370	2305	10981	2305	0.9725738396624473	0.21
INSR	P06213	1382.0	980-1017	1023-1298	1irk	A	F-P06213-F1-model_v3.cif	1irk.cif	-1004	2380	2357	10981	2357	0.9903361344537815	0.215
INSR	P06213	1382.0	980-1017	1023-1298	1p14	A	F-P06213-F1-model_v3.cif	1p14.cif	-1003	2233	156	10981	156	0.06986117330944917	0.014
INSR	P06213	1382.0	980-1017	1023-1298	1rqq	A	F-P06213-F1-model_v3.cif	1rqq.cif	-1004	2324	2268	10981	2268	0.9759036144578314	0.207
INSR	P06213	1382.0	980-1017	1023-1298	2auh	A	F-P06213-F1-model_v3.cif	2auh.cif	-1004	2363	2307	10981	2307	0.9763013118916631	0.21
INSR	P06213	1382.0	980-1017	1023-1298	2b4s	B	F-P06213-F1-model_v3.cif	2b4s.cif	-1004	2326	2270	10981	2270	0.9759243336199485	0.207
INSR	P06213	1382.0	980-1017	1023-1298	2hr7	A	F-P06213-F1-model_v3.cif	2hr7.cif	-27	3747	3673	10981	3673	0.9802508673605551	0.334
INSR	P06213	1382.0	980-1017	1023-1298	2mfr	A	F-P06213-F1-model_v3.cif	2mfr.cif	-938	19160	400	10981	400	0.020876826722338204	0.036
INSR	P06213	1382.0	980-1017	1023-1298	2z8c	A	F-P06213-F1-model_v3.cif	2z8c.cif	-1007	2387	2327	10981	2327	0.9748638458315878	0.212
INSR	P06213	1382.0	980-1017	1023-1298	3bu3	A	F-P06213-F1-model_v3.cif	3bu3.cif	-1004	2335	2279	10981	2279	0.976017130620985	0.208
INSR	P06213	1382.0	980-1017	1023-1298	3bu5	A	F-P06213-F1-model_v3.cif	3bu5.cif	-1004	2314	2258	10981	2258	0.975799481417459	0.206
INSR	P06213	1382.0	980-1017	1023-1298	3bu6	A	F-P06213-F1-model_v3.cif	3bu6.cif	-1004	2357	2301	10981	2301	0.976240984302079	0.21
INSR	P06213	1382.0	980-1017	1023-1298	3ekk	A	F-P06213-F1-model_v3.cif	3ekk.cif	-1003	2324	2218	10981	2218	0.9543889845094664	0.202
INSR	P06213	1382.0	980-1017	1023-1298	3ekn	A	F-P06213-F1-model_v3.cif	3ekn.cif	-1003	2369	2330	10981	2330	0.9835373575348249	0.212
INSR	P06213	1382.0	980-1017	1023-1298	3eta	A	F-P06213-F1-model_v3.cif	3eta.cif	-1005	2349	2294	10981	2294	0.9765857811834824	0.209
INSR	P06213	1382.0	980-1017	1023-1298	3w11	E	F-P06213-F1-model_v3.cif	3w11.cif	-27	2301	2291	10981	2291	0.9956540634506736	0.209
INSR	P06213	1382.0	980-1017	1023-1298	3w12	A	F-P06213-F1-model_v3.cif	3w12.cif	-27	2301	2291	10981	2291	0.9956540634506736	0.209
INSR	P06213	1382.0	980-1017	1023-1298	3w13	A	F-P06213-F1-model_v3.cif	3w13.cif	-27	2301	2291	10981	2291	0.9956540634506736	0.209
INSR	P06213	1382.0	980-1017	1023-1298	4ibm	A	F-P06213-F1-model_v3.cif	4ibm.cif	-1004	2397	2361	10981	2361	0.9849812265331664	0.215
INSR	P06213	1382.0	980-1017	1023-1298	4oga	E	F-P06213-F1-model_v3.cif	4oga.cif	-27	2301	2291	10981	2291	0.9956540634506736	0.209
INSR	P06213	1382.0	980-1017	1023-1298	4xlv	A	F-P06213-F1-model_v3.cif	4xlv.cif	-982	2445	2383	10981	2383	0.974642126789366	0.217
INSR	P06213	1382.0	980-1017	1023-1298	4xss	B	F-P06213-F1-model_v3.cif	4xss.cif	-27	2461	2451	10981	2451	0.9959366111336855	0.223
INSR	P06213	1382.0	980-1017	1023-1298	4xst	A	F-P06213-F1-model_v3.cif	4xst.cif	-27	2292	2282	10981	2282	0.9956369982547993	0.208
INSR	P06213	1382.0	980-1017	1023-1298	4zxb	E	F-P06213-F1-model_v3.cif	4zxb.cif	-27	6473	5278	10981	5278	0.8153869921211185	0.481
INSR	P06213	1382.0	980-1017	1023-1298	5e1s	A	F-P06213-F1-model_v3.cif	5e1s.cif	-1002	2269	2251	10981	2251	0.9920669898633759	0.205
INSR	P06213	1382.0	980-1017	1023-1298	5hhw	A	F-P06213-F1-model_v3.cif	5hhw.cif	-1003	2443	2404	10981	2404	0.984036021285305	0.219
INSR	P06213	1382.0	980-1017	1023-1298	5j3h	D	F-P06213-F1-model_v3.cif	5j3h.cif	-27	2177	2167	10981	2167	0.9954065227377125	0.197
INSR	P06213	1382.0	980-1017	1023-1298	5kqv	E	F-P06213-F1-model_v3.cif	5kqv.cif	-27	4760	4653	10981	4653	0.9775210084033613	0.424
INSR	P06213	1382.0	980-1017	1023-1298	5u1m	B	F-P06213-F1-model_v3.cif	5u1m.cif	-989	93	52	10981	52	0.5591397849462365	0.005
INSR	P06213	1382.0	980-1017	1023-1298	6ce7	A	F-P06213-F1-model_v3.cif	6ce7.cif	-27	5321	5311	10981	5311	0.9981206540124037	0.484
INSR	P06213	1382.0	980-1017	1023-1298	6ce9	A	F-P06213-F1-model_v3.cif	6ce9.cif	-27	4540	4530	10981	4530	0.9977973568281938	0.413
INSR	P06213	1382.0	980-1017	1023-1298	6ceb	A	F-P06213-F1-model_v3.cif	6ceb.cif	-27	5500	5057	10981	5057	0.9194545454545454	0.461
INSR	P06213	1382.0	980-1017	1023-1298	6hn4	A	F-P06213-F1-model_v3.cif	6hn4.cif	-27	1629	484	10981	484	0.29711479435236343	0.044
INSR	P06213	1382.0	980-1017	1023-1298	6hn5	C	F-P06213-F1-model_v3.cif	6hn5.cif	-27	4715	4682	10981	4682	0.993001060445387	0.426
INSR	P06213	1382.0	980-1017	1023-1298	6pxv	A	F-P06213-F1-model_v3.cif	6pxv.cif	-27	6664	5487	10981	5487	0.8233793517406963	0.5
INSR	P06213	1382.0	980-1017	1023-1298	6pxw	A	F-P06213-F1-model_v3.cif	6pxw.cif	-27	4876	4876	10981	4876	1.0	0.444
INSR	P06213	1382.0	980-1017	1023-1298	6sof	A	F-P06213-F1-model_v3.cif	6sof.cif	-27	11127	5765	10981	5765	0.5181091039813067	0.525
INSR	P06213	1382.0	980-1017	1023-1298	6vep	E	F-P06213-F1-model_v3.cif	6vep.cif	-27	2332	2322	10981	2322	0.9957118353344768	0.211
INSR	P06213	1382.0	980-1017	1023-1298	6veq	C	F-P06213-F1-model_v3.cif	6veq.cif	-27	2292	2282	10981	2282	0.9956369982547993	0.208
INSR	P06213	1382.0	980-1017	1023-1298	7bw7	A	F-P06213-F1-model_v3.cif	7bw7.cif	-27	5224	5224	10981	5224	1.0	0.476
INSR	P06213	1382.0	980-1017	1023-1298	7bw8	A	F-P06213-F1-model_v3.cif	7bw8.cif	-27	4469	4469	10981	4469	1.0	0.407
INSR	P06213	1382.0	980-1017	1023-1298	7bwa	A	F-P06213-F1-model_v3.cif	7bwa.cif	-27	5459	5459	10981	5459	1.0	0.497
INSR	P06213	1382.0	980-1017	1023-1298	7kd6	D	F-P06213-F1-model_v3.cif	7kd6.cif	-27	2297	2280	10981	2280	0.9925990422289943	0.208
INSR	P06213	1382.0	980-1017	1023-1298	7md4	A	F-P06213-F1-model_v3.cif	7md4.cif	-717	192	192	10981	192	1.0	0.017
INSR	P06213	1382.0	980-1017	1023-1298	7md5	A	F-P06213-F1-model_v3.cif	7md5.cif	-27	5502	5069	10981	5069	0.9213013449654671	0.462
INSR	P06213	1382.0	980-1017	1023-1298	7mqo	C	F-P06213-F1-model_v3.cif	7mqo.cif	-27	4883	4876	10981	4876	0.9985664550481261	0.444
INSR	P06213	1382.0	980-1017	1023-1298	7mqr	C	F-P06213-F1-model_v3.cif	7mqr.cif	-27	6664	5487	10981	5487	0.8233793517406963	0.5
INSR	P06213	1382.0	980-1017	1023-1298	7mqs	A	F-P06213-F1-model_v3.cif	7mqs.cif	0	6521	397	10981	397	0.06088023309308388	0.036
INSR	P06213	1382.0	980-1017	1023-1298	7pg0	A	F-P06213-F1-model_v3.cif	7pg0.cif	0	6340	5232	10981	5232	0.8252365930599369	0.476
INSR	P06213	1382.0	980-1017	1023-1298	7pg2	A	F-P06213-F1-model_v3.cif	7pg2.cif	0	6340	5232	10981	5232	0.8252365930599369	0.476
INSR	P06213	1382.0	980-1017	1023-1298	7pg3	A	F-P06213-F1-model_v3.cif	7pg3.cif	0	6340	5232	10981	5232	0.8252365930599369	0.476
INSR	P06213	1382.0	980-1017	1023-1298	7pg4	A	F-P06213-F1-model_v3.cif	7pg4.cif	0	6340	5232	10981	5232	0.8252365930599369	0.476
INSR	P06213	1382.0	980-1017	1023-1298	7pht	A	F-P06213-F1-model_v3.cif	7pht.cif	0	10480	19	10981	19	0.0018129770992366412	0.002
INSR	P06213	1382.0	980-1017	1023-1298	7qid	A	F-P06213-F1-model_v3.cif	7qid.cif	-27	10991	5774	10981	5774	0.5253389136566281	0.526
INSR	P06213	1382.0	980-1017	1023-1298	7s0q	B	F-P06213-F1-model_v3.cif	7s0q.cif	-27	5190	2618	10981	2618	0.504431599229287	0.238
INSR	P06213	1382.0	980-1017	1023-1298	7s8v	B	F-P06213-F1-model_v3.cif	7s8v.cif	-27	8147	4153	10981	4153	0.5097581931999509	0.378
INSR	P06213	1382.0	980-1017	1023-1298	7u6d	B	F-P06213-F1-model_v3.cif	7u6d.cif	-27	4529	4519	10981	4519	0.9977920070655774	0.412
INSR	P06213	1382.0	980-1017	1023-1298	7u6e	C	F-P06213-F1-model_v3.cif	7u6e.cif	0	4708	356	10981	356	0.07561597281223449	0.032
INSR	P06213	1382.0	980-1017	1023-1298	7yq3	C	F-P06213-F1-model_v3.cif	7yq3.cif	-27	6693	5529	10981	5529	0.8260869565217391	0.504
INSR	P06213	1382.0	980-1017	1023-1298	7yq4	A	F-P06213-F1-model_v3.cif	7yq4.cif	-27	4708	4675	10981	4675	0.9929906542056075	0.426
INSR	P06213	1382.0	980-1017	1023-1298	7yq5	D	F-P06213-F1-model_v3.cif	7yq5.cif	0	6676	421	10981	421	0.06306171360095866	0.038
INSR	P06213	1382.0	980-1017	1023-1298	7yq6	A	F-P06213-F1-model_v3.cif	7yq6.cif	-27	6439	5275	10981	5275	0.8192265879794999	0.48
INSR	P06213	1382.0	980-1017	1023-1298	8dwn	A	F-P06213-F1-model_v3.cif	8dwn.cif	-1004	2246	2230	10981	2230	0.9928762243989314	0.203
INSR	P06213	1382.0	980-1017	1023-1298	8guy	A	F-P06213-F1-model_v3.cif	8guy.cif	-27	6736	5565	10981	5565	0.8261579572446556	0.507
INSR	P06213	1382.0	980-1017	1023-1298	8u4b	A	F-P06213-F1-model_v3.cif	8u4b.cif	0	6606	6606	10981	6606	1.0	0.602
INSR	P06213	1382.0	980-1017	1023-1298	8u4c	A	F-P06213-F1-model_v3.cif	8u4c.cif	0	6610	6610	10981	6610	1.0	0.602
INSR	P06213	1382.0	980-1017	1023-1298	8u4e	A	F-P06213-F1-model_v3.cif	8u4e.cif	0	6386	6386	10981	6386	1.0	0.582
INSR	P06213	1382.0	980-1017	1023-1298	8vjb	A	F-P06213-F1-model_v3.cif	8vjb.cif	0	6601	5452	10981	5452	0.8259354643235873	0.496
INSR	P06213	1382.0	980-1017	1023-1298	8vjc	A	F-P06213-F1-model_v3.cif	8vjc.cif	0	6386	5270	10981	5270	0.8252427184466019	0.48
NEIL1	Q96FI4	390.0	244-245	220-280	1tdh	A	F-Q96FI4-F1-model_v3.cif	1tdh.cif	0	2241	2224	3078	2224	0.9924141008478358	0.723
NEIL1	Q96FI4	390.0	244-245	220-280	4nrv	A	F-Q96FI4-F1-model_v3.cif	4nrv.cif	-1	2196	2182	3078	2182	0.9936247723132969	0.709
NEIL1	Q96FI4	390.0	244-245	220-280	5itq	A	F-Q96FI4-F1-model_v3.cif	5itq.cif	0	2316	2248	3078	2248	0.9706390328151986	0.73
NEIL1	Q96FI4	390.0	244-245	220-280	5itr	A	F-Q96FI4-F1-model_v3.cif	5itr.cif	0	2146	2120	3078	2120	0.9878844361602982	0.689
NEIL1	Q96FI4	390.0	244-245	220-280	5itt	A	F-Q96FI4-F1-model_v3.cif	5itt.cif	0	2143	2132	3078	2132	0.9948670088660756	0.693
NEIL1	Q96FI4	390.0	244-245	220-280	5itu	A	F-Q96FI4-F1-model_v3.cif	5itu.cif	0	2120	2117	3078	2117	0.9985849056603774	0.688
NEIL1	Q96FI4	390.0	244-245	220-280	5itx	A	F-Q96FI4-F1-model_v3.cif	5itx.cif	0	2099	2099	3078	2099	1.0	0.682
NEIL1	Q96FI4	390.0	244-245	220-280	5ity	A	F-Q96FI4-F1-model_v3.cif	5ity.cif	0	2148	2095	3078	2095	0.9753258845437617	0.681
NEIL1	Q96FI4	390.0	244-245	220-280	6lwa	A	F-Q96FI4-F1-model_v3.cif	6lwa.cif	0	2112	2099	3078	2099	0.993844696969697	0.682
NEIL1	Q96FI4	390.0	244-245	220-280	6lwb	A	F-Q96FI4-F1-model_v3.cif	6lwb.cif	0	2106	2082	3078	2082	0.9886039886039886	0.676
NEIL1	Q96FI4	390.0	244-245	220-280	6lwc	A	F-Q96FI4-F1-model_v3.cif	6lwc.cif	0	2101	2088	3078	2088	0.9938124702522608	0.678
NEIL1	Q96FI4	390.0	244-245	220-280	6lwd	A	F-Q96FI4-F1-model_v3.cif	6lwd.cif	0	2139	2115	3078	2115	0.9887798036465638	0.687
NEIL1	Q96FI4	390.0	244-245	220-280	6lwf	A	F-Q96FI4-F1-model_v3.cif	6lwf.cif	0	2110	2097	3078	2097	0.9938388625592417	0.681
NEIL1	Q96FI4	390.0	244-245	220-280	6lwg	A	F-Q96FI4-F1-model_v3.cif	6lwg.cif	0	2131	2107	3078	2107	0.9887376818395119	0.685
NEIL1	Q96FI4	390.0	244-245	220-280	6lwh	A	F-Q96FI4-F1-model_v3.cif	6lwh.cif	0	2108	2095	3078	2095	0.9938330170777988	0.681
NEIL1	Q96FI4	390.0	244-245	220-280	6lwi	A	F-Q96FI4-F1-model_v3.cif	6lwi.cif	0	2131	2107	3078	2107	0.9887376818395119	0.685
NEIL1	Q96FI4	390.0	244-245	220-280	6lwj	A	F-Q96FI4-F1-model_v3.cif	6lwj.cif	0	2112	2099	3078	2099	0.993844696969697	0.682
NEIL1	Q96FI4	390.0	244-245	220-280	6lwk	A	F-Q96FI4-F1-model_v3.cif	6lwk.cif	0	2139	2115	3078	2115	0.9887798036465638	0.687
NEIL1	Q96FI4	390.0	244-245	220-280	6lwl	A	F-Q96FI4-F1-model_v3.cif	6lwl.cif	0	2142	2131	3078	2131	0.9948646125116714	0.692
NEIL1	Q96FI4	390.0	244-245	220-280	6lwm	A	F-Q96FI4-F1-model_v3.cif	6lwm.cif	0	2106	2106	3078	2106	1.0	0.684
NEIL1	Q96FI4	390.0	244-245	220-280	6lwn	A	F-Q96FI4-F1-model_v3.cif	6lwn.cif	0	2145	2127	3078	2127	0.9916083916083916	0.691
NEIL1	Q96FI4	390.0	244-245	220-280	6lwo	A	F-Q96FI4-F1-model_v3.cif	6lwo.cif	0	2111	2090	3078	2090	0.9900521080056846	0.679
NEIL1	Q96FI4	390.0	244-245	220-280	6lwp	A	F-Q96FI4-F1-model_v3.cif	6lwp.cif	0	2116	2094	3078	2094	0.9896030245746692	0.68
NEIL1	Q96FI4	390.0	244-245	220-280	6lwq	A	F-Q96FI4-F1-model_v3.cif	6lwq.cif	0	2142	2131	3078	2131	0.9948646125116714	0.692
NEIL1	Q96FI4	390.0	244-245	220-280	6lwr	A	F-Q96FI4-F1-model_v3.cif	6lwr.cif	0	2126	2126	3078	2126	1.0	0.691
NEIL1	Q96FI4	390.0	244-245	220-280	7tmx	B	F-Q96FI4-F1-model_v3.cif	7tmx.cif	-358	56	56	3078	56	1.0	0.018
NEIL1	Q96FI4	390.0	244-245	220-280	8ftj	A	F-Q96FI4-F1-model_v3.cif	8ftj.cif	-1	2117	2086	3078	2086	0.9853566367501181	0.678
PDE4B	Q07343	736.0	166-281	330-649	1f0j	A	F-Q07343-F1-model_v3.cif	1f0j.cif	-323	2835	2825	5840	2825	0.9964726631393298	0.484
PDE4B	Q07343	736.0	166-281	330-649	1ro6	A	F-Q07343-F1-model_v3.cif	1ro6.cif	-322	2772	2762	5840	2762	0.9963924963924964	0.473
PDE4B	Q07343	736.0	166-281	330-649	1ro9	A	F-Q07343-F1-model_v3.cif	1ro9.cif	-322	2724	2714	5840	2714	0.9963289280469897	0.465
PDE4B	Q07343	736.0	166-281	330-649	1ror	A	F-Q07343-F1-model_v3.cif	1ror.cif	-322	2724	2714	5840	2714	0.9963289280469897	0.465
PDE4B	Q07343	736.0	166-281	330-649	1tb5	A	F-Q07343-F1-model_v3.cif	1tb5.cif	-319	2617	2613	5840	2613	0.9984715322888804	0.447
PDE4B	Q07343	736.0	166-281	330-649	1xlx	A	F-Q07343-F1-model_v3.cif	1xlx.cif	-302	2617	2607	5840	2607	0.996178830722201	0.446
PDE4B	Q07343	736.0	166-281	330-649	1xlz	A	F-Q07343-F1-model_v3.cif	1xlz.cif	-302	2613	2601	5840	2601	0.9954075774971297	0.445
PDE4B	Q07343	736.0	166-281	330-649	1xm4	A	F-Q07343-F1-model_v3.cif	1xm4.cif	-302	2621	2601	5840	2601	0.9923693246852346	0.445
PDE4B	Q07343	736.0	166-281	330-649	1xm6	A	F-Q07343-F1-model_v3.cif	1xm6.cif	-302	2749	2719	5840	2719	0.9890869407057111	0.466
PDE4B	Q07343	736.0	166-281	330-649	1xmu	A	F-Q07343-F1-model_v3.cif	1xmu.cif	-302	2686	2666	5840	2666	0.992553983618764	0.457
PDE4B	Q07343	736.0	166-281	330-649	1xmy	A	F-Q07343-F1-model_v3.cif	1xmy.cif	-302	2613	2601	5840	2601	0.9954075774971297	0.445
PDE4B	Q07343	736.0	166-281	330-649	1xn0	A	F-Q07343-F1-model_v3.cif	1xn0.cif	-302	2625	2595	5840	2595	0.9885714285714285	0.444
PDE4B	Q07343	736.0	166-281	330-649	1xos	A	F-Q07343-F1-model_v3.cif	1xos.cif	-302	2597	2567	5840	2567	0.9884482094724683	0.44
PDE4B	Q07343	736.0	166-281	330-649	1xot	A	F-Q07343-F1-model_v3.cif	1xot.cif	-302	2617	2607	5840	2607	0.996178830722201	0.446
PDE4B	Q07343	736.0	166-281	330-649	1y2h	A	F-Q07343-F1-model_v3.cif	1y2h.cif	-302	2617	2607	5840	2607	0.996178830722201	0.446
PDE4B	Q07343	736.0	166-281	330-649	1y2j	A	F-Q07343-F1-model_v3.cif	1y2j.cif	-302	2617	2607	5840	2607	0.996178830722201	0.446
PDE4B	Q07343	736.0	166-281	330-649	2chm	A	F-Q07343-F1-model_v3.cif	2chm.cif	-326	2611	540	5840	540	0.20681731137495213	0.092
PDE4B	Q07343	736.0	166-281	330-649	2qyl	A	F-Q07343-F1-model_v3.cif	2qyl.cif	0	2706	187	5840	187	0.06910569105691057	0.032
