Gene_name	Uniprot_ID	Protein_length	region_1	region_2	region_1_len	region_2_len	PDB ID	PDB Length	Resolution	Model	Label_chain	Entity_id	Auth_chain	PDB residues in region_1	PDB residues in region_2	Percent residues in region_1	Percent residues in region_2	Auth_offset	Conformation
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		12	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		13	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		14	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		15	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		16	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		17	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		18	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm4	158		19	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		0	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		1	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		2	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		3	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		4	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		5	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		6	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		7	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		8	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		9	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		10	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		11	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		12	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		13	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		14	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		15	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		16	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		17	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		18	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm2	158		19	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6ux8	163	2.5	0	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		0	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		1	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		2	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		3	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		4	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		5	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		6	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		7	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		8	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		9	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		10	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		11	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		12	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		13	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		14	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		15	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		16	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		17	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		18	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zpr	158		19	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		0	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		1	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		2	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		3	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		4	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		5	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		6	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		7	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		8	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		9	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		10	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		11	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		12	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		13	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		14	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		15	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		16	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		17	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		18	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	6zle	157		19	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		0	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		1	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		2	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		3	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		4	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		5	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		6	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		7	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		8	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		9	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		10	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		11	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		12	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		13	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		14	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		15	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		16	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		17	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		18	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	2msv	154		19	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		0	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		1	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		2	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		3	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		4	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		5	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		6	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		7	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		8	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		9	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		10	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		11	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		12	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		13	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		14	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		15	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		16	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		17	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		18	A	1	A	18	124	100	100	0	
MLKL	Q8NB16	471	133-150	1-124	18	124	7nm5	158		19	A	1	A	18	124	100	100	0	
PARP2	Q9UGN5	583	231-348	356-538	118	183	4zzy	432	2.2	0	A	1	A	118	183	100	100	0	
PARP2	Q9UGN5	583	231-348	356-538	118	183	7aeo	458	2.8	0	A	1	A	108	183	91.5254237288136	100	0	
DNMT1	P26358	1616	647-714	1140-1602	68	463	3swr	1284	2.49	0	A	1	A	68	461	100	99.5680345572354	0	
DNMT1	P26358	1616	647-714	1140-1602	68	463	3pta	909	3.6	0	A	1	A	68	457	100	98.7041036717063	0	
BID	P55957	195	21-51	60-195	31	136	2bid	197		0	A	1	A	31	136	100	100	2	
BID	P55957	195	21-51	60-195	31	136	2bid	197		1	A	1	A	31	136	100	100	2	
BID	P55957	195	21-51	60-195	31	136	2bid	197		2	A	1	A	31	136	100	100	2	
BID	P55957	195	21-51	60-195	31	136	2bid	197		3	A	1	A	31	136	100	100	2	
BID	P55957	195	21-51	60-195	31	136	2bid	197		4	A	1	A	31	136	100	100	2	
BID	P55957	195	21-51	60-195	31	136	2bid	197		5	A	1	A	31	136	100	100	2	
BID	P55957	195	21-51	60-195	31	136	2bid	197		6	A	1	A	31	136	100	100	2	
BID	P55957	195	21-51	60-195	31	136	2bid	197		7	A	1	A	31	136	100	100	2	
BID	P55957	195	21-51	60-195	31	136	2bid	197		8	A	1	A	31	136	100	100	2	
BID	P55957	195	21-51	60-195	31	136	2bid	197		9	A	1	A	31	136	100	100	2	
BID	P55957	195	21-51	60-195	31	136	2bid	197		10	A	1	A	31	136	100	100	2	
BID	P55957	195	21-51	60-195	31	136	2bid	197		11	A	1	A	31	136	100	100	2	
BID	P55957	195	21-51	60-195	31	136	2bid	197		12	A	1	A	31	136	100	100	2	
BID	P55957	195	21-51	60-195	31	136	2bid	197		13	A	1	A	31	136	100	100	2	
BID	P55957	195	21-51	60-195	31	136	2bid	197		14	A	1	A	31	136	100	100	2	
OTULIN	Q96BN8	352	330-339	129-329,340-341	11	213	3znv	608	1.3	0	A	1	A	11	202	100	94.8356807511737	0	
OTULIN	Q96BN8	352	330-339	129-329,340-341	11	213	3znx	595	1.35	0	A	1	A	11	194	100	91.0798122065728	0	
OTULIN	Q96BN8	352	330-339	129-329,340-341	11	213	3znz	549	1.9	0	A	1	A	11	194	100	91.0798122065728	0	
OTULIN	Q96BN8	352	330-339	129-329,340-341	11	213	4ksj	484	1.6	0	A	1	A	11	188	100	88.2629107981221	0	
OTULIN	Q96BN8	352	330-339	129-329,340-341	11	213	6i9c	518	1.77	0	A	1	A	11	194	100	91.0798122065728	0	
OTULIN	Q96BN8	352	330-339	129-329,340-341	11	213	5oe7	266	2.95	0	A	1	A	11	195	100	91.5492957746479	0	
DDX3X	O00571	662	132-181	211-575	50	365	6cz5	428	3	0	A	1	A	41	357	82	97.8082191780822	0	
DDX3X	O00571	662	132-181	211-575	50	365	4pxa	448	3.2	0	A	1	A	47	365	94	100	0	
ACTN2	P35609	894	259-307	753-824	49	72	4d1e	859	3.5	0	A	1	A	49	72	100	100	0	
PREX1	Q8TCU6	1659	409-499	49-240,271-392	91	314	7syf	1391	2.285	0	A	1	A	87	289	95.6043956043956	92.0382165605096	0	
CRK	P46108	304	239-294	132-192	56	61	2eyz	304		0	A	1	A	56	61	100	100	0	
ARIH1	Q9Y4X5	557	408-557	339-392	150	54	4kc9	420	3.603	0	A	1	A	140	52	93.3333333333333	96.2962962962963	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		0	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		1	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		2	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		3	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		4	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		5	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		6	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		7	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		8	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		9	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		10	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		11	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		12	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		13	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		14	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		15	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		16	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		17	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		18	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		19	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		20	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		21	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		22	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		23	A	1	A	32	81	96.969696969697	100	0	
ETS1	P27577	440	304-310,416-441	335-415	33	81	1r36	140		24	A	1	A	32	81	96.969696969697	100	0	
VAV1	P15498	845	131-178	194-373	48	180	6nf1	609	2.6	0	A	1	A	40	180	83.3333333333333	100	0	
CYTH3	O08967	399	251-265,383-395	77-206	28	130	6bbq	523	1.8	0	A	1	A	28	130	100	100	0	
CYTH3	O08967	399	251-265,383-395	77-206	28	130	6bbp	523	1.5	0	A	1	A	28	130	100	100	0	
USP14	P54578	494	329-351,429-433	105-328,352-428,434-483	28	379	2ayo	355	3.5	0	A	1	A	28	319	100	84.1688654353562	-1	
WNK3	Q9BYP7	1800	440-463	147-405	24	259	5o2c	490	2.4	0	A	1	A	24	259	100	100	0	
	Q95PM0	450	96-113	126-342	18	217	7avm	346	2.8	0	A	1	A	18	217	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		0	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		1	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		2	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		3	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		4	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		5	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		6	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		7	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		8	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		9	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		10	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		11	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		12	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		13	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		14	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		15	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		16	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		17	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		18	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqn	303		19	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		0	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		1	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		2	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		3	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		4	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		5	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		6	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		7	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		8	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		9	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		10	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		11	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		12	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		13	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		14	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		15	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		16	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		17	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		18	A	1	A	47	89	100	100	0	
CRKL	P46109	303	129-175	14-102	47	89	2lqw	303		19	A	1	A	47	89	100	100	0	
CAMK2D	Q13557	499	283-292	14-272	10	259	2wel	610	1.9	0	A	1	A	10	259	100	100	0	
MRE11	Q58719	366	290-330	1-289	41	289	3av0	382	3.1	0	A	1	A	41	289	100	100	0	
CHD1L	Q86WJ1	897	704-897	351-513	194	163	7epu	750	3.5	0	B	2	B	161	139	82.9896907216495	85.2760736196319	0	
	Q8RT31	374	201-354	1-190	154	190	4c7p	348	3.1	0	A	1	A	147	190	95.4545454545454	100	0	
	Q8RT31	374	201-354	1-190	154	190	4d7q	623	2	0	A	1	A	146	190	94.8051948051948	100	0	
NLRP3	Q96P20	1036	740-991	220-536	252	317	6npy	799	2.835	0	A	1	A	252	311	100	98.1072555205047	-2	
MAPKAPK3	Q16644		307-343	44-304	37	261	3she	302	2.25	0	A	1	A	37	215	100	82.3754789272031	0	
MAPKAPK3	Q16644		307-343	44-304	37	261	3fhr	382	1.9	0	A	1	A	37	217	100	83.1417624521073	0	
MAPKAPK3	Q16644		307-343	44-304	37	261	3r1n	348	2.09	0	A	1	A	37	219	100	83.9080459770115	0	
MAPKAPK3	Q16644		307-343	44-304	37	261	3fxw	378	2	0	A	1	A	37	215	100	82.3754789272031	0	
MAPKAPK3	Q16644		307-343	44-304	37	261	7nrb	414	1.9	0	A	1	A	37	217	100	83.1417624521073	0	
MAP2K6	P52564	334	251-277	53-250,278-314	27	262	8a8m	301	3	0	B	2	B	27	222	100	84.7328244274809	0	
MAP2K6	P52564	334	251-277	53-250,278-314	27	262	3fme	316	2.26	0	A	1	A	27	215	100	82.0610687022901	0	
MAP2K6	P52564	334	251-277	53-250,278-314	27	262	3vn9	311	2.6	0	A	1	A	27	235	100	89.6946564885496	0	
	A0A0R4I961	279	155-279	3-147	125	145	6gu0	500	2.501	0	A	1	A	125	145	100	100	0	
TRERF1	P60240		1-110	147-416,441-659	110	489	7m8e	967	1.84	0	F	5	F	109	489	99.0909090909091	100	0	
CAMK1	Q14012	370	286-300	20-276	15	257	4fgb	340	2.6	0	A	1	A	14	249	93.3333333333333	96.8871595330739	0	
ARHGEF4	Q9NR80	690	129-179	284-468	51	185	2dx1	449	2.36	0	A	1	A	49	182	96.078431372549	98.3783783783784	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		0	A	1	A	10	82	100	100	-71	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		1	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		2	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		3	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		4	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		5	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		6	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		7	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		8	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		9	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		10	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		11	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		12	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		13	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		14	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		15	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		16	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		17	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf8	128		18	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf7	106		0	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf7	106		1	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf7	106		2	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf7	106		3	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf7	106		4	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf7	106		5	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf7	106		6	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf7	106		7	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf7	106		8	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf7	106		9	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf7	106		10	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf7	106		11	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf7	106		12	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf7	106		13	A	1	A	10	82	100	100	0	
ETV6	P97360	485	426-435	335-416	10	82	2lf7	106		14	A	1	A	10	82	100	100	0	
