uniprot	region_1	region_2	af_filename	cluster	cf_filename
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	251	P23687_251_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	178	P23687_178_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	363	P23687_363_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	097	P23687_097_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	255	P23687_255_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	153	P23687_153_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	043	P23687_043_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	341	P23687_341_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	047	P23687_047_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	183	P23687_183_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	354	P23687_354_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	070	P23687_070_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	294	P23687_294_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	160	P23687_160_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	266	P23687_266_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	192	P23687_192_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	U100-002	P23687_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	U10-009	P23687_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	003	P23687_003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	305	P23687_305_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	277	P23687_277_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	348	P23687_348_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	131	P23687_131_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	233	P23687_233_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	301	P23687_301_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	222	P23687_222_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	056	P23687_056_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	039	P23687_039_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	169	P23687_169_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	102	P23687_102_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	U10-000	P23687_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	314	P23687_314_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	249	P23687_249_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	359	P23687_359_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	074	P23687_074_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	106	P23687_106_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	120	P23687_120_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	336	P23687_336_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	030	P23687_030_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	204	P23687_204_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	021	P23687_021_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	327	P23687_327_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	215	P23687_215_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	285	P23687_285_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	065	P23687_065_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	117	P23687_117_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	211	P23687_211_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	028	P23687_028_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	319	P23687_319_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	200	P23687_200_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	079	P23687_079_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	240	P23687_240_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	175	P23687_175_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	273	P23687_273_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	025	P23687_025_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	258	P23687_258_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	113	P23687_113_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	138	P23687_138_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	135	P23687_135_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	281	P23687_281_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	288	P23687_288_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	308	P23687_308_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	093	P23687_093_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	376	P23687_376_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	082	P23687_082_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	299	P23687_299_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	012	P23687_012_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	052	P23687_052_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	016	P23687_016_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	164	P23687_164_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	262	P23687_262_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	U10-004	P23687_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	345	P23687_345_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	171	P23687_171_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	068	P23687_068_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	187	P23687_187_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	323	P23687_323_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	196	P23687_196_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	290	P23687_290_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	372	P23687_372_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	U100-006	P23687_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	129	P23687_129_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	034	P23687_034_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	332	P23687_332_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	146	P23687_146_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	350	P23687_350_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	310	P23687_310_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	226	P23687_226_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	142	P23687_142_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	218	P23687_218_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	061	P23687_061_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	367	P23687_367_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	237	P23687_237_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	157	P23687_157_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	007	P23687_007_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	060	P23687_060_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	289	P23687_289_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	236	P23687_236_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	179	P23687_179_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	U10-005	P23687_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	311	P23687_311_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	298	P23687_298_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	071	P23687_071_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	035	P23687_035_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	333	P23687_333_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	248	P23687_248_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	337	P23687_337_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	103	P23687_103_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	318	P23687_318_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	349	P23687_349_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	259	P23687_259_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	214	P23687_214_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	024	P23687_024_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	139	P23687_139_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	083	P23687_083_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	241	P23687_241_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	147	P23687_147_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	156	P23687_156_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	250	P23687_250_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	300	P23687_300_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	366	P23687_366_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	130	P23687_130_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	006	P23687_006_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	174	P23687_174_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	272	P23687_272_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	186	P23687_186_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	322	P23687_322_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	042	P23687_042_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	112	P23687_112_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	309	P23687_309_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	227	P23687_227_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	053	P23687_053_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	245	P23687_245_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	161	P23687_161_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	U100-007	P23687_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	087	P23687_087_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	263	P23687_263_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	197	P23687_197_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	128	P23687_128_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	020	P23687_020_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	276	P23687_276_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	170	P23687_170_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	280	P23687_280_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	340	P23687_340_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	U10-008	P23687_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	291	P23687_291_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	057	P23687_057_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	358	P23687_358_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	031	P23687_031_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	U100-003	P23687_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	193	P23687_193_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	267	P23687_267_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	U10-001	P23687_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	038	P23687_038_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	165	P23687_165_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	075	P23687_075_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	107	P23687_107_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	208	P23687_208_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	143	P23687_143_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	355	P23687_355_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	002	P23687_002_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	219	P23687_219_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	092	P23687_092_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	344	P23687_344_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	254	P23687_254_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	152	P23687_152_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	029	P23687_029_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	362	P23687_362_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	064	P23687_064_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	210	P23687_210_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	121	P23687_121_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	205	P23687_205_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	295	P23687_295_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	017	P23687_017_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	201	P23687_201_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	116	P23687_116_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	046	P23687_046_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	326	P23687_326_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	284	P23687_284_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	134	P23687_134_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	232	P23687_232_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	096	P23687_096_unrelaxed_rank_001_alphafold2_multimer_v2_model_2_seed_000.pdb
P23687	1-426	427-710	AF-P23687-F1-model_v4.cif	069	P23687_069_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
