uniprot	pdb	region_1	region_2	complex_rmsd	percent_region_1	percent_region_2	2_aligned	2_comp	conformation	state	organism	date	notes
P62826	6x2w	179-216	10-169	16.202	92.10526316	100	1.028	40.484	Open	Active	Homo sapiens	['2020-05-21']	
P62826	6x2x	179-216	10-169	16.189	92.10526316	100	1.032	40.474	Open	Active	Homo sapiens	['2020-05-21']	
P62826	6x2y	179-216	10-169	16.114	92.10526316	100	0.987	40.265	Open	Active	Homo sapiens	['2020-05-21']	
P62826	6xjp	179-216	10-169	16.155	100	100	1.063	39.045	Open	Active	Homo sapiens	['2020-06-24']	
P62826	6xjr	179-216	10-169	16.075	94.73684211	100	1.079	39.718	Open	Active	Homo sapiens	['2020-06-24']	
P62826	6xjs	179-216	10-169	16.16	100	100	1.069	39.069	Open	Active	Homo sapiens	['2020-06-24']	
P62826	6xjt	179-216	10-169	16.134	100	100	1.088	39.006	Open	Active	Homo sapiens	['2020-06-24']	
P62826	6xju	179-216	10-169	16.153	100	100	1.077	39.052	Open	Active	Homo sapiens	['2020-06-24']	
P62826	7cnd	179-216	10-169	16.33	97.36842105	99.375	1.058	39.763	Open	Active	Homo sapiens	['2020-07-31']	
P62826	7dbg	179-216	10-169	16.33	97.36842105	99.375	1.033	39.838	Open	Active	Homo sapiens	['2020-10-20']	
P62826	7l5e	179-216	10-169	15.772	81.57894737	100	1.018	41.726	Open	Active	Homo sapiens	['2020-12-21']	
P62826	7mnv	179-216	10-169	23.383	81.57894737	99.375	4.625	61.043	Open	Active	Homo sapiens	['2021-05-01']	
P62826	1k5d	179-216	10-169	13.757	92.10526316	100	2.235	34.225	Open		Homo sapiens	['2001-10-10']	
P62826	1k5g	179-216	10-169	13.899	92.10526316	100	2.276	34.554	Open		Homo sapiens	['2001-10-10']	
P62826	1rrp	179-216	10-169	11.976	86.84210526	100	1.377	30.84	Open		Homo sapiens	['1999-01-15']	
P62826	3ch5	179-216	10-169	21.119	71.05263158	96.25	4.994	57.062	Open		Homo sapiens	['2008-03-07']	
P62826	3gj0	179-216	10-169	21.872	76.31578947	100	4.862	58.94	Open		Homo sapiens	['2009-03-07']	
P62826	3gj3	179-216	10-169	21.984	76.31578947	100	4.849	58.959	Open		Homo sapiens	['2009-03-07']	
P62826	3gj4	179-216	10-169	22.63	78.94736842	99.375	4.611	59.802	Open		Homo sapiens	['2009-03-07']	
P62826	3gj5	179-216	10-169	22.653	78.94736842	99.375	4.601	59.871	Open		Homo sapiens	['2009-03-07']	
P62826	3gj6	179-216	10-169	22.599	78.94736842	99.375	4.584	59.996	Open		Homo sapiens	['2009-03-07']	
P62826	3gj7	179-216	10-169	22.089	76.31578947	99.375	4.574	59.019	Open		Homo sapiens	['2009-03-07']	
P62826	3gj8	179-216	10-169	23.414	81.57894737	99.375	4.623	61.269	Open		Homo sapiens	['2009-03-07']	
P62826	4hau	179-216	10-169	15.841	76.31578947	100	1.095	42.202	Open		Homo sapiens	['2012-09-27']	
P62826	4hav	179-216	10-169	15.521	68.42105263	100	1.087	43.969	Open		Homo sapiens	['2012-09-27']	
P62826	4haw	179-216	10-169	15.494	68.42105263	100	1.109	43.889	Open		Homo sapiens	['2012-09-27']	
P62826	4hay	179-216	10-169	15.857	78.94736842	100	1.097	41.83	Open		Homo sapiens	['2012-09-27']	
P62826	5ciq	179-216	10-169	22.116	76.31578947	100	4.843	58.982	Open		Homo sapiens	['2015-07-13']	
P62826	5cit	179-216	10-169	21.438	73.68421053	100	4.847	58.062	Open		Homo sapiens	['2015-07-13']	
P62826	5ciw	179-216	10-169	22.122	76.31578947	99.375	4.581	58.892	Open		Homo sapiens	['2015-07-13']	
P62826	5cj2	179-216	10-169	19.97	68.42105263	99.375	4.586	55.712	Open		Homo sapiens	['2015-07-13']	
P62826	5clq	179-216	10-169	12.538	86.84210526	99.375	1.892	32.251	Open		Homo sapiens	['2015-07-16']	
P62826	7mnp	179-216	10-169	22.081	76.31578947	99.375	4.593	58.995	Open		Homo sapiens	['2021-05-01']	
P62826	7mnq	179-216	10-169	22.639	78.94736842	99.375	4.826	59.846	Open		Homo sapiens	['2021-05-01']	
P62826	7mnr	179-216	10-169	22.55	78.94736842	99.375	4.838	59.762	Open		Homo sapiens	['2021-05-01']	
P62826	7mns	179-216	10-169	22.613	78.94736842	99.375	4.961	59.743	Open		Homo sapiens	['2021-05-01']	
P62826	7mnt	179-216	10-169	22.613	78.94736842	99.375	5.076	59.618	Open		Homo sapiens	['2021-05-01']	
P62826	7mnu	179-216	10-169	21.408	73.68421053	99.375	4.984	57.795			Homo sapiens	['2021-05-01']	
P62826	7mnw	179-216	10-169	15.482	100	100	1.258	37.459			Homo sapiens	['2021-05-01']	
P62826	7mnx	179-216	10-169	13.764	92.10526316	100	1.226	34.558			Homo sapiens	['2021-05-01']	
P62826	7mny	179-216	10-169	16.192	100	98.75	1.805	38.984			Homo sapiens	['2021-05-01']	
P62826	7mnz	179-216	10-169	12.568	86.84210526	100	0.919	32.533			Homo sapiens	['2021-05-01']	
P62826	7mo0	179-216	10-169	15.747	94.73684211	99.375	1.885	39.011			Homo sapiens	['2021-05-01']	
P62826	7mo1	179-216	10-169	22.539	78.94736842	99.375	4.59	59.882			Homo sapiens	['2021-05-01']	
P62826	7mo2	179-216	10-169	22.707	78.94736842	99.375	4.759	59.961			Homo sapiens	['2021-05-01']	
P62826	7mo3	179-216	10-169	24.165	84.21052632	99.375	4.591	62.371			Homo sapiens	['2021-05-01']	
P62826	7mo4	179-216	10-169	24.13	84.21052632	99.375	4.549	62.297			Homo sapiens	['2021-05-01']	
P62826	7mo5	179-216	10-169	22.563	78.94736842	99.375	4.58	59.773			Homo sapiens	['2021-05-01']	
P62826	7ypz	179-216	10-169	16.214	97.36842105	99.375	1	39.574			Homo sapiens	['2022-08-05']	
P97360	2lf7	426-435	335-416	2.411	100	100	2.06	3.7	Closed	Autoinhibited	Mus musculus	['2011-06-28']	
P97360	2lf8	426-435	335-416	5.708	100	100	1.691	2.65	Closed	Autoinhibited	Mus musculus	['2011-06-28']	
Q00944	2j0j	35-362	422-680	2.641	100	95.36679537	3.342	1.906	Closed	Autoinhibited	GALLUS GALLUS	['2006-08-03']	
Q00944	2j0k	35-362	422-680	1.831	100	94.20849421	1.203	4.812			GALLUS GALLUS	['2006-08-03']	
Q00944	6ty3	35-362	422-680	22.472	99.69512195	96.13899614	2.501	71.123			Gallus gallus	['2020-01-15']	
Q00944	6ty4	35-362	422-680	22.518	100	100	1.803	70.656			Gallus gallus	['2020-01-15']	
Q01974	3zzw	555-556	473-746	1.968	100	93.43065693	1.91	1.507			HOMO SAPIENS	['2011-09-05']	
Q01974	4gt4	555-556	473-746	1.727	100	94.16058394	1.723	0.872			Homo sapiens	['2012-08-28']	
Q02750	1s9j	75-102	68-74,103-361	1.634	100	87.59398496	1.425	1.315	Closed	Autoinhibited	Homo sapiens	['2004-02-04']	
Q02750	2p55	75-102	68-74,103-361	1.627	100	87.59398496	1.403	1.005	Closed	Autoinhibited	Homo sapiens	['2007-03-14']	
Q02750	3dv3	75-102	68-74,103-361	1.588	100	87.21804511	1.279	1.028	Closed	Autoinhibited	Homo sapiens	['2008-07-18']	
Q02750	3dy7	75-102	68-74,103-361	1.68	100	83.83458647	1.262	0.988	Closed	Autoinhibited	Homo sapiens	['2008-07-25']	
Q02750	3e8n	75-102	68-74,103-361	1.605	100	88.34586466	1.333	1.054	Closed	Autoinhibited	Homo sapiens	['2008-08-20']	
Q02750	3eqb	75-102	68-74,103-361	1.644	100	87.59398496	1.405	1.059	Closed	Autoinhibited	Homo sapiens	['2008-09-30']	
Q02750	3eqc	75-102	68-74,103-361	1.371	100	87.96992481	1.107	1.002	Closed	Autoinhibited	Homo sapiens	['2008-09-30']	
Q02750	3eqd	75-102	68-74,103-361	1.561	100	89.09774436	1.052	0.982	Closed	Autoinhibited	Homo sapiens	['2008-09-30']	
Q02750	3eqf	75-102	68-74,103-361	1.678	100	89.09774436	1.145	1.229	Closed	Autoinhibited	Homo sapiens	['2008-09-30']	
Q02750	3eqg	75-102	68-74,103-361	1.579	100	89.09774436	1.089	1.21	Closed	Autoinhibited	Homo sapiens	['2008-09-30']	
Q02750	3eqh	75-102	68-74,103-361	1.522	100	89.09774436	1.05	0.954	Closed	Autoinhibited	Homo sapiens	['2008-09-30']	
Q02750	3eqi	75-102	68-74,103-361	1.593	100	89.09774436	1.159	1.082	Closed	Autoinhibited	Homo sapiens	['2008-09-30']	
Q02750	3mbl	75-102	68-74,103-361	1.619	100	88.34586466	1.311	1.173	Closed	Autoinhibited	Homo sapiens	['2010-03-25']	
Q02750	3orn	75-102	68-74,103-361	3.779	100	65.41353383	2.456	1.189	Closed	Autoinhibited	Homo sapiens	['2010-09-07']	
Q02750	3os3	75-102	68-74,103-361	3.806	100	64.66165414	2.495	1.584	Closed	Autoinhibited	Homo sapiens	['2010-09-08']	
Q02750	3pp1	75-102	68-74,103-361	1.536	100	88.34586466	1.294	1.022	Closed	Autoinhibited	Homo sapiens	['2010-11-23']	
Q02750	3v01	75-102	68-74,103-361	1.625	100	87.59398496	1.421	1.235	Closed	Autoinhibited	Homo sapiens	['2011-12-07']	
Q02750	3v04	75-102	68-74,103-361	1.599	100	87.59398496	1.378	1.05	Closed	Autoinhibited	Homo sapiens	['2011-12-07']	
Q02750	3w8q	75-102	68-74,103-361	6.403	100	90.22556391	4.109	1.865	Closed	Autoinhibited	Homo sapiens	['2013-03-20']	
Q02750	3wig	75-102	68-74,103-361	3.799	89.28571429	65.41353383	2.535	1.173	Closed	Autoinhibited	Homo sapiens	['2013-09-12']	
Q02750	3zls	75-102	68-74,103-361	1.607	100	89.09774436	1.252	1.605	Closed	Autoinhibited	HOMO SAPIENS	['2013-02-04']	
Q02750	3zlw	75-102	68-74,103-361	1.448	96.42857143	87.96992481	1.121	1.174	Closed	Autoinhibited	HOMO SAPIENS	['2013-02-04']	
Q02750	3zlx	75-102	68-74,103-361	1.466	100	87.96992481	1.122	1.232	Closed	Autoinhibited	HOMO SAPIENS	['2013-02-04']	
Q02750	3zly	75-102	68-74,103-361	1.211	96.42857143	87.96992481	1.084	1.034	Closed	Autoinhibited	HOMO SAPIENS	['2013-02-04']	
Q02750	3zm4	75-102	68-74,103-361	1.243	100	87.21804511	1.065	1.486	Closed	Autoinhibited	HOMO SAPIENS	['2013-02-05']	
Q02750	4an2	75-102	68-74,103-361	3.15	100	63.90977444	2.2	1.667	Closed	Autoinhibited	HOMO SAPIENS	['2012-03-14']	
Q02750	4an3	75-102	68-74,103-361	3.138	100	63.15789474	2.228	1.352	Closed	Autoinhibited	HOMO SAPIENS	['2012-03-15']	
Q02750	4an9	75-102	68-74,103-361	3.135	100	63.53383459	2.199	1.309	Closed	Autoinhibited	HOMO SAPIENS	['2012-03-16']	
Q02750	4anb	75-102	68-74,103-361	3.136	100	63.90977444	2.195	1.23	Closed	Autoinhibited	HOMO SAPIENS	['2012-03-16']	
Q02750	4ark	75-102	68-74,103-361	1.868	100	88.34586466	1.377	0.996	Closed	Autoinhibited	HOMO SAPIENS	['2012-04-24']	
Q02750	4lmn	75-102	68-74,103-361	1.898	100	88.72180451	1.496	1.397	Closed	Autoinhibited	Homo sapiens	['2013-07-10']	
Q02750	4u7z	75-102	68-74,103-361	1.615	100	88.34586466	1.312	1.065	Closed	Autoinhibited	Homo sapiens	['2014-07-31']	
Q02750	4u80	75-102	68-74,103-361	1.586	100	87.59398496	1.357	1.133	Closed	Autoinhibited	Homo sapiens	['2014-07-31']	
Q02750	4u81	75-102	68-74,103-361	1.566	100	87.59398496	1.274	1.056	Closed	Autoinhibited	Homo sapiens	['2014-07-31']	
Q02750	5bx0	75-102	68-74,103-361	1.605	100	89.09774436	0.992	1.802	Closed	Autoinhibited	Homo sapiens	['2015-06-08']	
Q02750	5hze	75-102	68-74,103-361	1.564	100	86.84210526	1.665	1.413	Closed	Autoinhibited	Homo sapiens	['2016-02-02']	
Q02750	6u2g	75-102	68-74,103-361	1.979	100	87.96992481	1.438	1.146	Closed	Autoinhibited	Homo sapiens	['2019-08-19']	
Q02750	7pqv	75-102	68-74,103-361	1.503	100	87.21804511	1.211	1.62	Closed	Autoinhibited	Homo sapiens	['2021-09-20']	
Q02750	3sls	75-102	68-74,103-361	3.558	100	62.40601504	2.387	1.674			Homo sapiens	['2011-06-25']	
Q02750	3vvh	75-102	68-74,103-361	1.47	100	86.84210526	1.279	0.996			Homo sapiens	['2012-07-24']	
Q02750	4mne	75-102	68-74,103-361	1.808	100	88.34586466	1.463	1.403			Homo sapiens	['2013-09-10']	
Q02750	5eym	75-102	68-74,103-361	1.254	89.28571429	82.70676692	0.952	1.201			Homo sapiens	['2015-11-25']	
Q02750	5yt3	75-102	68-74,103-361	4.745	100	82.33082707	3.497	1.115			Homo sapiens	['2017-11-16']	
Q02750	6nyb	75-102	68-74,103-361	1.901	100	84.58646617	1.29	1.365			Homo sapiens	['2019-02-11']	
Q02750	6pp9	75-102	68-74,103-361	1.792	100	87.21804511	1.211	1.139			Homo sapiens	['2019-07-05']	
Q02750	6v2w	75-102	68-74,103-361	1.919	100	87.21804511	1.534	1.306			Homo sapiens	['2019-11-25']	
Q02750	7b3m	75-102	68-74,103-361	3.477	100	62.78195489	2.375	1.284			Homo sapiens	['2020-12-01']	
Q02750	7b7r	75-102	68-74,103-361	3.478	100	62.78195489	2.319	1.249			Homo sapiens	['2020-12-11']	
Q02750	7b94	75-102	68-74,103-361	3.466	100	62.78195489	2.332	1.252			Homo sapiens	['2020-12-14']	
Q02750	7b9l	75-102	68-74,103-361	3.407	100	62.03007519	2.273	1.241			Homo sapiens	['2020-12-14']	
Q02750	7m0u	75-102	68-74,103-361	1.953	100	87.21804511	1.427	1.201			Homo sapiens	['2021-03-11']	
Q02750	7m0v	75-102	68-74,103-361	1.874	100	87.21804511	1.435	1.361			Homo sapiens	['2021-03-11']	
Q02750	7m0x	75-102	68-74,103-361	1.813	100	87.21804511	1.349	1.156			Homo sapiens	['2021-03-11']	
Q02750	7m0y	75-102	68-74,103-361	1.901	100	87.21804511	1.419	1.243			Homo sapiens	['2021-03-11']	
Q02750	7m0z	75-102	68-74,103-361	1.909	100	87.21804511	1.366	1.315			Homo sapiens	['2021-03-11']	
Q02750	7xlp	75-102	68-74,103-361	1.484	100	87.21804511	0.918	1.487			Homo sapiens	['2022-04-22']	
Q02750	7xnc	75-102	68-74,103-361	1.707	100	86.84210526	0.835	1.136			Homo sapiens	['2022-04-28']	
Q02750	8dgs	75-102	68-74,103-361	2.011	100	87.21804511	1.694	1.534			Homo sapiens	['2022-06-24']	
Q02750	8dgt	75-102	68-74,103-361	1.939	100	87.21804511	1.409	1.234			Homo sapiens	['2022-06-24']	
Q02750	6q0j	75-102	68-74,103-361	1.248	100	87.59398496	0.76	1.228			Homo sapiens	['2019-08-01']	
Q02750	6q0t	75-102	68-74,103-361	1.269	100	87.59398496	0.772	1.23			Homo sapiens	['2019-08-02']	
Q02750	7mfd	75-102	68-74,103-361	2.502	100	85.33834586	1.92	2.324			Homo sapiens	['2021-04-09']	
Q04929	2l3s	225-297	133-193	17.591	100	96.72131148	2.524	22.709	Closed	Autoinhibited	Gallus gallus	['2010-09-21']	
Q06124	4dgp	3-104	247-517	1.844	100	93.72693727	1.095	1.402	Closed	Autoinhibited	Homo sapiens	['2012-01-26']	
Q06124	4dgx	3-104	247-517	1.827	100	94.09594096	1.253	1.279	Closed	Autoinhibited	Homo sapiens	['2012-01-27']	
Q06124	4h1o	3-104	247-517	1.827	95.09803922	94.09594096	1.342	1.9	Closed	Autoinhibited	Homo sapiens	['2012-09-11']	
Q06124	4h34	3-104	247-517	1.914	92.15686275	92.25092251	1.352	2.391	Closed	Autoinhibited	Homo sapiens	['2012-09-13']	
Q06124	4ohd	3-104	247-517	2.179	100	94.09594096	1.837	2.555	Closed	Autoinhibited	Homo sapiens	['2014-01-17']	
Q06124	4ohe	3-104	247-517	1.634	100	93.35793358	1.225	2.718	Closed	Autoinhibited	Homo sapiens	['2014-01-17']	
Q06124	4ohh	3-104	247-517	1.643	100	93.35793358	1.083	1.27	Closed	Autoinhibited	Homo sapiens	['2014-01-17']	
Q06124	4ohi	3-104	247-517	2.06	100	93.35793358	1.121	1.392	Closed	Autoinhibited	Homo sapiens	['2014-01-17']	
Q06124	5bk8	3-104	247-517	2.165	100	95.57195572	1.541	3.222	Closed	Autoinhibited	Homo sapiens	['2019-06-01']	
Q06124	5xzr	3-104	247-517	1.777	99.01960784	95.57195572	1.306	1.377	Closed	Autoinhibited	Homo sapiens	['2017-07-13']	
Q06124	6cmr	3-104	247-517	1.429	96.07843137	93.35793358	0.886	1.389	Closed	Autoinhibited	Homo sapiens	['2018-03-06']	
Q06124	6cms	3-104	247-517	1.763	96.07843137	93.35793358	1.046	1.853	Closed	Autoinhibited	Homo sapiens	['2018-03-06']	
Q06124	7r75	3-104	247-517	1.846	98.03921569	93.72693727	1.332	1.925	Closed	Autoinhibited	Homo sapiens	['2021-06-24']	
Q06124	2shp	3-104	247-517	1.654	99.01960784	92.98892989	1.06	1.706			Homo sapiens	['1997-12-01']	
Q06124	4gwf	3-104	247-517	1.561	92.15686275	95.94095941	1.02	1.732			Homo sapiens	['2012-09-03']	
Q06124	4nwf	3-104	247-517	1.337	92.15686275	94.46494465	0.974	0.961			Homo sapiens	['2013-12-06']	
Q06124	4nwg	3-104	247-517	1.301	98.03921569	95.94095941	0.988	0.953			Homo sapiens	['2013-12-06']	
Q06124	4ohl	3-104	247-517	1.271	100	92.25092251	1.002	1.516			Homo sapiens	['2014-01-17']	
Q06124	5ehp	3-104	247-517	1.112	98.03921569	97.04797048	1.166	0.929			Homo sapiens	['2015-10-28']	
Q06124	5ehr	3-104	247-517	1.132	88.23529412	97.41697417	1.195	0.807			Homo sapiens	['2015-10-28']	
Q06124	5i6v	3-104	247-517	1.112	93.1372549	95.94095941	1.076	0.969			Homo sapiens	['2016-02-16']	
Q06124	5ibm	3-104	247-517	1.274	89.21568627	95.57195572	1.191	1.019			Homo sapiens	['2016-02-22']	
Q06124	5ibs	3-104	247-517	1.175	89.21568627	96.3099631	1.034	1.18			Homo sapiens	['2016-02-22']	
Q06124	6atd	3-104	247-517	1.033	98.03921569	95.57195572	0.952	0.853			Homo sapiens	['2017-08-28']	
Q06124	6bmr	3-104	247-517	1.003	99.01960784	95.20295203	0.846	0.987			Homo sapiens	['2017-11-15']	
Q06124	6bmu	3-104	247-517	1.08	95.09803922	95.57195572	1.079	0.936			Homo sapiens	['2017-11-15']	
Q06124	6bmv	3-104	247-517	1.038	98.03921569	93.72693727	0.872	1.029			Homo sapiens	['2017-11-15']	
Q06124	6bmw	3-104	247-517	0.981	94.11764706	93.35793358	0.85	0.949			Homo sapiens	['2017-11-15']	
Q06124	6bmx	3-104	247-517	0.999	99.01960784	95.20295203	0.853	1.035			Homo sapiens	['2017-11-15']	
Q06124	6bmy	3-104	247-517	1.115	95.09803922	95.57195572	1.157	0.935			Homo sapiens	['2017-11-15']	
Q06124	6bn5	3-104	247-517	1.3	78.43137255	92.25092251	1.052	0.921			Homo sapiens	['2017-11-16']	
Q06124	6cmp	3-104	247-517	1.889	99.01960784	92.25092251	1.252	1.822			Homo sapiens	['2018-03-06']	
Q06124	6crf	3-104	247-517	20.036	96.07843137	95.57195572	1.116	58.638			Homo sapiens	['2018-03-17']	
Q06124	6crg	3-104	247-517	1.388	83.33333333	94.09594096	0.969	1.131			Homo sapiens	['2018-03-17']	
Q06124	6md7	3-104	247-517	1.235	99.01960784	95.20295203	0.841	0.924			Homo sapiens	['2018-09-04']	
Q06124	6md9	3-104	247-517	0.968	86.2745098	92.6199262	0.807	0.88			Homo sapiens	['2018-09-04']	
Q06124	6mda	3-104	247-517	0.968	86.2745098	92.6199262	0.812	0.853			Homo sapiens	['2018-09-04']	
Q06124	6mdb	3-104	247-517	0.981	97.05882353	94.83394834	0.837	0.923			Homo sapiens	['2018-09-04']	
Q06124	6mdc	3-104	247-517	1.132	88.23529412	97.41697417	1.203	0.77			Homo sapiens	['2018-09-04']	
Q06124	6mdd	3-104	247-517	0.995	92.15686275	92.98892989	0.783	1.003			Homo sapiens	['2018-09-04']	
Q06124	6wu8	3-104	247-517	1.548	100	92.98892989	1.007	1.552			Homo sapiens	['2020-05-04']	
Q06124	7emn	3-104	247-517	1.338	93.1372549	95.57195572	0.94	1.384			Homo sapiens	['2021-04-14']	
Q06124	7jvm	3-104	247-517	0.968	96.07843137	95.20295203	0.869	0.9			Homo sapiens	['2020-08-21']	
Q06124	7r7d	3-104	247-517	1.474	97.05882353	93.72693727	1.175	1.356			Homo sapiens	['2021-06-24']	
Q06124	7r7i	3-104	247-517	1.444	99.01960784	93.72693727	1.201	1.573			Homo sapiens	['2021-06-24']	
Q06124	7r7l	3-104	247-517	1.248	94.11764706	96.67896679	0.968	1.786			Homo sapiens	['2021-06-24']	
Q06124	7vxg	3-104	247-517	1.099	89.21568627	94.83394834	0.968	1.131			Homo sapiens	['2021-11-12']	
Q06124	7xhq	3-104	247-517	1.002	87.25490196	92.25092251	0.827	0.91			Homo sapiens	['2022-04-09']	
Q06124	8b5y	3-104	247-517	1.984	100	96.67896679	1.197	2.195			Homo sapiens	['2022-09-25']	
Q06124	8cbh	3-104	247-517	1.348	95.09803922	92.6199262	0.95	1.131			Homo sapiens	['2023-01-25']	
Q06124	7jvn	3-104	247-517	0.926	90.19607843	94.09594096	0.829	0.863			Homo sapiens	['2020-08-21']	
Q07343	4wzi	166-281	330-649	1.079	72.4137931	97.5	0.899	1.481			Homo sapiens	['2014-11-19']	
Q07343	4x0f	166-281	330-649	1.155	65.51724138	98.4375	0.836	1.866			Homo sapiens	['2014-11-21']	
Q07889	3ksy	1-198	198-565	2.442	88.88888889	96.19565217	1.697	2.059	Closed	Autoinhibited	Homo sapiens	['2009-11-24']	
Q08209	1aui	467-491	1-348	2.352	72	96.26436782	0.997	2.392			Homo sapiens	['1997-08-27']	
Q09472	5xzc	1520-1581	1287-1663	28.923	100	83.55437666	17.946	44.241		Active	Homo sapiens	['2017-07-12']	
Q13131	4rer	313-392	27-279	2.483	83.75	99.20948617	1.295	4.655			Homo sapiens	['2014-09-23']	
Q13490	3t6p	453-543	571-606	2.844	98.9010989	100	0.76	0.936	Closed	Autoinhibited	Homo sapiens	['2011-07-28']	
Q13554	3bhh	283-292	14-272	1.705	100	98.45559846	1.737	0.742			Homo sapiens	['2007-11-28']	
Q13555	2v7o	283-292	14-272	1.637	100	99.22779923	1.367	0.784	Closed	Autoinhibited	Homo sapiens	['2007-07-31']	
Q13557	5vlo	283-292	14-272	1.87	100	98.84169884	1.886	1.033			Homo sapiens	['2017-04-25']	
Q13557	6ayw	283-292	14-272	1.901	100	100	1.905	1.15			Homo sapiens	['2017-09-08']	
Q13557	2vn9	283-292	14-272	1.907	100	100	1.138	1.012			Homo sapiens	['2008-01-31']	
Q14012	4fgb	286-300	20-276	2.734	93.33333333	96.88715953	2.78	0.947	Closed	Active	Homo sapiens	['2012-06-04']	
Q14012	4fg8	286-300	20-276	1.319	93.33333333	89.49416342	1.28	1.214			Homo sapiens	['2012-06-04']	
Q14012	4fg9	286-300	20-276	3.078	100	89.49416342	1.367	2.711			Homo sapiens	['2012-06-04']	
Q14674	7nj0	711-723,955-974,1393-1400	667-1706,1707-2120	5.868	75.6097561	75.99724897	4.668	5.274			Homo sapiens	['2021-02-14']	
Q16566	2w4o	305-321	46-300	1.569	100	89.80392157	1.574	1.198	Closed	Active	HOMO SAPIENS	['2008-11-28']	
Q16644	3fhr	307-343	44-304	2.13	100	83.14176245	0.994	1.039	Closed	Autoinhibited	Homo sapiens	['2008-12-10']	
Q16644	3fxw	307-343	44-304	2.151	100	82.37547893	1.028	0.991	Closed	Autoinhibited	Homo sapiens	['2009-01-21']	
Q16644	3r1n	307-343	44-304	1.925	100	83.90804598	1.036	1.435	Closed	Autoinhibited	Homo sapiens	['2011-03-11']	
Q16644	3she	307-343	44-304	1.925	100	82.37547893	1.045	1.157	Closed	Autoinhibited	Homo sapiens	['2011-06-16']	
Q16644	7nrb	307-343	44-304	2.117	100	83.14176245	0.962	0.941	Closed	Autoinhibited	Homo sapiens	['2021-03-03']	
Q3KK31	3pjw	170-390	399-648	1.582	77.37556561	97.2	1.242	2.152			Pseudomonas fluorescens	['2010-11-10']	
Q3KK31	3pjx	170-390	399-648	1.031	77.37556561	97.2	1.081	1.13			Pseudomonas fluorescens	['2010-11-10']	
Q3UH93	5v6t	1294-1403,1527-1698	1404-1526,1699-1925	3.317	62.05673759	97.42857143	2.872	1.986			Mus musculus	['2017-03-17']	
Q3UP24	6b5b	356-463,578-1020	95-298	17.981	95.28130672	100	2.096	63.698			Mus musculus	['2017-09-29']	
Q58719	3av0	290-330	1-289	10.69	100	100	1.302	14.063	Open	Active	Methanocaldococcus jannaschii	['2011-02-18']	
Q58719	5dny	290-330	1-289	9.649	65.85365854	100	1.598	12.374			Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440)	['2015-09-10']	
Q58719	5f3w	290-330	1-289	9.658	65.85365854	100	1.596	12.391			Methanocaldococcus jannaschii DSM 2661	['2015-12-03']	
Q5EGY4	3kyq	8-131	138-198	1.299	100	90.16393443	1.458	1.334	Closed	Autoinhibited	Rattus norvegicus	['2009-12-07']	
Q5Y4Y6	5b5r	240-464	1-239	3.835	88	85.35564854	2.875	5.555	Closed	Autoinhibited	Mus musculus	['2016-05-14']	
Q63450	1a06	285-316	20-276	2.489	100	89.10505837	2.359	3.587	Closed	Autoinhibited	Rattus norvegicus	['1997-12-09']	
Q6GQQ9	5lrv	187-193	194-365	7.022	100	87.20930233	2.561	1.809	Closed	Active	Homo sapiens	['2016-08-22']	
Q6GQQ9	5lru	187-193	194-365	5.881	100	85.46511628	1.853	3.963	Open	Autoinhibited	Homo sapiens	['2016-08-22']	
Q6PHZ2	6bab	283-292	14-272	2.182	100	100	2.224	0.94			Mus musculus	['2017-10-12']	
Q6SZW1	6wpk	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	4.585	71.81818182	97.68786127	1.793	4.223			Homo sapiens	['2020-04-27']	
Q6SZW1	6zfx	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	2.613	98.18181818	100	1.368	4.519			Homo sapiens	['2020-06-18']	
Q6SZW1	7anw	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.92	98.18181818	100	0.943	3.273			Homo sapiens	['2020-10-13']	
Q6SZW1	7cm5	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.826	90.45454545	100	1.07	3.051			Homo sapiens	['2020-07-24']	
Q6SZW1	7cm6	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.709	90.90909091	100	1.016	2.948			Homo sapiens	['2020-07-25']	
Q6SZW1	7cm7	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	1.874	94.54545455	100	1.012	3.516			Homo sapiens	['2020-07-25']	
Q6SZW1	7djt	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	2.544	99.09090909	100	1.294	4.285			Homo sapiens	['2020-11-21']	
Q6SZW1	7knq	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	22.242	91.81818182	100	2.528	52.996			Homo sapiens	['2020-11-05']	
Q6SZW1	7ld0	560-703,382-385,375-399,281-331	244-269,134-173,162-197,402-476,412-484	2.445	81.81818182	100	1.571	3.437			Homo sapiens	['2021-01-12']	
